,flight_date,flight_number,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,planned_zfw,block_fuel,trip_fuel,taxi_fuel,std_date,plan_flt_time,ramp_fuel,est_zfw,actual_zfw,offblock_time,offblock_fuel,zfwcg,pax_a,pax_b,pax_c,pax_d,pax_e,infant,airborne_time,landing_time,flight_time,onblock_time,onblock_fuel,actual_burn_fuel,block_time,pf,pm,water_uplift,water_remain
1903,2022-05-22T00:00:00.000Z,THA926,VTBS,EDDF,HS-TKY,200000.0,102620.0,94581.0,600.0,,,102200.0,198000.0,197951.0,0522,102100.0,23.0,18.0,7.0,23.0,29.0,29.0,0.0,0538,1724,1146,1734,8800.0,94200.0,1212,43499,39835,900.0,830.0
1894,2022-05-22T00:00:00.000Z,THA432,WADD,VTBS,HS-TQF,143500.0,22253.0,18018.0,483.0,,,22800.0,142800.0,141227.0,0843,22900.0,24.7,,,,,,,0857,1239,0342,1246,6300.0,16700.0,0403,29438,43125,556.0,405.0
1905,2022-05-22T00:00:00.000Z,THA624,VTBS,RPLL,HS-TKN,217048.0,32778.0,21461.0,600.0,,,32100.0,,210498.0,0743,31800.0,32.0,,,,,,,0756,1118,0322,1128,7900.0,23700.0,0345,39842,26868,1300.0,1200.0
1906,2022-05-22T00:00:00.000Z,THA919,VTSP,VTBS,HS-TQC,125500.0,10384.0,5853.0,300.0,,,10500.0,125438.0,,0945,10500.0,,,,,,,,0957,1104,0107,1109,5400.0,5100.0,0124,38009,43970,460.0,480.0
1907,2022-05-22T00:00:00.000Z,THA409,VTBS,WSSS,HS-THE,189210.0,16883.0,10911.0,400.0,,,16400.0,,,0922,16400.0,25.46,,,,,,,0932,1121,0149,1131,5300.0,10950.0,0209,44279,29437,,24.0
1895,2022-05-22T00:00:00.000Z,THA431,VTBS,WADD,HS-TQF,144300.0,41829.0,18976.0,300.0,,,41900.0,143100.0,142941.0,0258,42000.0,27.2,,,,,,,0310,0649,0339,0654,23300.0,18300.0,0356,43125,29438,586.0,556.0
1882,2022-05-22T00:00:00.000Z,THA643,RJAA,VTBS,HS-THL,172000.0,40398.0,34864.0,425.0,,,40400.0,172000.0,171758.0,0248,40300.0,24.7,,,,,,,0311,0918,0607,0925,6400.0,33650.0,0637,36733,44194,47.0,34.0
1893,2022-05-22T00:00:00.000Z,THA478,VTSP,VTBS,HS-TKZ,194000.0,16156.0,8862.0,600.0,,,16100.0,,193100.0,1006,16000.0,26.0,15.0,13.0,5.0,35.0,26.0,2.0,1019,1125,0106,1131,7900.0,7900.0,0125,36768,42620,266.0,
1892,2022-05-22T00:00:00.000Z,THA478,YSSY,VTSP,HS-TKZ,198989.0,72273.0,64285.0,600.0,,,72000.0,,198838.0,2355,72000.0,33.0,19.0,15.0,5.0,60.0,45.0,3.0,0005,0847,0842,0852,9500.0,61900.0,0857,33624,42629,511.0,263.0
1891,2022-05-22T00:00:00.000Z,THA416,WMKK,VTBS,HS-TWA,157100.0,14440.0,9458.0,300.0,,,14400.0,,156386.0,0553,14300.0,27.2,22.0,130.0,102.0,,,,0604,0752,0148,0800,5400.0,9100.0,0207,35455,41095,,
1890,2022-05-22T00:00:00.000Z,THA415,VTBS,WMKK,HS-TWA,156700.0,13639.0,9357.0,300.0,,,13600.0,,154634.0,0223,13300.0,23900.0,26.0,111.0,84.0,,,,0239,0422,0143,0429,4600.0,9000.0,0206,43954,35455,473.0,
1889,2022-05-22T00:00:00.000Z,THA403,VTBS,WSSS,HS-THE,182500.0,16598.0,10722.0,400.0,,,16500.0,,178594.0,0105,16400.0,24.3,31.0,98.0,55.0,,,,0118,0307,0149,0316,5600.0,6700.0,0211,38372,43477,59.0,50.0
1888,2022-05-22T00:00:00.000Z,THA601,VHHH,VTBS,HS-TTA,200400.0,23496.0,16391.0,600.0,,,23500.0,197943.0,197267.0,0443,23500.0,,,,,,,,0505,0722,0217,0731,7100.0,16300.0,0248,37147,43419,600.0,555.0
1887,2022-05-22T00:00:00.000Z,THA404,WSSS,VTBS,HS-THE,179000.0,17056.0,11663.0,400.0,,,16900.0,,173474.0,0426,16800.0,26.1,29.0,91.0,91.0,,,2.0,0449,0653,0204,0704,5000.0,11700.0,0238,43477,38372,50.0,42.0
1886,2022-05-22T00:00:00.000Z,THA600,VTBS,VHHH,HS-TTA,197000.0,23138.0,15122.0,600.0,,,23100.0,194249.0,194249.0,0053,23000.0,,,,,,,,0107,0315,0208,0322,8500.0,14400.0,0229,43419,37147,650.0,609.0
1885,2022-05-22T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKV,223116.0,47230.0,39562.0,600.0,,,47000.0,219700.0,219700.0,0115,47800.0,,23.0,7.0,58.0,120.0,105.0,1.0,0133,0630,0457,0637,9600.0,38100.0,0522,28380,42259,855.0,670.0
1884,2022-05-22T00:00:00.000Z,THA645,RJGG,VTBS,HS-THB,162600.0,35751.0,30444.0,400.0,,,35000.0,162788.0,162947.0,0143,35000.0,27.3,,,,,,,0159,0732,0533,0740,5600.0,29350.0,0557,37211,44187,49.0,38.0
1883,2022-05-22T00:00:00.000Z,THA623,RJBB,VTBS,HS-TKL,211377.0,46678.0,39305.0,600.0,,,46600.0,210500.0,210086.0,0255,46600.0,29.0,,,,,,,0307,0830,0523,0837,7000.0,39200.0,0542,29442,45135,449.0,290.0
1910,2022-05-22T00:00:00.000Z,THA678,VTBS,ZGGG,HS-TKP,219400.0,45845.0,20850.0,600.0,,,,,,0910,,21.0,,,,,,,0922,1148,0226,1201,,,0251,26309,44246,,
1879,2022-05-22T00:00:00.000Z,THA434,WIII,VTBS,HS-TKQ,211521.0,29275.0,21762.0,627.0,,,29300.0,211500.0,213000.0,0559,29100.0,31.0,,,,,,,0621,0921,0300,0929,6700.0,22300.0,0330,33621,44261,705.0,600.0
1878,2022-05-22T00:00:00.000Z,THA433,VTBS,WIII,HS-TKQ,227921.0,44967.0,22998.0,600.0,,,44900.0,,227100.0,0113,44700.0,31.0,,,,,,,0127,0412,0245,0419,21700.0,22900.0,0306,44261,33621,670.0,605.0
1909,2022-05-22T00:00:00.000Z,THA679,ZGGG,VTBS,HS-TKP,189500.0,24095.0,17058.0,600.0,,,,,,1409,,,,,,,,,1426,1650,0224,1705,,,0256,44246,26309,,
1880,2022-05-22T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJV,157700.0,44219.0,38015.0,459.0,,,44400.0,157700.0,158300.0,0144,44400.0,26.0,,,,,,,0205,0822,0617,0827,7600.0,37000.0,0643,43316,36050,290.0,270.0
1911,2022-05-22T00:00:00.000Z,THA316,VIDP,VTBS,HS-TKQ,202000.0,32838.0,25522.0,600.0,,,33100.0,204700.0,205700.0,1800,32900.0,25.0,14.0,9.0,46.0,107.0,67.0,4.0,1816,2143,0327,2154,7600.0,24600.0,0354,44296,32103,,
1927,2022-05-22T00:00:00.000Z,THA337,VTBS,VOMM,HS-TQF,151500.0,20672.0,14318.0,300.0,,,20600.0,149070.0,149270.0,1518,20900.0,18.9,,,,,,,1531,1817,0246,1826,7200.0,13600.0,0308,32100,43256,580.0,480.0
1942,2022-05-22T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKV,202879.0,105092.0,97978.0,600.0,,,105100.0,202774.0,202774.0,1835,105400.0,27.0,,,,,,,1848,0630,1142,0647,10000.0,95800.0,1212,44403,32108,740.0,316.0
1940,2022-05-22T00:00:00.000Z,THA970,VTBS,LSZH,HS-TQC,147500.0,66461.0,61527.0,300.0,,,66500.0,147500.0,147564.0,1814,66500.0,18.5,19.0,74.0,50.0,,,1.0,1829,0606,1137,0613,6600.0,60000.0,1159,44793,33816,612.0,227.0
1939,2022-05-22T00:00:00.000Z,THA927,EDDF,VTSP,HS-TKY,205500.0,85159.0,77396.0,600.0,,,85000.0,205100.0,205043.0,1909,85100.0,26.0,16.0,8.0,8.0,19.0,78.0,3.0,1927,0542,1015,0546,8600.0,76900.0,1037,44266,26108,1306.0,1150.0
1938,2022-05-22T00:00:00.000Z,THA656,VTBS,RKSI,HS-TKM,224643.0,45720.0,38036.0,600.0,,,45500.0,222800.0,223253.0,1639,45500.0,30.0,24.0,18.0,64.0,128.0,107.0,3.0,1653,2140,0447,2145,8100.0,37300.0,0506,44621,37227,802.0,480.0
1937,2022-05-22T00:00:00.000Z,THA622,VTBS,RJBB,HS-TKN,206048.0,41485.0,35197.0,600.0,,,41300.0,203900.0,204000.0,1717,41100.0,25.0,,,,,,,1727,2224,0457,2229,6700.0,34500.0,0512,43825,36152,1110.0,959.0
1936,2022-05-22T00:00:00.000Z,THA644,VTBS,RJGG,HS-THM,162985.0,34403.0,27367.0,400.0,,,34300.0,,161141.0,1708,34200.0,29.5,11.0,46.0,75.0,,,1.0,1721,2235,0514,2242,7000.0,27000.0,0534,44237,30339,100.0,92.0
1935,2022-05-22T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTB,221000.0,114917.0,104529.0,600.0,,,,,221691.0,1809,1826.0,26.0,,,,,,,1826,0655,1229,0711,10300.0,105900.0,1302,44420,37789,970.0,
1934,2022-05-22T00:00:00.000Z,THA332,VIDP,VTBS,HS-TJV,174100.0,28841.0,23005.0,459.0,,,28841.0,173400.0,172795.0,2144,29000.0,25.0,5.0,27.0,4.0,37.0,16.0,0.0,2153,0127,0334,0133,7000.0,21900.0,0349,44248,32106,370.0,300.0
1933,2022-05-22T00:00:00.000Z,THA924,VTBS,EDDM,HS-THJ,161000.0,72410.0,66135.0,400.0,,,72600.0,,161557.0,1758,72600.0,27.2,32.0,42.0,26.0,,,0.0,1811,0531,1120,0536,6400.0,66050.0,1138,44183,38345,50.0,20.0
1932,2022-05-22T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKZ,222000.0,110489.0,102044.0,600.0,,,110200.0,221573.0,221540.0,1654,110400.0,,24.0,17.0,45.0,97.0,88.0,4.0,1705,0432,1127,0439,10000.0,100700.0,1145,41935,37116,1015.0,608.0
1931,2022-05-22T00:00:00.000Z,THA960,VTBS,ESSA,HS-THE,159492.0,79026.0,70855.0,400.0,,,79000.0,159500.0,159500.0,1820,79100.0,30.0,21.0,58.0,47.0,,,3.0,1839,0649,1210,0700,9400.0,69600.0,1240,39849,37249,50.0,22.0
1930,2022-05-22T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWA,163033.0,79442.0,72387.0,300.0,,,79500.0,,162679.0,1716,79500.0,19.2,,,,,,,1732,0537,1205,0544,6800.0,72500.0,1228,30946,43257,720.0,333.0
1929,2022-05-22T00:00:00.000Z,THA642,VTBS,RJAA,HS-THL,174240.0,38837.0,31518.0,400.0,,,38600.0,172900.0,172908.0,1703,38600.0,24.6,,,,,,,1714,2241,0527,2248,7800.0,30600.0,0545,44231,28368,56.0,42.0
1928,2022-05-22T00:00:00.000Z,THA640,VTBS,RJAA,HS-TJW,161650.0,42597.0,34413.0,400.0,,,42100.0,158000.0,158026.0,1642,42100.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1651,2227,0536,2230,9600.0,32400.0,0548,36766,42597,433.0,375.0
1912,2022-05-22T00:00:00.000Z,THA655,RKSI,VTBS,HS-TKR,180877.0,39781.0,32853.0,600.0,,,39700.0,180345.0,180270.0,1220,39700.0,30.0,,,,,,,1228,1724,0456,1731,8200.0,31200.0,0511,26114,43415,403.0,396.0
1926,2022-05-22T00:00:00.000Z,THA331,VTBS,VIDP,HS-TJV,171100.0,34832.0,23804.0,400.0,,,34832.0,171100.0,168000.0,1622,34300.0,,7.0,40.0,47.0,36.0,24.0,0.0,1633,2018,0345,2030,11000.0,23500.0,0408,44156,32106,492.0,392.0
1918,2022-05-22T00:00:00.000Z,THA971,LSZH,VTBS,HS-TQD,145444.0,54847.0,49597.0,336.0,,,54900.0,145444.0,145627.0,1149,55000.0,21.4,22.0,61.0,36.0,,,,1209,2209,1000,2216,6800.0,48300.0,1027,43969,26466,570.0,295.0
1925,2022-05-22T00:00:00.000Z,THA338,VOMM,VTBS,HS-TQF,150000.0,19476.0,14659.0,300.0,,,19400.0,148300.0,148012.0,1938,19400.0,17.9,7.0,119.0,59.0,,,3.0,1956,2258,0302,2310,5100.0,14400.0,0332,42593,32100,548.0,492.0
1913,2022-05-22T00:00:00.000Z,THA315,VTBS,VIDP,HS-TKQ,209000.0,41281.0,28595.0,600.0,,,43200.0,206100.0,206132.0,1058,43200.0,33.0,21.0,2.0,47.0,74.0,64.0,1.0,1115,1534,0419,1547,12100.0,31100.0,0449,44296,32103,572.0,
1915,2022-05-22T00:00:00.000Z,THA346,OPLA,VTBS,HS-THH,172500.0,27960.0,22677.0,400.0,,,29000.0,,178211.0,1930,29080.0,29.1,,,,,,,1944,2348,0404,2354,6400.0,22600.0,0424,35308,40784,51.0,39.0
1916,2022-05-22T00:00:00.000Z,THA345,VTBS,OPLA,HS-THH,161000.0,43970.0,23570.0,400.0,,,44000.0,,161982.0,1255,44060.0,29.7,6.0,45.0,48.0,0.0,0.0,2.0,1315,1723,0408,1827,15700.0,28450.0,0532,40784,35308,61.0,51.0
1917,2022-05-22T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKX,218000.0,86333.0,78864.0,600.0,,,86800.0,,219094.0,1331,87100.0,25.0,,,,,,,1346,2332,0946,2340,6800.0,80000.0,1009,43503,36052,970.0,555.0
1914,2022-05-22T00:00:00.000Z,THA317,VTBS,VABB,HS-THB,183540.0,32691.0,22963.0,400.0,,,32500.0,181622.0,180238.0,1156,32400.0,28.0,23.0,136.0,107.0,,,1.0,1212,1555,0343,1601,10200.0,22100.0,0405,36154,44238,60.0,51.0
1919,2022-05-22T00:00:00.000Z,THA318,VABB,VTBS,HS-THB,183500.0,27775.0,22249.0,400.0,,,27700.0,182500.0,181806.0,1756,27800.0,27.2,32.0,141.0,113.0,,,,1812,2158,0346,2206,5800.0,21900.0,0410,43479,36154,49.0,38.0
1921,2022-05-22T00:00:00.000Z,THA951,EKCH,VTBS,HS-TKK,230000.0,94933.0,86332.0,600.0,,,94900.0,230000.0,229741.0,1232,94800.0,,15.0,4.0,22.0,75.0,64.0,1.0,1252,2300,1008,2307,9500.0,85200.0,1035,43480,40515,802.0,440.0
1922,2022-05-22T00:00:00.000Z,THA931,LFPG,VTBS,HS-TWB,167000.0,65385.0,59638.0,399.0,,,65300.0,166700.0,166600.0,1201,65200.0,24.7,,,,,,,1235,2256,1021,2302,7100.0,58100.0,1101,42616,37221,800.0,
1923,2022-05-22T00:00:00.000Z,THA925,EDDM,VTBS,HS-THK,165000.0,62413.0,56734.0,450.0,,,62500.0,,164454.0,1222,62600.0,26.6,31.0,41.0,52.0,0.0,0.0,3.0,1234,2234,1000,2249,6900.0,55150.0,1027,40509,27476,60.0,27.0
1920,2022-05-22T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTC,207053.0,87272.0,79544.0,627.0,,,87500.0,207800.0,207820.0,1247,87400.0,32.0,4.0,39.0,122.0,56.0,45.0,1.0,1305,2338,1033,2348,8800.0,78500.0,1101,40523,44262,1147.0,511.0
1924,2022-05-22T00:00:00.000Z,THA341,VTBS,OPKC,HS-TQA,138000.0,51735.0,24078.0,300.0,,,51500.0,135800.0,135559.0,1253,51700.0,24.4,16.0,54.0,55.0,,,2.0,1307,1745,0438,1752,28100.0,23300.0,0459,44174,39149,548.0,514.0
1844,2022-05-21T00:00:00.000Z,THA638,VTBS,VHHH,HS-THD,165625.0,18467.0,12475.0,400.0,,,18600.0,,167609.0,0649,18699.0,25.0,,,,,,,0704,0913,0209,0918,6300.0,12200.0,0229,37252,44191,30.0,28.0
1840,2022-05-21T00:00:00.000Z,THA416,WMKK,VTBS,HS-TWB,154887.0,14296.0,9367.0,300.0,,,14400.0,,156000.0,0518,14200.0,23.7,,,,,,,0532,0710,0138,0726,5500.0,9100.0,0208,42775,33823,450.0,363.0
1841,2022-05-21T00:00:00.000Z,THA322,VGHS,VTBS,HS-TQE,145200.0,15092.0,10209.0,441.0,,,17300.0,148000.0,147554.0,0804,17200.0,21.6,12.0,114.0,62.0,,,0.0,0825,1032,0207,1041,6800.0,10400.0,0237,43256,32094,420.0,
1842,2022-05-21T00:00:00.000Z,THA321,VTBS,VGHS,HS-TQE,150500.0,29035.0,11179.0,300.0,,,29000.0,149600.0,147741.0,0339,2900.0,19.6,20.0,97.0,64.0,,,2.0,0351,0604,0213,0610,17500.0,11500.0,0231,32094,43256,470.0,431.0
1843,2022-05-21T00:00:00.000Z,THA466,YMML,VTBS,HS-THL,155847.0,52060.0,46562.0,425.0,,,52200.0,156500.0,156229.0,2346,52200.0,27.8,26.0,22.0,41.0,,,,2350,0847,0857,0853,7100.0,44950.0,0907,43934,33868,40.0,21.0
1847,2022-05-21T00:00:00.000Z,THA625,RPLL,VTBS,HS-TKO,218055.0,29189.0,21211.0,990.0,,,29000.0,215000.0,215100.0,1216,28900.0,31.0,18.0,4.0,55.0,113.0,98.0,1.0,1237,1519,0242,1526,7900.0,20700.0,0310,36056,26950,900.0,
1845,2022-05-21T00:00:00.000Z,THA639,VHHH,VTBS,HS-THD,140425.0,16704.0,11939.0,400.0,,,16600.0,,137795.0,1020,16700.0,25.6,,,,,,,1036,1255,0219,1300,5200.0,11300.0,0240,44191,37252,28.0,27.0
1846,2022-05-21T00:00:00.000Z,THA624,VTBS,RPLL,HS-TKO,216055.0,32843.0,21372.0,600.0,,,32800.0,212700.0,212300.0,0731,32600.0,,,,,,,,0747,1048,0301,1053,10200.0,21900.0,0322,36056,26950,1100.0,900.0
1848,2022-05-21T00:00:00.000Z,THA557,VVTS,VTBS,HS-TKL,192386.0,15192.0,8148.0,600.0,,,15200.0,192500.0,192461.0,1318,15200.0,30.0,,,,,,,1334,1440,0106,1449,7100.0,8200.0,0131,34103,45123,,
1849,2022-05-21T00:00:00.000Z,THA679,ZGGG,VTBS,HS-TKN,178423.0,23215.0,16337.0,600.0,,,25200.0,179400.0,179400.0,1353,24900.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1405,1629,0224,1642,8800.0,16100.0,0249,20821,44269,1306.0,1306.0
1838,2022-05-21T00:00:00.000Z,THA415,VTBS,WMKK,HS-TWB,165287.0,14298.0,9852.0,300.0,,,14100.0,,158300.0,0210,14000.0,25.3,,,,,,,0223,0405,0142,0415,5100.0,9200.0,0205,33823,42775,460.0,452.0
1850,2022-05-21T00:00:00.000Z,THA556,VTBS,VVTS,HS-TKL,181300.0,23864.0,7772.0,600.0,,,23800.0,181300.0,177887.0,1032,23700.0,27.0,,,,,,,1050,1202,0112,1209,14800.0,8600.0,0137,45123,34103,,
1839,2022-05-21T00:00:00.000Z,THA600,VTBS,VHHH,HS-TTC,204400.0,23688.0,15559.0,600.0,,,29688.0,202970.0,202970.0,0059,24100.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0109,0323,0214,0330,8700.0,15200.0,0231,43413,26107,378.0,369.0
1831,2022-05-21T00:00:00.000Z,THA465,VTBS,YMML,HS-THG,180500.0,59392.0,50189.0,400.0,,,59100.0,178600.0,178596.0,0227,59100.0,30.2,,,,,,,0241,1100,0819,1109,8900.0,49750.0,0842,_____,44350,70.0,31.0
1837,2022-05-21T00:00:00.000Z,THA601,VHHH,VTBS,HS-TTC,205900.0,23998.0,16842.0,600.0,,,24500.0,204110.0,203832.0,0444,24400.0,24.0,1.0,21.0,85.0,43.0,20.0,1.0,0459,0713,0214,0719,8800.0,15600.0,0235,26107,43413,369.0,245.0
1836,2022-05-21T00:00:00.000Z,THA476,YSSY,VTBS,HS-TKX,213652.0,76221.0,68318.0,600.0,,,76000.0,212200.0,211355.0,2358,75900.0,33.0,22.0,17.0,54.0,115.0,104.0,5.0,0019,0922,0903,0928,7500.0,68200.0,0930,43823,36762,1000.0,493.0
1835,2022-05-21T00:00:00.000Z,THA404,WSSS,VTBS,HS-TKN,221248.0,21655.0,15112.0,600.0,,,21600.0,,215600.0,0426,21400.0,26.0,,,,,,,0444,0639,0155,0649,6700.0,,0223,37111,24868,,
1834,2022-05-21T00:00:00.000Z,THA403,VTBS,WSSS,HS-TKN,208848.0,21010.0,13315.0,600.0,,,21000.0,,205400.0,0059,20900.0,,,,,,,,,0303,,0310,7900.0,13100.0,0211,37111,24868,,
1833,2022-05-21T00:00:00.000Z,THA657,RKSI,VTBS,HS-TKL,223970.0,46936.0,39382.0,600.0,,,46600.0,220500.0,220031.0,0115,46600.0,25.0,24.0,16.0,60.0,112.0,101.0,2.0,0130,0626,0456,0633,8500.0,37700.0,0518,26953,41948,700.0,449.0
1832,2022-05-21T00:00:00.000Z,THA643,RJAA,VTBS,HS-THK,170200.0,40894.0,35143.0,425.0,,,40894.0,170200.0,169600.0,0243,40900.0,26.0,17.0,44.0,53.0,,,,0254,0911,0617,0918,6200.0,34300.0,0635,26769,44308,35.0,
1830,2022-05-21T00:00:00.000Z,THA641,RJAA,VTBS,HS-TJV,159500.0,45134.0,38561.0,459.0,,,45200.0,159925.0,159900.0,0127,45100.0,25.0,,,,,,,0137,0752,0615,0804,7900.0,37500.0,0637,33825,43487,315.0,300.0
1829,2022-05-21T00:00:00.000Z,THA623,RJBB,VTBS,HS-TKM,206134.0,47408.0,40101.0,600.0,,,47400.0,,206079.0,0230,47300.0,26.0,17.0,2.0,6.0,40.0,18.0,3.0,0245,0810,0525,0816,7900.0,39300.0,0546,34102,43320,350.0,157.0
1828,2022-05-21T00:00:00.000Z,THA918,VTBS,VTSP,HS-TQC,140200.0,36524.0,6059.0,300.0,,,37500.0,138500.0,137813.0,0205,37500.0,25.0,14.0,97.0,65.0,,,,0217,0318,0101,0325,31400.0,5800.0,0120,25897,43254,813.0,813.0
1827,2022-05-21T00:00:00.000Z,THA918,VTSP,EGLL,HS-TQC,,,,,,,70000.0,136800.0,135745.0,0443,69900.0,,21.0,56.0,49.0,,,,0457,1744,1247,1750,7600.0,62500.0,1307,44168,29436,780.0,430.0
1826,2022-05-21T00:00:00.000Z,THA560,VTBS,VVNB,HS-TKO,187705.0,29521.0,10925.0,600.0,,,29500.0,,183301.0,0033,29600.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0042,0206,0124,0213,19500.0,10000.0,0140,43489,33822,1150.0,1094.0
1825,2022-05-21T00:00:00.000Z,THA561,VVNB,VTBS,HS-TKO,190450.0,17696.0,10676.0,600.0,,,19400.0,,189417.0,0322,19300.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0335,0502,0127,0509,8800.0,10500.0,0147,33822,43489,1090.0,1085.0
1851,2022-05-21T00:00:00.000Z,THA678,VTBS,ZGGG,HS-TKN,215500.0,44785.0,20670.0,600.0,,,44900.0,216700.0,216861.0,0845,44900.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0856,1120,0224,1131,25500.0,19200.0,0246,44269,20821,1306.0,1306.0
1823,2022-05-21T00:00:00.000Z,THA927,VTSP,VTBS,HS-TKV,198700.0,15958.0,8793.0,600.0,2022/05/21,1:10:00,16000.0,198700.0,197096.0,0633,15800.0,25.0,,,,,,,0645,0749,0104,0756,7600.0,8200.0,0123,39867,41937,545.0,519.0
1852,2022-05-21T00:00:00.000Z,THA477,VTBS,VTSP,HS-TKZ,209200.0,49796.0,9106.0,600.0,,,49800.0,209200.0,208829.0,0937,49800.0,,17.0,14.0,31.0,65.0,54.0,1.0,0952,1050,0058,1055,40900.0,8800.0,0118,38378,44158,599.0,564.0
1853,2022-05-21T00:00:00.000Z,THA315,VTBS,VIDP,HS-TKM,207793.0,42204.0,27644.0,600.0,,,42300.0,208500.0,207571.0,1105,42200.0,29.0,,,,,,,1131,1514,0343,1530,13800.0,28200.0,0425,44290,36048,820.0,687.0
1867,2022-05-21T00:00:00.000Z,THA325,VTBS,VOBL,HS-THH,178000.0,24918.0,17985.0,400.0,,,24900.0,,174147.0,1438,24900.0,26.2,17.0,92.0,77.0,,,1.0,1452,1757,0305,1804,7100.0,17550.0,0326,37139,43946,60.0,52.0
1854,2022-05-21T00:00:00.000Z,THA911,EGLL,VTBS,HS-TTB,213169.0,90451.0,81940.0,627.0,,,90000.0,210400.0,210382.0,1208,89900.0,32.0,6.0,38.0,143.0,58.0,45.0,2.0,1222,2259,1037,2306,9900.0,80500.0,1058,45596,33845,979.0,325.0
1881,2022-05-21T00:00:00.000Z,THA919,EGLL,VTSP,HS-TQC,132647.0,56891.0,51726.0,399.0,,,57100.0,,,2038,57000.0,,,,,,,,2058,0802,1104,0807,6800.0,50300.0,1129,44177,33812,450.0,492.0
1877,2022-05-21T00:00:00.000Z,THA960,VTBS,ESSA,HS-THD,163000.0,81186.0,73043.0,400.0,,,81000.0,162100.0,161517.0,1809,80900.0,31.7,,,,,,,1830,0645,1215,0652,9100.0,71350.0,1243,44356,37215,56.0,24.0
1876,2022-05-21T00:00:00.000Z,THA924,VTBS,EDDM,HS-THK,172720.0,77140.0,70560.0,400.0,,,77200.0,173700.0,173556.0,1900,77100.0,29.1,28.0,100.0,69.0,,,,1914,0635,1121,0645,7300.0,69450.0,1145,44188,37222,50.0,
1875,2022-05-21T00:00:00.000Z,THA970,VTBS,LSZH,HS-TQD,158560.0,69038.0,64074.0,300.0,,,68900.0,,,1814,68900.0,,,,,,,,1832,0605,1133,0612,5400.0,63700.0,1158,42778,26768,700.0,200.0
1874,2022-05-21T00:00:00.000Z,THA930,VTBS,LFPG,HS-TWB,174000.0,81444.0,74366.0,300.0,,,81400.0,165900.0,165800.0,1717,81500.0,18.0,28.0,136.0,110.0,,,2.0,1733,0545,1212,0556,6600.0,74800.0,1239,44212,26453,930.0,510.0
1872,2022-05-21T00:00:00.000Z,THA644,VTBS,RJGG,HS-THB,164165.0,35009.0,27719.0,400.0,,,34800.0,162000.0,,1658,34700.0,,,,,,,,1710,2219,0509,2227,7400.0,27400.0,0529,44189,36752,59.0,51.0
1871,2022-05-21T00:00:00.000Z,THA622,VTBS,RJBB,HS-TKL,206561.0,41199.0,34911.0,600.0,,,41100.0,,205042.0,1705,40800.0,25.0,15.0,3.0,17.0,35.0,41.0,0.0,1716,2209,0453,2214,6200.0,34400.0,0509,43424,40295,634.0,466.0
1870,2022-05-21T00:00:00.000Z,THA920,VTBS,EDDF,HS-TKX,227987.0,110811.0,102224.0,600.0,,,111000.0,,228253.0,1652,111000.0,25.0,,,,,,,1703,0442,1139,0452,8100.0,103400.0,1200,40500,44409,900.0,413.0
1869,2022-05-21T00:00:00.000Z,THA642,VTBS,RJAA,HS-THL,170365.0,37378.0,30245.0,400.0,,,37100.0,167500.0,167732.0,1650,36900.0,26.4,,,,,,,1706,2235,0529,2241,7300.0,29450.0,0551,37995,44416,40.0,28.0
1868,2022-05-21T00:00:00.000Z,THA326,VOBL,VTBS,HS-THH,180000.0,24857.0,19371.0,475.0,,,24600.0,,174552.0,1902,24500.0,30.8,10.0,134.0,98.0,,,4.0,1917,2229,0312,2236,6600.0,17600.0,0334,43946,37139,52.0,44.0
1873,2022-05-21T00:00:00.000Z,THA910,VTBS,EGLL,HS-TTC,226900.0,118828.0,108233.0,600.0,,,118500.0,,225998.0,1806,118500.0,25.0,2.0,39.0,131.0,53.0,41.0,3.0,1825,0659,1234,0705,11000.0,108300.0,1259,33818,43966,1000.0,396.0
1866,2022-05-21T00:00:00.000Z,THA950,VTBS,EKCH,HS-TKK,222000.0,110038.0,102403.0,600.0,,,110400.0,221575.0,221540.0,1828,110200.0,25.0,13.0,9.0,37.0,93.0,76.0,0.0,1844,0632,1148,0650,8300.0,102200.0,1222,33622,43414,873.0,404.0
1860,2022-05-21T00:00:00.000Z,THA921,EDDF,VTBS,HS-TKY,225300.0,90427.0,82743.0,600.0,,,90500.0,224390.0,224390.0,1254,90600.0,31.0,24.0,18.0,56.0,125.0,105.0,2.0,1312,2311,0959,2319,8900.0,82100.0,1025,37152,43483,960.0,484.0
