"id;""pers"";""duty"";""date"";""place"";""type"";""acRegistration"""
"1476;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1477;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"1478;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"1479;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"1480;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"1481;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"1482;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1483;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"1484;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"1485;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"1486;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1487;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"1488;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"1489;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"1490;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"1491;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"1492;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1493;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"1494;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"1495;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"1496;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1497;""TG39867"";""Test Engineer"";""2021-10-31"";""BKK"";""Flight Test"";""HS-TKW"""
"1498;""TG39867"";""Test Engineer"";""2021-10-30"";""BKK"";""Ground Test"";""HS-TKZ"""
"1499;""TG39867"";""Test Engineer"";""2021-10-07"";""DMK"";""Flight Test"";""HS-TKO"""
"1500;""TG39867"";""Pilot Flying"";""2021-09-23"";""BKK"";""Ferry Flight"";""HS-TKP"""
"1501;""TG39867"";""Test Engineer"";""2021-09-21"";""BKK"";""Ground Test"";""HS-TKY"""
"1502;""TG39867"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"1503;""TG39867"";""Test Engineer"";""2021-09-02"";""BKK"";""Flight Test"";""HS-TJW"""
"1504;""TG39867"";""Test Engineer"";""2021-09-21"";""BKK"";""Flight Test"";""HS-TKY"""
"1505;""TG39867"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1506;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"1507;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"1508;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"1509;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"1510;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"1511;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1512;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"1513;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"1514;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"1515;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1516;""TG42780"";""Test Engineer"";""2021-11-01"";""BKK"";""Flight Test"";""HS-THD"""
"1517;""TG38900"";""Test Pilot"";""2021-11-01"";""BKK"";""Flight Test"";""HS-THD"""
"1518;""TG39692"";""Test Engineer"";""2021-10-29"";""DMK"";""Ground Test"";""HS-TQA"""
"1519;""TG39692"";""Test Engineer"";""2021-09-30"";""DMK"";""Ground Test"";""HS-TKO"""
"1520;""TG39692"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"1521;""TG39692"";""Test Engineer"";""2021-07-15"";""VTBS"";""Ground Test"";""HS-TQF"""
"1522;""TG39692"";""Test Pilot"";""2021-07-08"";""VTBD"";""Flight Test"";""HS-TKM"""
"1523;""TG39692"";""Test Pilot"";""2021-07-04"";""VTBS"";""Flight Test"";""HS-TQD"""
"1524;""TG39692"";""Pilot Flying"";""2021-06-15"";""VTBS"";""Ferry Flight"";""HS-TQE"""
"1525;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"1526;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"1527;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"1528;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"1529;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"1530;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"1531;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1532;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1533;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1534;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1535;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1536;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1537;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1538;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1539;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1540;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1541;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1542;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1543;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1544;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1545;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1546;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1547;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1548;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1549;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1550;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1551;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1552;""TG28368"";""Test Pilot"";""2021-02-01"";""BKK"";""Ground Test"";""HS-THC"""
"1553;""TG28368"";""Test Pilot"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"1554;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1555;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1556;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1557;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1558;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1559;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1560;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1561;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"1562;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"1563;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"1564;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"1565;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"1566;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"1567;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"1568;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1569;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"1570;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"1571;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"1572;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1573;""TG37252"";""Test Pilot"";""2021-10-18"";""DMK"";""Flight Test"";""HS-THF"""
"1574;""TG37252"";""Test Pilot"";""2021-10-12"";""DMK"";""Ground Test"";""HS-THF"""
"1575;""TG37252"";""Test Pilot"";""2021-03-18"";""BKK"";""Ground Test"";""HS-THG"""
"1576;""TG37252"";""Test Pilot"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"1577;""TG37252"";""Test Pilot"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"1578;""TG37252"";""Test Pilot"";""2021-10-18"";""DMK"";""Flight Test"";""HS-THF"""
"1579;""TG37252"";""Test Pilot"";""2021-10-12"";""DMK"";""Ground Test"";""HS-THF"""
"1580;""TG37252"";""Test Pilot"";""2021-03-18"";""BKK"";""Ground Test"";""HS-THG"""
"1581;""TG37252"";""Test Pilot"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"1582;""TG37252"";""Test Pilot"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"1583;""TG39151"";""Test Engineer"";""2021-08-05"";""BKK"";""Ground Test"";""HS-TQA"""
"1584;""TG39151"";""Test Engineer"";""2021-08-20"";""DMK-BKK"";""Flight Test"";""HS-TKN"""
"1585;""TG39151"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"1586;""TG39151"";""Test Pilot"";""2021-06-21"";""BKK-BKK"";""Flight Test"";""HS-TQC"""
"1587;""TG39151"";""Pilot Flying"";""2021-06-17"";""DMK-BKK"";""Ferry Flight"";""HS-TQC"""
"1588;""TG39151"";""Test Pilot"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1589;""TG39151"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"1590;""TG39151"";""Pilot Not Flying"";""2021-05-14"";""BKK-DMK"";""Ferry Flight"";""HS-TQC"""
"1591;""TG39151"";""Pilot Flying"";""2021-03-01"";""BKK-DMK"";""Ferry Flight"";""HS-TKK"""
"1592;""TG39151"";""Test Engineer"";""2020-12-08"";""BKK"";""Ground Test"";""HS-TJS"""
"1593;""TG39867"";""Pilot Flying"";""2021-11-07"";""BKK"";""Ferry Flight"";""HS-TKZ"""
"1594;""TG39867"";""Test Engineer"";""2021-10-31"";""BKK"";""Flight Test"";""HS-TKW"""
"1595;""TG39867"";""Test Engineer"";""2021-10-30"";""BKK"";""Ground Test"";""HS-TKZ"""
"1596;""TG39867"";""Test Engineer"";""2021-10-07"";""DMK"";""Flight Test"";""HS-TKO"""
"1597;""TG39867"";""Pilot Flying"";""2021-09-23"";""BKK"";""Ferry Flight"";""HS-TKP"""
"1598;""TG39867"";""Test Engineer"";""2021-09-21"";""BKK"";""Ground Test"";""HS-TKY"""
"1599;""TG39867"";""Test Engineer"";""2021-09-02"";""BKK"";""Ground Test"";""HS-TJW"""
"1600;""TG39867"";""Test Engineer"";""2021-09-02"";""BKK"";""Flight Test"";""HS-TJW"""
"1601;""TG39867"";""Test Engineer"";""2021-09-21"";""BKK"";""Flight Test"";""HS-TKY"""
"1602;""TG39867"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1603;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Flight Test"";""HS-TQA"""
"1604;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Ferry Flight"";""HS-TKZ"""
"1605;""TG42579"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"1606;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"1607;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"1608;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"1609;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"1610;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"1611;""TG39689"";""Pilot Not Flying"";""2021-04-27"";""BKK-DMK"";""Ferry Flight"";""HS-TKM"""
"1612;""TG41941"";""Test Engineer"";""2021-09-21"";""VTBS "";""Flight Test"";""HS-TKY"""
"1613;""TG41941"";""Test Engineer"";""2021-09-21"";""VTBS"";""Ground Test"";""HS-TKY"""
"1614;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"1615;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"1616;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"1617;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"1618;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1619;""TG39692"";""Test Engineer"";""2021-10-29"";""DMK"";""Ground Test"";""HS-TQA"""
"1620;""TG39692"";""Test Engineer"";""2021-09-30"";""DMK"";""Ground Test"";""HS-TKO"""
"1621;""TG39692"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"1622;""TG39692"";""Test Engineer"";""2021-07-15"";""VTBS"";""Ground Test"";""HS-TQF"""
"1623;""TG39692"";""Test Pilot"";""2021-07-08"";""VTBD"";""Flight Test"";""HS-TKM"""
"1624;""TG39692"";""Test Pilot"";""2021-07-04"";""VTBS"";""Flight Test"";""HS-TQD"""
"1625;""TG39692"";""Pilot Flying"";""2021-06-15"";""VTBS"";""Ferry Flight"";""HS-TQE"""
"1626;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"1627;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"1628;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"1629;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"1630;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"1631;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"1632;""TG37252"";""Test Pilot"";""2021-10-18"";""DMK"";""Flight Test"";""HS-THF"""
"1633;""TG37252"";""Test Pilot"";""2021-10-12"";""DMK"";""Ground Test"";""HS-THF"""
"1634;""TG37252"";""Test Pilot"";""2021-03-18"";""BKK"";""Ground Test"";""HS-THG"""
"1635;""TG37252"";""Test Pilot"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"1636;""TG37252"";""Test Pilot"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"1637;""TG42780"";""Test Engineer"";""2021-11-01"";""BKK"";""Flight Test"";""HS-THD"""
"1638;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"1639;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"1640;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"1641;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"1642;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1643;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1644;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1645;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1646;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1647;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1648;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1649;""TG42319"";""Test Engineer"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"1650;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1651;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1652;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1653;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1654;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1655;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1656;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1657;""TG42780"";""Test Engineer"";""2021-11-01"";""BKK"";""Flight Test"";""HS-THD"""
"1658;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"1659;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"1660;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"1661;""TG41941"";""Test Engineer"";""2021-09-21"";""VTBS "";""Flight Test"";""HS-TKY"""
"1662;""TG41941"";""Test Engineer"";""2021-09-21"";""VTBS"";""Ground Test"";""HS-TKY"""
"1663;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"1664;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"1665;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"1666;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"1667;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1668;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Flight Test"";""HS-TQA"""
"1669;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Ferry Flight"";""HS-TKZ"""
"1670;""TG42579"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"1671;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"1672;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"1673;""TG41941"";""Test Engineer"";""2021-09-21"";""VTBS "";""Flight Test"";""HS-TKY"""
"1674;""TG41941"";""Test Engineer"";""2021-09-21"";""VTBS"";""Ground Test"";""HS-TKY"""
"1675;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"1676;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"1677;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"1678;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"1679;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1680;""TG42319"";""Test Engineer"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"1681;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"1682;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"1683;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"1684;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Flight Test"";""HS-TQA"""
"1685;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Ferry Flight"";""HS-TKZ"""
"1686;""TG42579"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"1687;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"1688;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"1689;""TG42579"";""Test Engineer"";""2021-11-12"";""DMK"";""Ground Test"";""HS-TKP"""
"1690;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Flight Test"";""HS-TQA"""
"1691;""TG42579"";""Test Engineer"";""2021-11-07"";""VTBS"";""Ferry Flight"";""HS-TKZ"""
"1692;""TG42579"";""Test Engineer"";""2021-08-11"";""DMK"";""Ground Test"";""HS-TQF"""
"1693;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"1694;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"1695;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"1696;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"1697;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"1698;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"1699;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"1700;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1701;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"1702;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"1703;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"1704;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1705;""TG42597"";""Test Engineer"";""2021-10-14"";""VTBS"";""Flight Test"";""HS-TKL"""
"1706;""TG42597"";""Pilot Not Flying"";""2021-09-23"";""VTBS"";""Ferry Flight"";""HS-TKP"""
"1707;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"1708;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"1709;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"1710;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"1711;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"1712;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"1713;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"1714;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"1715;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"1716;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"1717;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"1718;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"1719;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"1720;""TG43256"";""Test Engineer"";""2021-07-08"";""VTBS"";""Flight Test"";""HS-TKM"""
"1721;""TG43256"";""Test Engineer"";""2021-10-31"";""VTBS"";""Flight Test"";""HS-TKW"""
"1722;""TG43256"";""Test Engineer"";""2021-10-28"";""VTBD"";""Ground Test"";""HS-TQA"""
"1723;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"1724;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"1725;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"1726;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"1727;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"1728;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"1729;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"1730;""TG39867"";""Pilot Flying"";""2021-11-20"";""BKK"";""Ferry Flight"";""HS-TKZ"""
"1731;""TG39867"";""Pilot Flying"";""2021-11-07"";""BKK"";""Ferry Flight"";""HS-TKZ"""
