"id;""pers"";""duty"";""date"";""place"";""type"";""acRegistration"""
"674;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"675;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"676;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"677;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"678;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"679;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"680;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"681;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"682;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"683;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"684;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"685;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"686;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"687;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"688;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"689;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"690;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"691;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"692;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"693;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"694;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"695;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"696;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"697;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"698;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"699;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"700;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"701;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"702;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"703;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"704;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"705;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"706;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"707;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"708;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"709;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"710;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"711;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"712;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"713;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"714;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"715;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"716;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"717;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"718;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"719;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"720;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"721;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"722;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"723;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"724;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"725;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"726;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"727;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"728;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"729;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"730;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"731;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"732;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"733;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"734;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"735;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"736;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"737;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"738;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"739;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"740;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"741;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"742;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"743;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"744;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"745;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"746;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"747;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"748;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"749;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"750;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"751;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"752;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"753;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"754;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"755;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"756;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"757;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"758;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"759;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"760;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"761;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"762;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"763;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"764;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"765;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"766;""TG42780"";""Test Engineer"";""2021-06-24"";""BKK"";""Ground Test"";""HS-THM"""
"767;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"768;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"769;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"770;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"771;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"772;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"773;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"774;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"775;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"776;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"777;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"778;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"779;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"780;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"781;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"782;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"783;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"784;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"785;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"786;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"787;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"788;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"789;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"790;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"791;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"792;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"793;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"794;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"795;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"796;""TG39692"";""Pilot Flying"";""2021-06-15"";""VTBS"";""Ferry Flight"";""HS-TQE"""
"797;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"798;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"799;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"800;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"801;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"802;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"803;""TG39692"";""Pilot Flying"";""2021-06-15"";""VTBS"";""Ferry Flight"";""HS-TQE"""
"804;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"805;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"806;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"807;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"808;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"809;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"810;""TG39833"";""Test Engineer"";""2021-06-24"";""VTBS"";""Ground Test"";""HS-THM"""
"811;""TG39833"";""Test Engineer"";""2021-03-07"";""BKK"";""Ground Test"";""HS-THB"""
"812;""TG39833"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"813;""TG39833"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"814;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"815;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"816;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"817;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"818;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"819;""TG42780"";""Test Engineer"";""2021-06-24"";""BKK"";""Ground Test"";""HS-THM"""
"820;""TG42780"";""Test Engineer"";""2021-06-24"";""BKK"";""Ground Test"";""HS-THM"""
"821;""TG42780"";""Test Engineer"";""2021-06-24"";""BKK"";""Ground Test"";""HS-THM"""
"822;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"823;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"824;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"825;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"826;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"827;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"828;""TG42319"";""Test Engineer"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"829;""TG42319"";""Test Engineer"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"830;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"831;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"832;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"833;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"834;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"835;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"836;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"837;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"838;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"839;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"840;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"841;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"842;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"843;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"844;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"845;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"846;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"847;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"848;""TG39692"";""Test Pilot"";""2021-07-04"";""VTBS"";""Flight Test"";""HS-TQD"""
"849;""TG39692"";""Pilot Flying"";""2021-06-15"";""VTBS"";""Ferry Flight"";""HS-TQE"""
"850;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"851;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"852;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"853;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"854;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"855;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"856;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"857;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"858;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"859;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"860;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"861;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"862;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"863;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"864;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"865;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"866;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"867;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"868;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"869;""TG43319"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"870;""TG43319"";""Test Engineer"";""2021-01-07"";""VTBS"";""Ground Test"";""HS-TKM"""
"871;""TG39692"";""Test Pilot"";""2021-07-08"";""VTBD"";""Flight Test"";""HS-TKM"""
"872;""TG39692"";""Test Pilot"";""2021-07-04"";""VTBS"";""Flight Test"";""HS-TQD"""
"873;""TG39692"";""Pilot Flying"";""2021-06-15"";""VTBS"";""Ferry Flight"";""HS-TQE"""
"874;""TG39692"";""Test Engineer"";""2021-06-24"";""VTBD"";""Ground Test"";""HS-TQD"""
"875;""TG39692"";""Test Engineer"";""2021-06-12"";""VTBS"";""Ground Test"";""HS-TQE"""
"876;""TG39692"";""Test Engineer"";""2021-06-09"";""VTBD"";""Ground Test"";""HS-TQC"""
"877;""TG39692"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"878;""TG39692"";""Test Engineer"";""2021-03-03"";""VTBS"";""Ground Test"";""HS-TKP"""
"879;""TG39692"";""Test Engineer"";""2020-12-08"";""VTBS"";""Ground Test"";""HS-TJS"""
"880;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"881;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"882;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"883;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"884;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"885;""TG39151"";""Test Engineer"";""2021-07-06"";""DMK"";""Ground Test"";""HS-TKM"""
"886;""TG39151"";""Test Pilot"";""2021-06-21"";""BKK-BKK"";""Flight Test"";""HS-TQC"""
"887;""TG39151"";""Pilot Flying"";""2021-06-17"";""DMK-BKK"";""Ferry Flight"";""HS-TQC"""
"888;""TG39151"";""Test Pilot"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"889;""TG39151"";""Test Engineer"";""2021-05-03"";""BKK"";""Ground Test"";""HS-TQC"""
"890;""TG39151"";""Pilot Not Flying"";""2021-05-14"";""BKK-DMK"";""Ferry Flight"";""HS-TQC"""
"891;""TG39151"";""Pilot Flying"";""2021-03-01"";""BKK-DMK"";""Ferry Flight"";""HS-TKK"""
"892;""TG39151"";""Test Engineer"";""2020-12-08"";""BKK"";""Ground Test"";""HS-TJS"""
"893;""TG42319"";""Test Engineer"";""2021-02-27"";""BKK"";""Ground Test"";""HS-THF"""
"894;""TG41941"";""Pilot Flying"";""2021-04-23"";""BKK-DMK"";""Ferry Flight"";""HS-TKW"""
"895;""TG41941"";""Pilot Not Flying"";""2021-04-01"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKX"""
"896;""TG41941"";""Test Engineer"";""2021-02-23"";""VTBS"";""Ground Test"";""HS-TKK"""
"897;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Flight Test"";""HS-TJV"""
"898;""TG41941"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"899;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"900;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"901;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"902;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"903;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"904;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"905;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"906;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"907;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"908;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"909;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"910;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"911;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"912;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"913;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"914;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"915;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"916;""TG42597"";""Test Engineer"";""2021-05-05"";""VTBS"";""Ground Test"";""HS-TKX"""
"917;""TG42597"";""Pilot Flying"";""2021-04-27"";""VTBS-VTBD"";""Ferry Flight"";""HS-TKM"""
"918;""TG42597"";""Test Engineer"";""2021-04-12"";""VTBS"";""Ground Test"";""HS-TKW"""
"919;""TG42597"";""Test Engineer"";""2021-02-24"";""BKK"";""Ground Test"";""HS-TKO"""
"920;""TG42597"";""Test Engineer"";""2021-01-31"";""VTBS"";""Ground Test"";""HS-TJV"""
"921;""TG42579"";""Pilot Not Flying"";""2021-06-25"";""DMK SVB"";""Ferry Flight"";""HS-TKV"""
"922;""TG42579"";""Test Engineer"";""2021-07-04"";""SVB"";""Flight Test"";""HS-TQD"""
"923;""TG43256"";""Test Engineer"";""2021-07-15"";""BKK"";""Ground Test"";""HS-TQF"""
"924;""TG43256"";""Test Engineer"";""2021-06-12"";""BKK"";""Ground Test"";""HS-TQE"""
"925;""TG43256"";""Test Engineer"";""2021-06-09"";""DMK"";""Ground Test"";""HS-TQC"""
"926;""TG43256"";""Test Engineer"";""2021-05-24"";""BKK"";""Ground Test"";""HS-TQD"""
"927;""TG43256"";""Test Engineer"";""2021-03-22"";""VTBS"";""Ground Test"";""HS-TJW"""
"928;""TG43256"";""Test Engineer"";""2021-02-23"";""BKK"";""Ground Test"";""HS-TKK"""
"929;""TG43256"";""Test Engineer"";""2021-01-07"";""BKK"";""Ground Test"";""HS-TKM"""
"930;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
"931;""TG42652"";""Test Engineer"";""2021-03-18"";""VTBS"";""Ground Test"";""HS-THG"""
"932;""TG42652"";""Test Engineer"";""2021-02-06"";""VTBS"";""Ground Test"";""HS-THJ"""
"933;""TG42652"";""Test Engineer"";""2021-02-01"";""VTBS"";""Ground Test"";""HS-THC"""
"934;""TG42660"";""Test Engineer"";""2021-02-06"";""BKK"";""Ground Test"";""HS-THJ"""
