,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
372,HS-TKP,MNL,BKK,2021/12/25,THA624,29900,18700,2:47:00,30100,2021/12/25,11700,09:41:00,2021/12/25,06:44:00,2021/12/25,11400,09:48:00,2021/12/25,30100,06:54:00,Invalid,300,0:07:00,0:10:00,187475,B77W,3337,-2856,1287,2021/12/25,10:05:00,2021/12/25,07:05:00,1710,65,30035,20045,2:50:00,2021/12/25,9990,09:55:00,2021/12/25,06:55:00,2021/12/25,9990,09:55:00,2021/12/25,07:05:00,600,0,0:00:00,0:10:00,190331,2021/12/25,10:05:00,2021/12/25,06:55:00
374,HS-TKP,BKK,MNL,2021/12/25,THA625,25700,18700,2:50:00,25800,2021/12/25,7300,14:02:00,2021/12/25,11:01:00,2021/12/25,7100,14:09:00,2021/12/25,25600,11:12:00,200,200,0:07:00,0:11:00,181115,B77W,0,215,1321,2021/12/25,14:25:00,2021/12/25,11:26:00,1951,-42,25742,20393,2:57:00,2021/12/25,5349,14:23:00,2021/12/25,11:10:00,2021/12/25,5349,14:23:00,2021/12/25,11:26:00,600,0,0:00:00,0:16:00,180900,2021/12/25,14:25:00,2021/12/25,11:10:00
377,HS-TJS,NRT,BKK,2021/12/25,THA640,40500,30900,5:15:00,40200,2021/12/25,9300,21:20:00,2021/12/25,15:55:00,2021/12/25,9300,21:23:00,2021/12/25,40000,16:05:00,200,Invalid,0:03:00,0:10:00,160076,B772,0,376,2358,2021/12/25,21:20:00,2021/12/25,15:55:00,1277,111,40389,32366,5:07:00,2021/12/25,8023,21:02:00,2021/12/25,15:45:00,2021/12/25,8023,21:02:00,2021/12/25,15:55:00,400,0,0:00:00,0:10:00,159700,2021/12/25,21:20:00,2021/12/25,15:30:00
378,HS-TKM,NRT,BKK,2021/12/25,THA642,44300,33700,4:52:00,44100,2021/12/25,10500,21:58:00,2021/12/25,16:54:00,2021/12/25,10400,22:02:00,2021/12/25,43800,17:06:00,300,100,0:04:00,0:12:00,196684,B77W,0,-16,2361,2021/12/25,22:40:00,2021/12/25,17:05:00,1773,27,44273,35546,5:05:00,2021/12/25,8727,22:10:00,2021/12/25,16:55:00,2021/12/25,8727,22:10:00,2021/12/25,17:05:00,600,0,0:00:00,0:10:00,196700,2021/12/25,22:40:00,2021/12/25,16:55:00
379,HS-THM,BKK,NRT,2021/12/25,THA643,42200,36290,6:42:00,42100,2021/12/25,5940,09:33:00,2021/12/25,02:34:00,2021/12/25,5810,09:43:00,2021/12/25,41840,02:51:00,260,130,0:10:00,0:17:00,163511,A359,0,-189,3251,2021/12/25,10:05:00,2021/12/25,03:00:00,1053,-5,42105,37218,6:50:00,2021/12/25,4887,09:50:00,2021/12/25,02:45:00,2021/12/25,4887,09:50:00,2021/12/25,03:00:00,400,0,0:00:00,0:15:00,163700,2021/12/25,10:05:00,2021/12/25,02:45:00
380,HS-TQA,NGO,BKK,2021/12/25,THA644,26900,20600,4:37:00,26900,2021/12/25,Invalid,21:50:00,2021/12/25,17:01:00,2021/12/25,6400,21:55:00,2021/12/25,Invalid,17:13:00,Invalid,Invalid,0:05:00,0:12:00,134738,B788,0,-5552,2142,2021/12/25,22:30:00,2021/12/25,17:15:00,-5769,-677,27577,21808,4:34:00,2021/12/25,5769,21:49:00,2021/12/25,17:05:00,2021/12/25,5769,21:49:00,2021/12/25,17:15:00,300,0,0:00:00,0:10:00,140290,2021/12/25,22:30:00,2021/12/25,17:05:00
381,HS-THE,ICN,BKK,2021/12/25,THA656,28600,23470,4:20:00,28520,2021/12/25,5240,21:11:00,2021/12/25,16:37:00,2021/12/25,5050,21:21:00,2021/12/25,28120,16:51:00,400,190,0:10:00,0:14:00,164018,A359,0,-3882,2093,2021/12/25,21:55:00,2021/12/25,16:40:00,912,-229,28829,24501,4:26:00,2021/12/25,4328,21:06:00,2021/12/25,16:30:00,2021/12/25,4328,21:06:00,2021/12/25,16:40:00,400,0,0:00:00,0:10:00,167900,2021/12/25,21:55:00,2021/12/25,16:30:00
382,HS-TKL,BKK,ICN,2021/12/25,THA657,47400,39700,5:32:00,47400,2021/12/25,8000,07:24:00,2021/12/25,01:41:00,2021/12/25,7700,07:34:00,2021/12/25,47100,01:52:00,300,300,0:10:00,0:11:00,202405,B77W,0,-1688,2708,2021/12/25,07:45:00,2021/12/25,02:08:00,2281,-23,47423,41704,5:46:00,2021/12/25,5719,07:54:00,2021/12/25,01:50:00,2021/12/25,5719,07:54:00,2021/12/25,02:08:00,600,0,0:00:00,0:18:00,204093,2021/12/25,07:45:00,2021/12/25,01:50:00
384,HS-TJV,BKK,KIX,2021/12/25,THA673,42649,35900,6:04:00,42500,2021/12/25,6900,14:24:00,2021/12/25,08:00:00,2021/12/25,6600,14:32:00,2021/12/25,41800,08:20:00,700,300,0:08:00,0:20:00,157573,B772,0,-196,2852,2021/12/25,15:00:00,2021/12/25,08:40:00,1324,5,42644,37068,6:04:00,2021/12/25,5576,14:44:00,2021/12/25,08:25:00,2021/12/25,5576,14:44:00,2021/12/25,08:40:00,405,0,0:00:00,0:15:00,157769,2021/12/25,15:00:00,2021/12/25,08:25:00
385,HS-THM,BKK,CAN,2021/12/25,THA679,20000,14590,2:50:00,19880,2021/12/26,5350,04:30:00,2021/12/26,01:26:00,2021/12/26,5290,04:35:00,2021/12/26,19560,01:40:00,320,60,0:05:00,0:14:00,146298,A359,0,-702,1280,2021/12/25,23:55:00,2021/12/26,01:19:00,1053,239,19641,15344,2:49:00,2021/12/26,4297,04:08:00,2021/12/26,00:50:00,2021/12/26,4297,04:08:00,2021/12/26,01:19:00,725,0,0:00:00,0:29:00,147000,2021/12/25,23:55:00,2021/12/25,20:35:00
387,HS-TJV,KIX,BKK,2021/12/25,THA672,36700,29600,4:38:00,36500,2021/12/25,7200,06:33:00,2021/12/25,01:45:01,2021/12/25,6900,06:45:00,2021/12/25,36500,01:55:00,Invalid,300,0:12:00,0:09:59,177575,B772,0,575,2139,2021/12/25,06:45:00,2021/12/25,01:55:00,1271,77,36623,30694,4:38:00,2021/12/25,5929,06:33:00,2021/12/25,01:45:00,2021/12/25,5929,06:33:00,2021/12/25,01:55:00,400,0,0:00:00,0:10:00,177000,2021/12/25,06:45:00,2021/12/25,01:45:00
389,HS-THM,CAN,BKK,2021/12/25,THA678,34800,Invalid,2:16:00,34800,2021/12/25,Invalid,23:05:00,2021/12/25,20:30:00,2021/12/25,Invalid,23:19:00,2021/12/25,Invalid,20:49:00,Invalid,Invalid,0:14:00,0:19:00,173816,A359,0,-1184,1046,2021/12/25,18:55:00,2021/12/25,20:40:00,-19941,-71,34871,14930,2:22:00,2021/12/25,19941,23:02:00,2021/12/25,20:30:00,2021/12/25,19941,23:02:00,2021/12/25,20:40:00,400,0,0:00:00,0:10:00,175000,2021/12/25,18:55:00,2021/12/25,16:15:00
391,HS-TKV,LHR,BKK,2021/12/25,THA910,111200,100500,13:23:00,111000,2021/12/26,10600,07:09:00,2021/12/25,17:34:00,2021/12/26,10500,07:16:00,2021/12/25,110600,17:46:00,400,100,0:07:00,0:12:00,197617,B77W,490,-720,6341,2021/12/26,06:20:00,2021/12/25,17:25:00,1223,44,111156,101779,13:24:00,2021/12/26,9377,06:49:00,2021/12/25,17:15:00,2021/12/26,9377,06:49:00,2021/12/25,17:25:00,600,0,0:00:00,0:10:00,198337,2021/12/26,06:20:00,2021/12/25,17:15:00
393,HS-TKO,HKT,LHR,2021/12/25,THA919,85500,77400,10:50:00,85600,2021/12/25,8200,23:34:00,2021/12/25,12:25:01,2021/12/25,8200,23:37:00,2021/12/25,85100,12:44:00,500,Invalid,0:03:00,0:18:59,203616,B77W,500,-809,5037,2021/12/25,23:40:00,2021/12/25,12:08:00,982,-3,85603,78385,10:44:00,2021/12/25,7218,22:52:00,2021/12/25,12:25:00,2021/12/25,7218,22:52:00,2021/12/25,12:08:00,600,0,0:00:00,Invalid,204425,2021/12/25,23:40:00,2021/12/25,11:50:00
394,HS-TKX,BKK,FRA,2021/12/25,THA921,83000,74100,9:31:00,83000,2021/12/25,9300,22:41:00,2021/12/25,12:53:00,2021/12/25,8900,22:53:00,2021/12/25,82500,13:10:00,500,400,0:12:00,0:17:00,219620,B77W,500,-2380,4631,2021/12/25,23:25:00,2021/12/25,13:03:00,2071,80,82920,75691,9:52:00,2021/12/25,7229,22:55:00,2021/12/25,12:45:00,2021/12/25,7229,22:55:00,2021/12/25,13:03:00,600,0,0:00:00,0:18:00,222000,2021/12/25,23:25:00,2021/12/25,12:45:00
396,HS-TKW,HKT,BKK,2021/12/25,THA926,43000,9000,1:01:00,43000,2021/12/25,34400,14:41:00,2021/12/25,13:30:00,2021/12/25,34000,14:46:00,2021/12/25,42700,13:40:00,300,400,0:05:00,0:10:00,214230,B77W,0,-770,419,2021/12/25,15:05:00,2021/12/25,13:45:00,110,-817,43817,9527,1:03:00,2021/12/25,34290,14:48:00,2021/12/25,13:35:00,2021/12/25,34290,14:48:00,2021/12/25,13:45:00,600,0,0:00:00,0:10:00,215000,2021/12/25,15:05:00,2021/12/25,13:35:00
398,HS-TKW,BKK,HKT,2021/12/24,THA927,14300,Invalid,0:55:00,14300,2021/12/25,7300,02:17:00,2021/12/25,01:14:00,2021/12/25,7000,02:30:00,2021/12/25,Invalid,01:22:00,Invalid,300,0:13:00,0:08:00,197148,B77W,0,-352,443,2021/12/25,03:00:00,2021/12/25,01:40:00,1002,-628,14928,8630,1:05:00,2021/12/25,6298,02:45:00,2021/12/25,01:30:00,2021/12/25,6298,02:45:00,2021/12/25,01:40:00,600,0,0:00:00,0:10:00,197500,2021/12/25,03:00:00,2021/12/25,01:30:00
400,HS-THK,CDG,BKK,2021/12/25,THA930,83420,78960,13:19:00,83640,2021/12/26,5030,06:51:00,2021/12/25,17:05:01,2021/12/26,4680,07:06:00,2021/12/25,83020,17:32:00,620,350,0:15:00,0:26:59,168143,A359,500,-577,6244,2021/12/26,05:50:00,2021/12/25,17:15:00,-797,8,83632,77805,12:58:00,2021/12/26,5827,06:13:00,2021/12/25,17:05:00,2021/12/26,5827,06:13:00,2021/12/25,17:15:00,400,0,0:00:00,0:10:00,168720,2021/12/26,05:50:00,2021/12/25,17:05:00
401,HS-THD,BKK,BRU,2021/12/25,THA935,63000,57150,9:42:00,62960,2021/12/26,6060,00:46:00,2021/12/25,14:49:01,2021/12/26,5810,00:57:00,2021/12/25,63030,15:04:00,Invalid,250,0:11:00,0:14:59,176432,A359,0,-2168,4719,2021/12/26,01:30:00,2021/12/25,14:42:00,1226,-312,63312,58478,9:56:00,2021/12/26,4834,00:38:00,2021/12/25,14:30:00,2021/12/26,4834,00:38:00,2021/12/25,14:42:00,400,0,0:00:00,0:12:00,178600,2021/12/26,01:30:00,2021/12/25,14:30:00
402,HS-THK,BKK,HKT,2021/12/24,THA939,10400,Invalid,1:00:00,10400,2021/12/25,5010,01:35:00,2021/12/25,00:27:00,2021/12/25,4960,01:41:00,2021/12/25,Invalid,00:35:00,Invalid,50,0:06:00,0:08:00,152811,A359,0,11,439,2021/12/25,02:50:00,2021/12/25,01:30:00,614,-387,10787,6391,1:04:00,2021/12/25,4396,02:34:00,2021/12/25,01:20:00,2021/12/25,4396,02:34:00,2021/12/25,01:30:00,400,0,0:00:00,0:10:00,152800,2021/12/25,02:50:00,2021/12/25,01:20:00
404,HS-TKQ,CPH,BKK,2021/12/25,THA950,108600,99400,12:30:00,108500,2021/12/26,9600,06:58:00,2021/12/25,18:12:00,2021/12/26,9100,07:06:00,2021/12/25,108100,18:28:00,400,500,0:08:00,0:16:00,209774,B77W,0,-26,5977,2021/12/26,05:35:00,2021/12/25,18:00:00,837,87,108413,99650,12:35:00,2021/12/26,8763,06:35:00,2021/12/25,17:50:00,2021/12/26,8763,06:35:00,2021/12/25,18:00:00,600,0,0:00:00,0:10:00,209800,2021/12/26,05:35:00,2021/12/25,17:50:00
407,HS-TKP,BKK,HKT,2021/12/24,THA953,15500,Invalid,0:58:00,15500,2021/12/25,8100,02:28:00,2021/12/25,01:22:00,2021/12/25,7600,02:39:00,2021/12/25,Invalid,01:30:00,Invalid,500,0:11:00,0:08:00,218121,B77W,0,21,442,2021/12/25,02:55:00,2021/12/25,01:35:00,1325,-583,16083,9308,1:06:00,2021/12/25,6775,02:41:00,2021/12/25,01:25:00,2021/12/25,6775,02:41:00,2021/12/25,01:35:00,600,0,0:00:00,0:10:00,218100,2021/12/25,02:55:00,2021/12/25,01:25:00
409,HS-THN,HKT,ARN,2021/12/25,THA963,67800,60570,10:12:00,67770,2021/12/26,7340,00:34:00,2021/12/25,14:01:00,2021/12/26,7200,00:41:00,2021/12/25,67540,14:22:00,230,140,0:07:00,0:21:00,183194,A359,500,-2506,4919,2021/12/25,23:55:00,2021/12/25,12:45:00,1658,-314,68114,62432,10:19:00,2021/12/25,5682,23:04:00,2021/12/25,12:50:00,2021/12/25,5682,23:04:00,2021/12/25,12:45:00,400,0,0:00:00,Invalid,185700,2021/12/25,23:55:00,2021/12/25,12:30:00
410,HS-THC,HKT,ZRH,2021/12/25,THA973,62100,56970,9:56:00,62100,2021/12/25,5260,23:30:00,2021/12/25,13:22:00,2021/12/25,5130,23:35:00,2021/12/25,62120,13:34:00,Invalid,130,0:05:00,0:12:00,175860,A359,500,-2540,4639,2021/12/25,23:50:00,2021/12/25,13:35:00,-365,-270,62370,56745,9:44:00,2021/12/25,5625,23:19:00,2021/12/25,13:20:00,2021/12/25,5625,23:19:00,2021/12/25,13:35:00,400,0,0:00:00,0:15:00,178400,2021/12/25,23:50:00,2021/12/25,12:50:00
411,HS-TKN,SYD,HKT,2021/12/25,THA477,68900,59800,8:19:00,68800,2021/12/25,9400,20:05:00,2021/12/25,11:33:00,2021/12/25,9000,20:12:00,2021/12/25,68400,11:46:00,400,400,0:07:00,0:13:00,198529,B77W,0,-171,3953,2021/12/25,20:30:00,2021/12/25,12:00:00,412,-38,68838,59850,8:19:00,2021/12/25,8988,20:19:00,2021/12/25,11:50:00,2021/12/25,8988,20:19:00,2021/12/25,12:00:00,600,0,0:00:00,0:10:00,198700,2021/12/25,20:30:00,2021/12/25,11:50:00
412,HS-TKW,FRA,HKT,2021/12/25,THA926,105800,98400,12:39:00,105800,2021/12/26,7700,05:05:00,2021/12/25,16:14:00,2021/12/26,7400,05:14:00,2021/12/25,105500,16:26:00,300,300,0:09:00,0:12:00,208462,B77W,500,-2238,5990,2021/12/26,04:55:00,2021/12/25,16:45:00,-227,-383,106183,98256,12:35:00,2021/12/26,7927,05:20:00,2021/12/25,16:35:00,2021/12/26,7927,05:20:00,2021/12/25,16:45:00,600,0,0:00:00,0:10:00,210700,2021/12/26,04:55:00,2021/12/25,16:35:00
413,HS-TKN,DEL,BKK,2021/12/24,THA315,39900,28400,4:16:00,39800,2021/12/24,11900,17:11:00,2021/12/24,12:44:00,2021/12/24,11400,17:15:00,2021/12/24,39700,12:55:00,100,500,0:04:00,0:11:00,188284,B77W,952,-3016,1904,2021/12/24,17:30:00,2021/12/24,13:10:00,323,-279,40179,28602,4:07:00,2021/12/24,11577,17:17:00,2021/12/24,13:00:00,2021/12/24,11577,17:17:00,2021/12/24,13:10:00,600,0,0:00:00,0:10:00,191300,2021/12/24,17:30:00,2021/12/24,13:00:00
414,HS-TKN,BKK,DEL,2021/12/24,THA316,26400,19800,3:13:00,26600,2021/12/24,7300,21:46:00,2021/12/24,18:15:00,2021/12/24,6800,21:53:00,2021/12/24,25700,18:33:00,900,500,0:07:00,0:18:00,167562,B77W,0,-1938,1487,2021/12/24,22:45:00,2021/12/24,19:12:00,1345,90,26510,20555,3:17:00,2021/12/24,5955,22:29:00,2021/12/24,18:50:00,2021/12/24,5955,22:29:00,2021/12/24,19:12:00,726,0,0:00:00,0:22:00,169500,2021/12/24,22:45:00,2021/12/24,18:50:00
415,HS-TKO,SIN,BKK,2021/12/24,THA403,21200,13800,2:02:00,21200,2021/12/24,7700,03:16:00,2021/12/24,01:00:01,2021/12/24,7400,03:20:00,2021/12/24,20700,01:14:00,500,300,0:04:00,0:13:59,190648,B77W,0,-90,875,2021/12/24,03:15:00,2021/12/24,01:10:00,963,15,21185,14448,2:00:00,2021/12/24,6737,03:10:00,2021/12/24,01:00:00,2021/12/24,6737,03:10:00,2021/12/24,01:10:00,600,0,0:00:00,0:10:00,190738,2021/12/24,03:15:00,2021/12/24,01:00:00
417,HS-TKO,BKK,SIN,2021/12/24,THA404,19900,13900,1:54:00,19900,2021/12/24,6300,06:30:00,2021/12/24,04:20:00,2021/12/24,6000,06:39:00,2021/12/24,19600,04:36:00,300,300,0:09:00,0:16:00,208521,B77W,0,-2985,811,2021/12/24,06:45:00,2021/12/24,04:40:00,544,-95,19995,14239,1:52:00,2021/12/24,5756,06:32:00,2021/12/24,04:25:00,2021/12/24,5756,06:32:00,2021/12/24,04:40:00,600,0,0:00:00,0:15:00,211506,2021/12/24,06:45:00,2021/12/24,04:25:00
418,HS-THM,CGK,BKK,2021/12/24,THA433,36000,16170,2:59:00,35920,2021/12/24,19910,04:31:00,2021/12/24,01:20:01,2021/12/24,19750,04:38:00,2021/12/24,36050,01:32:00,Invalid,160,0:07:00,0:11:59,156584,A359,0,-2901,1350,2021/12/24,04:55:00,2021/12/24,01:30:00,445,-140,36140,16675,2:56:00,2021/12/24,19465,04:26:00,2021/12/24,01:20:00,2021/12/24,19465,04:26:00,2021/12/24,01:30:00,400,0,0:00:00,0:10:00,159485,2021/12/24,04:55:00,2021/12/24,01:20:00
419,HS-THM,BKK,CGK,2021/12/24,THA434,19700,14290,2:49:00,19480,2021/12/24,5400,08:59:00,2021/12/24,05:55:00,2021/12/24,5190,09:09:00,2021/12/24,19100,06:10:00,380,210,0:10:00,0:15:00,152335,A359,0,-1050,1303,2021/12/24,10:05:00,2021/12/24,06:55:00,1312,315,19165,15077,2:51:00,2021/12/24,4088,09:46:00,2021/12/24,06:35:00,2021/12/24,4088,09:46:00,2021/12/24,06:55:00,500,0,0:00:00,0:20:00,153385,2021/12/24,10:05:00,2021/12/24,06:35:00
420,HS-TKV,SYD,BKK,2021/12/24,THA475,75000,64500,8:29:00,74800,2021/12/24,10600,10:18:00,2021/12/24,01:36:00,2021/12/24,10300,10:23:00,2021/12/24,74700,01:49:00,100,300,0:05:00,0:13:00,210442,B77W,0,-1558,4094,2021/12/24,10:20:00,2021/12/24,01:10:00,1428,-304,75304,66132,8:34:00,2021/12/24,9172,09:44:00,2021/12/24,01:00:00,2021/12/24,9172,09:44:00,2021/12/24,01:10:00,600,0,0:00:00,0:10:00,212000,2021/12/24,10:20:00,2021/12/24,01:00:00
421,HS-TKN,BKK,HKT,2021/12/23,THA478,14400,Invalid,1:03:00,14400,2021/12/24,6700,10:05:00,2021/12/24,08:51:00,2021/12/24,6300,10:14:00,2021/12/24,Invalid,09:02:00,Invalid,400,0:09:00,0:11:00,208626,B77W,0,225,462,2021/12/24,10:40:00,2021/12/24,09:20:00,982,-571,14971,9253,1:08:00,2021/12/24,5718,10:28:00,2021/12/24,09:10:00,2021/12/24,5718,10:28:00,2021/12/24,09:20:00,600,0,0:00:00,0:10:00,208401,2021/12/24,10:40:00,2021/12/24,09:10:00
423,HS-TKL,HKG,BKK,2021/12/24,THA600,24400,15900,2:01:00,24300,2021/12/24,8700,03:09:00,2021/12/24,00:59:00,2021/12/24,8400,03:14:00,2021/12/24,24100,01:08:00,200,300,0:05:00,0:09:00,219457,B77W,0,-43,908,2021/12/24,03:45:00,2021/12/24,01:10:00,595,-92,24492,16387,2:04:00,2021/12/24,8105,03:14:00,2021/12/24,01:00:00,2021/12/24,8105,03:14:00,2021/12/24,01:10:00,600,0,0:00:00,0:10:00,219500,2021/12/24,03:45:00,2021/12/24,01:00:00
426,HS-TKL,BKK,HKG,2021/12/24,THA601,23400,16500,2:25:00,23200,2021/12/24,7100,07:09:00,2021/12/24,04:31:00,2021/12/24,6700,07:21:00,2021/12/24,23000,04:44:00,200,400,0:12:00,0:13:00,187192,B77W,0,-8,1164,2021/12/24,07:25:00,2021/12/24,05:02:00,1664,0,23400,17964,2:35:00,2021/12/24,5436,07:37:00,2021/12/24,04:45:00,2021/12/24,5436,07:37:00,2021/12/24,05:02:00,600,0,0:00:00,0:17:00,187200,2021/12/24,07:25:00,2021/12/24,04:45:00
429,HS-TKM,KMG,BKK,2021/12/24,THA612,38900,14000,1:44:00,38700,2021/12/24,25100,18:19:00,2021/12/24,16:22:00,2021/12/24,24700,18:25:00,2021/12/24,38400,16:35:00,300,400,0:06:00,0:13:00,208062,B77W,0,-438,786,2021/12/24,18:10:00,2021/12/24,16:10:00,-379,-1200,40100,14621,1:47:00,2021/12/24,25479,17:57:00,2021/12/24,16:00:00,2021/12/24,25479,17:57:00,2021/12/24,16:10:00,600,0,0:00:00,0:10:00,208500,2021/12/24,18:10:00,2021/12/24,16:00:00
431,HS-TKM,BKK,KMG,2021/12/24,THA613,24493,14000,1:54:00,24100,2021/12/24,10500,23:19:00,2021/12/24,21:10:00,2021/12/24,10100,23:28:00,2021/12/24,23800,21:25:00,300,400,0:09:00,0:15:00,215011,B77W,0,511,902,2021/12/24,22:15:00,2021/12/24,20:21:00,3820,1364,22736,16056,2:03:00,2021/12/24,6680,22:24:00,2021/12/24,20:00:00,2021/12/24,6680,22:24:00,2021/12/24,20:21:00,693,0,0:00:00,0:21:00,214500,2021/12/24,22:15:00,2021/12/24,20:00:00
432,HS-TQA,MNL,BKK,2021/12/24,THA620,18700,Invalid,2:56:00,18700,2021/12/24,Invalid,03:54:00,2021/12/24,00:44:00,2021/12/24,Invalid,04:03:00,2021/12/24,Invalid,00:58:00,Invalid,Invalid,0:09:00,0:14:00,130442,B788,1329,-2558,1220,2021/12/24,03:55:00,2021/12/24,00:55:00,-5795,-36,18736,12941,2:44:00,2021/12/24,5795,03:39:00,2021/12/24,00:45:00,2021/12/24,5795,03:39:00,2021/12/24,00:55:00,300,0,0:00:00,0:10:00,133000,2021/12/24,03:55:00,2021/12/24,00:45:00
433,HS-TQA,BKK,MNL,2021/12/24,THA621,17596,12696,2:52:00,Invalid,2021/12/24,Invalid,08:12:00,2021/12/24,05:06:00,2021/12/24,4900,08:20:00,2021/12/24,Invalid,05:20:00,Invalid,Invalid,0:08:00,0:14:00,124334,B788,0,-1666,1311,2021/12/24,08:45:00,2021/12/24,05:26:00,-3587,207,17389,13802,2:56:00,2021/12/24,3587,08:22:00,2021/12/24,05:10:00,2021/12/24,3587,08:22:00,2021/12/24,05:26:00,336,0,0:00:00,0:16:00,126000,2021/12/24,08:45:00,2021/12/24,05:10:00
435,HS-TKK,KIX,BKK,2021/12/24,THA6221,38900,Invalid,0:00:00,38900,1000/01/01,Invalid,00:00:00,2021/12/24,17:12:00,1000/01/01,Invalid,00:00:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,0:00:00,Invalid,0,B77W,0,-202741,2131,2021/12/24,22:20:00,2021/12/24,17:40:00,-5690,224,38676,32986,4:37:00,2021/12/24,5690,22:17:00,2021/12/24,17:30:00,2021/12/24,5690,22:17:00,2021/12/24,17:40:00,600,0,0:00:00,0:10:00,202741,2021/12/24,22:20:00,2021/12/24,17:30:00
437,HS-THG,BKK,KIX,2021/12/24,THA623,35900,31720,5:57:00,35890,2021/12/24,4390,07:57:00,2021/12/24,01:46:00,2021/12/24,4170,08:08:00,2021/12/24,35540,02:00:00,350,220,0:11:00,0:14:00,162712,A359,0,-449,2807,2021/12/24,08:45:00,2021/12/24,02:15:00,37,10,35880,31527,5:55:00,2021/12/24,4353,08:10:00,2021/12/24,02:00:00,2021/12/24,4353,08:10:00,2021/12/24,02:15:00,400,0,0:00:00,0:15:00,163161,2021/12/24,08:45:00,2021/12/24,02:00:00
438,HS-THL,TPE,BKK,2021/12/24,THA632,23500,16390,2:57:00,23470,2021/12/24,7150,04:40:00,2021/12/24,01:29:00,2021/12/24,7080,04:45:00,2021/12/24,23210,01:43:00,260,70,0:05:00,0:14:00,163628,A359,0,0,1339,2021/12/24,04:45:00,2021/12/24,01:25:00,-218,-22,23522,16154,2:55:00,2021/12/24,7368,04:20:00,2021/12/24,01:15:00,2021/12/24,7368,04:20:00,2021/12/24,01:25:00,400,0,0:00:00,0:10:00,163628,2021/12/24,04:45:00,2021/12/24,01:15:00
440,HS-THL,BKK,TPE,2021/12/24,THA633,24800,19190,3:25:00,24680,2021/12/24,5730,10:02:00,2021/12/24,06:18:00,2021/12/24,5490,10:11:00,2021/12/24,24270,06:37:00,410,240,0:09:00,0:19:00,171956,A359,0,656,1642,2021/12/24,10:10:00,2021/12/24,06:38:00,1370,-25,24825,20465,3:30:00,2021/12/24,4360,10:08:00,2021/12/24,06:15:00,2021/12/24,4360,10:08:00,2021/12/24,06:38:00,575,0,0:00:00,0:23:00,171300,2021/12/24,10:10:00,2021/12/24,06:15:00
442,HS-THE,HKG,BKK,2021/12/24,THA638,17600,11810,2:04:00,17370,2021/12/24,5720,09:37:00,2021/12/24,07:20:00,2021/12/24,5560,09:45:00,2021/12/24,16930,07:33:00,440,160,0:08:00,0:13:00,169445,A359,0,-885,916,2021/12/24,09:45:00,2021/12/24,07:10:00,33,-56,17656,11969,2:02:00,2021/12/24,5687,09:12:00,2021/12/24,07:00:00,2021/12/24,5687,09:12:00,2021/12/24,07:10:00,400,0,0:00:00,0:10:00,170330,2021/12/24,09:45:00,2021/12/24,07:00:00
444,HS-THE,BKK,HKG,2021/12/24,THA639,18725,13360,2:30:00,18560,2021/12/24,5290,13:26:00,2021/12/24,10:46:00,2021/12/24,5200,13:31:00,2021/12/24,18300,10:56:00,260,90,0:05:00,0:10:00,165637,A359,0,-63,1149,2021/12/24,13:40:00,2021/12/24,11:12:00,997,75,18650,14357,2:31:00,2021/12/24,4293,13:43:00,2021/12/24,10:55:00,2021/12/24,4293,13:43:00,2021/12/24,11:12:00,425,0,0:00:00,0:17:00,165700,2021/12/24,13:40:00,2021/12/24,10:55:00
446,HS-THJ,BKK,NRT,2021/12/24,THA641,41500,35360,6:33:00,41610,2021/12/24,6500,07:15:00,2021/12/24,00:28:01,2021/12/24,6250,07:25:00,2021/12/24,41590,00:42:00,20,250,0:10:00,0:13:59,162317,A359,0,17,3237,2021/12/24,08:15:00,2021/12/24,01:00:00,1668,16,41484,36652,6:49:00,2021/12/24,4832,07:49:00,2021/12/24,00:45:00,2021/12/24,4832,07:49:00,2021/12/24,01:00:00,400,0,0:00:00,0:15:00,162300,2021/12/24,08:15:00,2021/12/24,00:45:00
