,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
2724,HS-THF,BKK,LHE,2022/04/19,THA346,28800,22830,3:50:00,28690,2022/04/19,6050,23:14:00,2022/04/19,19:02:00,2022/04/19,5860,23:24:00,2022/04/19,28280,19:24:00,410,190,0:10:00,0:22:00,190424,A359,0,5359,1810,2022/04/19,23:10:00,2022/04/19,19:00:00,1149,412,28278,23377,3:56:00,2022/04/19,4901,22:56:00,2022/04/19,18:40:00,2022/04/19,4901,22:56:00,2022/04/19,19:00:00,500,0,0:00:00,0:20:00,185065,2022/04/19,23:10:00,2022/04/19,18:40:00
2725,HS-TKX,BKK,LHR,2022/04/19,THA911,90600,82300,11:00:00,90800,2022/04/19,8800,22:53:00,2022/04/19,11:30:01,2022/04/19,8500,23:03:00,2022/04/19,90300,11:53:00,500,300,0:10:00,0:22:59,204706,B77W,0,1180,5373,2022/04/19,23:00:00,2022/04/19,11:47:00,2307,68,90532,84039,11:20:00,2022/04/19,6493,23:07:00,2022/04/19,11:30:00,2022/04/19,6493,23:07:00,2022/04/19,11:47:00,600,0,0:00:00,0:17:00,203526,2022/04/19,23:00:00,2022/04/19,11:30:00
2726,HS-THF,LHE,BKK,2022/04/19,THA345,53600,24550,4:20:00,53560,2022/04/19,29460,17:34:00,2022/04/19,13:05:00,2022/04/19,29010,17:40:00,2022/04/19,53520,13:14:00,40,450,0:06:00,0:09:00,157153,A359,0,53,2026,2022/04/19,17:30:00,2022/04/19,13:00:00,882,20,53540,24962,4:18:00,2022/04/19,28578,17:18:00,2022/04/19,12:50:00,2022/04/19,28578,17:18:00,2022/04/19,13:00:00,400,0,0:00:00,0:10:00,157100,2022/04/19,17:30:00,2022/04/19,12:50:00
2728,HS-TQE,MAA,BKK,2022/04/19,THA337,19700,Invalid,2:56:00,19700,2022/04/19,Invalid,18:11:00,2022/04/19,15:05:00,2022/04/19,Invalid,18:18:00,2022/04/19,Invalid,15:15:00,Invalid,Invalid,0:07:00,0:10:00,136780,B788,0,-234,1296,2022/04/19,18:31:00,2022/04/19,15:20:00,-5725,45,19655,13930,2:50:00,2022/04/19,5725,18:10:00,2022/04/19,15:10:00,2022/04/19,5725,18:10:00,2022/04/19,15:20:00,300,0,0:00:00,0:10:00,137014,2022/04/19,18:31:00,2022/04/19,15:10:00
2729,HS-TQE,BKK,MAA,2022/04/19,THA338,18900,13436,2:44:00,18900,2022/04/19,Invalid,22:16:00,2022/04/19,19:21:00,2022/04/19,5500,22:29:00,2022/04/19,Invalid,19:32:00,Invalid,Invalid,0:13:00,0:11:00,145557,B788,0,-4443,1309,2022/04/19,23:10:00,2022/04/19,19:56:00,-4374,-178,19078,14704,2:53:00,2022/04/19,4374,22:49:00,2022/04/19,19:40:00,2022/04/19,4374,22:49:00,2022/04/19,19:56:00,336,0,0:00:00,0:16:00,150000,2022/04/19,23:10:00,2022/04/19,19:40:00
2730,HS-TJT,NRT,BKK,2022/04/19,THA640,37500,30000,5:10:00,37400,2022/04/20,7600,01:05:00,2022/04/19,19:30:01,2022/04/20,7400,01:11:00,2022/04/19,37200,19:55:00,200,200,0:06:00,0:24:59,154851,B772,0,-8019,2454,2022/04/19,21:20:00,2022/04/19,19:40:00,2586,-377,37877,32863,5:20:00,2022/04/20,5014,01:00:00,2022/04/19,19:30:00,2022/04/20,5014,01:00:00,2022/04/19,19:40:00,400,0,0:00:00,0:10:00,162870,2022/04/19,21:20:00,2022/04/19,15:35:00
2731,HS-TQC,BLR,BKK,2022/04/19,THA325,21500,14600,3:15:00,21500,2022/04/19,Invalid,17:56:00,2022/04/19,14:30:00,2022/04/19,7000,18:01:00,2022/04/19,Invalid,14:41:00,Invalid,Invalid,0:05:00,0:11:00,136659,B788,0,-2231,1484,2022/04/19,17:55:00,2022/04/19,14:30:00,-5793,-126,21626,15833,3:12:00,2022/04/19,5793,17:42:00,2022/04/19,14:20:00,2022/04/19,5793,17:42:00,2022/04/19,14:30:00,300,0,0:00:00,0:10:00,138890,2022/04/19,17:55:00,2022/04/19,14:20:00
2732,HS-TQC,BKK,BLR,2022/04/19,THA326,20600,14600,3:06:00,20600,2022/04/19,Invalid,22:22:00,2022/04/19,19:02:00,2022/04/19,5900,22:30:00,2022/04/19,Invalid,19:16:00,Invalid,Invalid,0:08:00,0:14:00,148062,B788,0,-3528,1436,2022/04/19,22:55:00,2022/04/19,19:17:00,-4382,79,20521,16139,3:08:00,2022/04/19,4382,22:25:00,2022/04/19,19:00:00,2022/04/19,4382,22:25:00,2022/04/19,19:17:00,357,0,0:00:00,0:17:00,151590,2022/04/19,22:55:00,2022/04/19,19:00:00
2733,HS-TKP,FRA,BKK,2022/04/19,THA920,100400,92000,11:22:00,100300,2022/04/20,8600,04:13:00,2022/04/19,16:38:00,2022/04/20,8300,04:20:00,2022/04/19,100100,16:51:00,200,300,0:07:00,0:13:00,216141,B77W,0,105,5512,2022/04/20,04:15:00,2022/04/19,16:55:00,1005,-34,100334,92739,11:32:00,2022/04/20,7595,04:27:00,2022/04/19,16:45:00,2022/04/20,7595,04:27:00,2022/04/19,16:55:00,600,0,0:00:00,0:10:00,216036,2022/04/20,04:15:00,2022/04/19,16:45:00
2734,HS-TWA,CDG,BKK,2022/04/19,THA930,71600,65300,11:48:00,71600,2022/04/20,Invalid,05:18:00,2022/04/19,17:18:00,2022/04/20,6500,05:30:00,2022/04/19,Invalid,17:30:00,Invalid,Invalid,0:12:00,0:12:00,156331,B789,0,-755,5725,2022/04/20,05:10:00,2022/04/19,17:15:00,-6235,-198,71798,65563,11:50:00,2022/04/20,6235,05:05:00,2022/04/19,17:05:00,2022/04/20,6235,05:05:00,2022/04/19,17:15:00,300,0,0:00:00,0:10:00,157086,2022/04/20,05:10:00,2022/04/19,17:05:00
2735,HS-TKL,BKK,DEL,2022/04/19,THA332,28400,22400,3:21:00,28500,2022/04/20,6400,02:04:00,2022/04/19,22:22:00,2022/04/20,6100,02:09:00,2022/04/19,27700,22:43:00,800,300,0:05:00,0:21:00,186645,B77W,0,-1255,1562,2022/04/20,02:15:00,2022/04/19,22:08:00,1018,43,28457,23075,3:26:00,2022/04/20,5382,01:34:00,2022/04/19,21:50:00,2022/04/20,5382,01:34:00,2022/04/19,22:08:00,600,0,0:00:00,0:18:00,187900,2022/04/20,02:15:00,2022/04/19,21:50:00
2736,HS-TKY,LHR,BKK,2022/04/19,THA910,113600,102600,12:01:00,113500,2022/04/20,11000,06:22:00,2022/04/19,18:05:00,2022/04/20,10900,06:26:00,2022/04/19,113000,18:21:00,500,100,0:04:00,0:16:00,223098,B77W,545,-2902,5867,2022/04/20,06:15:00,2022/04/19,18:05:00,711,-1222,114822,104533,12:13:00,2022/04/20,10289,06:18:00,2022/04/19,17:55:00,2022/04/20,10289,06:18:00,2022/04/19,18:05:00,600,0,0:00:00,0:10:00,226000,2022/04/20,06:15:00,2022/04/19,17:55:00
2737,HS-TKL,DEL,BKK,2022/04/19,THA331,42000,30100,3:43:00,41500,2022/04/19,12000,21:16:00,2022/04/19,17:22:00,2022/04/19,11400,21:27:00,2022/04/19,41300,17:33:00,200,600,0:11:00,0:11:00,226664,B77W,1078,2153,1746,2022/04/19,20:45:00,2022/04/19,16:25:00,-189,175,41825,29636,3:47:00,2022/04/19,12189,20:12:00,2022/04/19,16:15:00,2022/04/19,12189,20:12:00,2022/04/19,16:25:00,600,0,0:00:00,0:10:00,224511,2022/04/19,20:45:00,2022/04/19,16:15:00
2738,HS-TKK,ICN,BKK,2022/04/19,THA656,40300,33600,4:37:00,40100,2022/04/20,7100,00:35:00,2022/04/19,19:43:00,2022/04/20,6500,00:42:00,2022/04/19,38600,19:58:00,1500,600,0:07:00,0:15:00,203934,B77W,0,-350,2177,2022/04/19,21:55:00,2022/04/19,19:10:00,385,-17,40317,33602,4:41:00,2022/04/19,6715,23:51:00,2022/04/19,19:00:00,2022/04/19,6715,23:51:00,2022/04/19,19:10:00,600,0,0:00:00,0:10:00,204284,2022/04/19,21:55:00,2022/04/19,16:30:00
2739,HS-TKW,ZRH,BKK,2022/04/19,THA970,94900,87000,11:17:00,94700,2022/04/20,7800,05:53:00,2022/04/19,18:20:00,2022/04/20,7700,05:57:00,2022/04/19,94500,18:36:00,200,100,0:04:00,0:16:00,206984,B77W,0,-3016,5488,2022/04/20,05:50:00,2022/04/19,18:15:00,1015,-681,95581,88796,11:28:00,2022/04/20,6785,05:43:00,2022/04/19,18:05:00,2022/04/20,6785,05:43:00,2022/04/19,18:15:00,600,0,0:00:00,0:10:00,210000,2022/04/20,05:50:00,2022/04/19,18:05:00
2740,HS-THC,NRT,BKK,2022/04/19,THA642,32800,27260,5:06:00,32520,2022/04/20,5370,00:04:00,2022/04/19,18:42:00,2022/04/20,5260,00:10:00,2022/04/19,32270,18:58:00,250,110,0:06:00,0:16:00,161366,A359,0,-4374,2464,2022/04/19,23:10:00,2022/04/19,18:25:00,996,-421,33221,28847,5:15:00,2022/04/19,4374,23:40:00,2022/04/19,18:15:00,2022/04/19,4374,23:40:00,2022/04/19,18:25:00,400,0,0:00:00,0:10:00,165740,2022/04/19,23:10:00,2022/04/19,16:50:00
2741,HS-THE,NGO,BKK,2022/04/19,THA644,33700,26940,4:53:00,33590,2022/04/19,6850,22:20:00,2022/04/19,17:14:00,2022/04/19,6650,22:26:00,2022/04/19,33530,17:27:00,60,200,0:06:00,0:13:00,172390,A359,0,4555,2268,2022/04/19,23:00:00,2022/04/19,17:15:00,160,359,33231,26541,4:48:00,2022/04/19,6690,22:03:00,2022/04/19,17:05:00,2022/04/19,6690,22:03:00,2022/04/19,17:15:00,400,0,0:00:00,0:10:00,167835,2022/04/19,23:00:00,2022/04/19,17:05:00
2742,HS-THD,CPH,HKT,2022/04/19,THA952,75100,68610,11:25:00,75090,2022/04/20,6550,04:35:00,2022/04/19,17:01:00,2022/04/20,6480,04:40:00,2022/04/19,74780,17:10:00,310,70,0:05:00,0:09:00,171012,A359,0,-388,5574,2022/04/20,05:40:00,2022/04/19,17:25:00,1746,16,75074,70270,11:39:00,2022/04/20,4804,05:04:00,2022/04/19,17:15:00,2022/04/20,4804,05:04:00,2022/04/19,17:25:00,400,0,0:00:00,0:10:00,171400,2022/04/20,05:40:00,2022/04/19,17:15:00
2743,HS-THB,BRU,BKK,2022/04/19,THA934,78300,71070,11:37:00,78220,2022/04/20,7270,05:54:00,2022/04/19,18:00:00,2022/04/20,7150,06:00:00,2022/04/19,77650,18:17:00,570,120,0:06:00,0:17:00,173098,A359,0,-76,5640,2022/04/20,05:40:00,2022/04/19,17:40:00,1318,29,78271,72319,11:36:00,2022/04/20,5952,05:16:00,2022/04/19,17:30:00,2022/04/20,5952,05:16:00,2022/04/19,17:40:00,400,0,0:00:00,0:10:00,173174,2022/04/20,05:40:00,2022/04/19,17:30:00
2744,HS-TKO,KIX,BKK,2022/04/19,THA622,38113,32100,4:41:00,38100,2022/04/19,6200,23:22:00,2022/04/19,18:30:01,2022/04/19,6000,23:26:00,2022/04/19,37800,18:41:00,300,200,0:04:00,0:10:59,196257,B77W,0,157,2181,2022/04/19,22:30:00,2022/04/19,18:40:00,638,0,38113,32551,4:43:00,2022/04/19,5562,23:23:00,2022/04/19,18:30:00,2022/04/19,5562,23:23:00,2022/04/19,18:40:00,600,0,0:00:00,0:10:00,196100,2022/04/19,22:30:00,2022/04/19,16:59:00
2745,HS-THD,HKT,BKK,2022/04/19,THA952,49500,Invalid,1:01:00,49410,2022/04/19,42660,15:53:00,2022/04/19,14:37:01,2022/04/19,Invalid,15:59:00,2022/04/19,49090,14:52:00,320,Invalid,0:06:00,0:14:59,162054,A359,0,54,496,2022/04/19,15:45:00,2022/04/19,14:25:00,1660,28,49472,8472,1:11:00,2022/04/19,41000,15:36:00,2022/04/19,14:15:00,2022/04/19,41000,15:36:00,2022/04/19,14:25:00,400,0,0:00:00,0:10:00,162000,2022/04/19,15:45:00,2022/04/19,14:15:00
2746,HS-TKV,BKK,HKT,2022/04/17,THA927,15100,Invalid,1:07:00,15100,2022/04/18,8000,07:51:00,2022/04/18,06:36:00,2022/04/18,7700,07:59:00,2022/04/18,Invalid,06:44:00,Invalid,300,0:08:00,0:08:00,194915,B77W,0,215,472,2022/04/18,09:05:00,2022/04/18,07:45:00,1534,-555,15655,9189,1:09:00,2022/04/18,6466,08:54:00,2022/04/18,07:35:00,2022/04/18,6466,08:54:00,2022/04/18,07:45:00,600,0,0:00:00,0:10:00,194700,2022/04/18,09:05:00,2022/04/18,07:35:00
2747,HS-THF,BKK,HKG,2022/04/18,THA601,18400,13590,2:25:00,18260,2022/04/18,4860,07:17:00,2022/04/18,04:37:00,2022/04/18,4670,07:26:00,2022/04/18,17820,04:52:00,440,190,0:09:00,0:15:00,171031,A359,0,-269,1103,2022/04/18,07:25:00,2022/04/18,05:01:00,497,38,18362,13999,2:26:00,2022/04/18,4363,07:27:00,2022/04/18,04:45:00,2022/04/18,4363,07:27:00,2022/04/18,05:01:00,400,0,0:00:00,0:16:00,171300,2022/04/18,07:25:00,2022/04/18,04:45:00
2748,HS-THF,HKG,BKK,2022/04/18,THA600,17500,11740,2:05:00,17380,2022/04/18,5800,03:35:00,2022/04/18,01:15:01,2022/04/18,5640,03:42:00,2022/04/18,16980,01:30:00,400,160,0:07:00,0:14:59,163989,A359,0,1009,951,2022/04/18,03:45:00,2022/04/18,01:10:00,261,51,17449,11910,2:07:00,2022/04/18,5539,03:17:00,2022/04/18,01:00:00,2022/04/18,5539,03:17:00,2022/04/18,01:10:00,400,0,0:00:00,0:10:00,162980,2022/04/18,03:45:00,2022/04/18,01:00:00
2749,HS-THH,BKK,NGO,2022/04/18,THA645,36100,30480,5:45:00,36050,2022/04/18,5790,07:42:00,2022/04/18,01:45:00,2022/04/18,5570,07:52:00,2022/04/18,35790,01:57:00,260,220,0:10:00,0:12:00,163601,A359,0,-99,2737,2022/04/18,08:00:00,2022/04/18,02:14:00,1368,-1,36051,31629,5:48:00,2022/04/18,4422,08:02:00,2022/04/18,02:00:00,2022/04/18,4422,08:02:00,2022/04/18,02:14:00,400,0,0:00:00,0:14:00,163700,2022/04/18,08:00:00,2022/04/18,02:00:00
2750,HS-THJ,BKK,KIX,2022/04/18,THA623,36700,31250,5:37:00,36530,2022/04/18,5530,08:32:00,2022/04/18,02:44:00,2022/04/18,5280,08:44:00,2022/04/18,36380,02:55:00,150,250,0:12:00,0:11:00,175997,A359,0,-163,2655,2022/04/18,08:35:00,2022/04/18,03:00:00,937,129,36401,31808,5:36:00,2022/04/18,4593,08:36:00,2022/04/18,02:45:00,2022/04/18,4593,08:36:00,2022/04/18,03:00:00,400,0,0:00:00,0:15:00,176160,2022/04/18,08:35:00,2022/04/18,02:45:00
2751,HS-THG,MNL,BKK,2022/04/18,THA620,22900,16040,2:54:00,22830,2022/04/18,7060,03:29:00,2022/04/18,00:23:00,2022/04/18,6790,03:39:00,2022/04/18,22580,00:35:00,250,270,0:10:00,0:12:00,166139,A359,1595,-1461,1302,2022/04/18,03:45:00,2022/04/18,00:35:00,467,-26,22856,16263,2:53:00,2022/04/18,6593,03:28:00,2022/04/18,00:25:00,2022/04/18,6593,03:28:00,2022/04/18,00:35:00,400,0,0:00:00,0:10:00,167600,2022/04/18,03:45:00,2022/04/18,00:25:00
2752,HS-THG,BKK,MNL,2022/04/18,THA621,20200,14830,2:53:00,20100,2022/04/18,5400,08:04:00,2022/04/18,04:50:00,2022/04/18,5270,08:09:00,2022/04/18,19620,05:11:00,480,130,0:05:00,0:21:00,156893,A359,0,-207,1285,2022/04/18,08:25:00,2022/04/18,05:15:00,915,-40,20240,15755,2:57:00,2022/04/18,4485,08:12:00,2022/04/18,04:55:00,2022/04/18,4485,08:12:00,2022/04/18,05:15:00,500,0,0:00:00,0:20:00,157100,2022/04/18,08:25:00,2022/04/18,04:55:00
2753,HS-TQA,BKK,KUL,2022/04/18,THA416,13000,8136,1:41:00,13000,2022/04/18,Invalid,07:08:00,2022/04/18,05:17:00,2022/04/18,4900,07:16:00,2022/04/18,Invalid,05:27:00,Invalid,Invalid,0:08:00,0:10:00,145910,B788,0,-1690,729,2022/04/18,07:30:00,2022/04/18,05:36:00,-3819,265,12735,8916,1:40:00,2022/04/18,3819,07:16:00,2022/04/18,05:20:00,2022/04/18,3819,07:16:00,2022/04/18,05:36:00,336,0,0:00:00,0:16:00,147600,2022/04/18,07:30:00,2022/04/18,05:20:00
2754,HS-TQA,KUL,BKK,2022/04/18,THA415,12700,8300,1:47:00,12700,2022/04/18,Invalid,03:56:00,2022/04/18,01:58:00,2022/04/18,4500,04:05:00,2022/04/18,Invalid,02:09:00,Invalid,Invalid,0:09:00,0:11:00,135803,B788,0,-75,775,2022/04/18,04:15:00,2022/04/18,02:15:00,-3699,7,12693,8994,1:46:00,2022/04/18,3699,04:01:00,2022/04/18,02:05:00,2022/04/18,3699,04:01:00,2022/04/18,02:15:00,300,0,0:00:00,0:10:00,135878,2022/04/18,04:15:00,2022/04/18,02:05:00
2755,HS-TKY,SYD,BKK,2022/04/18,THA475,75000,65100,8:23:00,74900,2022/04/18,10000,10:10:00,2022/04/18,01:33:00,2022/04/18,9800,10:12:00,2022/04/18,74600,01:47:00,300,200,0:02:00,0:14:00,216657,B77W,0,207,4013,2022/04/18,10:30:00,2022/04/18,01:40:00,753,-354,75354,66107,8:24:00,2022/04/18,9247,10:04:00,2022/04/18,01:30:00,2022/04/18,9247,10:04:00,2022/04/18,01:40:00,600,0,0:00:00,0:10:00,216450,2022/04/18,10:30:00,2022/04/18,01:30:00
2756,HS-TJV,SIN,BKK,2022/04/18,THA403,18700,12300,2:04:00,18700,2022/04/18,6600,03:18:00,2022/04/18,01:03:00,2022/04/18,6400,03:22:00,2022/04/18,18500,01:14:00,200,200,0:04:00,0:11:00,167008,B772,0,-1077,807,2022/04/18,03:15:00,2022/04/18,01:10:00,406,293,18407,12213,1:51:00,2022/04/18,6194,03:01:00,2022/04/18,01:00:00,2022/04/18,6194,03:01:00,2022/04/18,01:10:00,400,0,0:00:00,0:10:00,168085,2022/04/18,03:15:00,2022/04/18,01:00:00
2757,HS-THK,BKK,CAN,2022/04/18,THA669,20500,14380,2:39:00,20560,2022/04/18,6220,10:58:00,2022/04/18,08:00:00,2022/04/18,6180,11:10:00,2022/04/18,20150,08:19:00,410,40,0:12:00,0:19:00,160503,A359,0,1503,1179,2022/04/18,10:45:00,2022/04/18,08:05:00,1699,1209,19291,14770,2:37:00,2022/04/18,4521,10:42:00,2022/04/18,07:45:00,2022/04/18,4521,10:42:00,2022/04/18,08:05:00,500,0,0:00:00,0:20:00,159000,2022/04/18,10:45:00,2022/04/18,07:45:00
2758,HS-TKQ,TPE,BKK,2022/04/18,THA632,32400,22300,3:05:00,32100,2022/04/18,10000,04:39:00,2022/04/18,01:15:00,2022/04/18,9800,04:43:00,2022/04/18,31300,01:34:00,800,200,0:04:00,0:19:00,196841,B77W,0,99,1415,2022/04/18,05:05:00,2022/04/18,01:35:00,177,44,32356,22533,3:06:00,2022/04/18,9823,04:41:00,2022/04/18,01:25:00,2022/04/18,9823,04:41:00,2022/04/18,01:35:00,600,0,0:00:00,0:10:00,196742,2022/04/18,05:05:00,2022/04/18,01:25:00
2759,HS-TKQ,BKK,TPE,2022/04/18,THA633,32200,25100,3:32:00,32200,2022/04/18,7400,10:09:00,2022/04/18,06:24:00,2022/04/18,7100,10:18:00,2022/04/18,31900,06:37:00,300,300,0:09:00,0:13:00,205309,B77W,0,102,1559,2022/04/18,10:15:00,2022/04/18,06:48:00,712,35,32165,25477,3:24:00,2022/04/18,6688,10:12:00,2022/04/18,06:30:00,2022/04/18,6688,10:12:00,2022/04/18,06:48:00,600,0,0:00:00,0:18:00,205207,2022/04/18,10:15:00,2022/04/18,06:30:00
2760,HS-TQE,HKT,BKK,2022/04/18,THA918,32000,5800,1:02:00,32000,2022/04/18,Invalid,03:09:00,2022/04/18,01:53:00,2022/04/18,26200,03:16:00,2022/04/18,Invalid,02:07:00,Invalid,Invalid,0:07:00,0:14:00,140348,B788,0,-1652,466,2022/04/18,03:20:00,2022/04/18,02:00:00,-28365,-3324,35324,6959,1:08:00,2022/04/18,28365,03:08:00,2022/04/18,01:50:00,2022/04/18,28365,03:08:00,2022/04/18,02:00:00,300,0,0:00:00,0:10:00,142000,2022/04/18,03:20:00,2022/04/18,01:50:00
2761,HS-TJV,BKK,SIN,2022/04/18,THA404,19032,12100,1:52:00,19100,2022/04/18,7200,06:27:00,2022/04/18,04:21:00,2022/04/18,7000,06:36:00,2022/04/18,18700,04:35:00,400,200,0:09:00,0:14:00,174014,B772,0,-782,852,2022/04/18,06:45:00,2022/04/18,04:41:00,1396,124,18908,13104,1:56:00,2022/04/18,5804,06:37:00,2022/04/18,04:25:00,2022/04/18,5804,06:37:00,2022/04/18,04:41:00,432,0,0:00:00,0:16:00,174796,2022/04/18,06:45:00,2022/04/18,04:25:00
2762,HS-THK,CAN,BKK,2022/04/18,THA668,35500,14660,2:24:00,35600,2022/04/18,21050,05:56:00,2022/04/18,03:19:00,2022/04/18,20940,06:06:00,2022/04/18,35410,03:32:00,190,110,0:10:00,0:13:00,176753,A359,0,1253,1106,2022/04/18,06:30:00,2022/04/18,03:50:00,1459,-43,35543,15952,2:31:00,2022/04/18,19591,06:21:00,2022/04/18,03:40:00,2022/04/18,19591,06:21:00,2022/04/18,03:50:00,400,0,0:00:00,0:10:00,175500,2022/04/18,06:30:00,2022/04/18,03:40:00
2763,HS-TJT,BKK,NRT,2022/04/18,THA641,46300,39500,6:25:00,46400,2022/04/18,7300,08:25:00,2022/04/18,01:48:00,2022/04/18,6900,08:32:00,2022/04/18,46000,02:00:00,400,400,0:07:00,0:12:00,163191,B772,0,91,3035,2022/04/18,08:20:00,2022/04/18,02:09:00,1703,45,46255,40658,6:31:00,2022/04/18,5597,08:40:00,2022/04/18,01:50:00,2022/04/18,5597,08:40:00,2022/04/18,02:09:00,513,0,0:00:00,0:19:00,163100,2022/04/18,08:20:00,2022/04/18,01:50:00
2764,HS-TKL,BKK,SYD,2022/04/18,THA476,70800,Invalid,8:49:00,Invalid,2022/04/18,6500,09:09:00,2022/04/17,23:57:00,2022/04/18,6200,09:20:00,2022/04/18,70000,00:20:00,Invalid,300,0:11:00,0:23:00,200737,B77W,0,-115,4232,2022/04/18,09:20:00,2022/04/18,00:16:00,-251,-82,70882,64131,8:55:00,2022/04/18,6751,09:11:00,2022/04/18,00:00:00,2022/04/18,6751,09:11:00,2022/04/18,00:16:00,600,0,0:00:00,0:16:00,200852,2022/04/18,09:20:00,2022/04/18,00:00:00
2765,HS-THC,BKK,NRT,2022/04/18,THA643,42075,38030,6:45:00,42020,2022/04/18,4170,09:56:00,2022/04/18,03:00:01,2022/04/18,3990,10:04:00,2022/04/18,41890,03:11:00,130,180,0:08:00,0:10:59,177752,A359,0,752,3037,2022/04/18,09:30:00,2022/04/18,03:19:00,-661,38,41982,37151,6:25:00,2022/04/18,4831,09:44:00,2022/04/18,03:00:00,2022/04/18,4831,09:44:00,2022/04/18,03:19:00,475,0,0:00:00,0:19:00,177000,2022/04/18,09:30:00,2022/04/18,03:00:00
2766,HS-TKM,BKK,ICN,2022/04/18,THA657,47300,39100,5:12:00,47300,2022/04/18,8400,06:43:00,2022/04/18,01:16:00,2022/04/18,8200,06:48:00,2022/04/18,47000,01:31:00,300,200,0:05:00,0:15:00,213899,B77W,0,-2071,2493,2022/04/18,07:10:00,2022/04/18,01:37:00,1643,-18,47318,40561,5:18:00,2022/04/18,6757,06:55:00,2022/04/18,01:20:00,2022/04/18,6757,06:55:00,2022/04/18,01:37:00,600,0,0:00:00,0:17:00,215970,2022/04/18,07:10:00,2022/04/18,01:20:00
2767,HS-TQC,BKK,DAC,2022/04/18,THA322,17200,11325,2:27:00,17200,2022/04/18,Invalid,10:27:00,2022/04/18,07:35:01,2022/04/18,6100,10:37:00,2022/04/18,Invalid,08:00:00,Invalid,Invalid,0:10:00,0:24:59,144268,B788,0,768,881,2022/04/18,10:00:00,2022/04/18,08:00:00,-3806,2670,14530,10724,1:59:00,2022/04/18,3806,09:59:00,2022/04/18,07:35:00,2022/04/18,3806,09:59:00,2022/04/18,08:00:00,525,0,0:00:00,0:25:00,143500,2022/04/18,10:00:00,2022/04/18,07:35:00
2768,HS-TQC,DAC,BKK,2022/04/18,THA321,27500,10100,2:14:00,27500,2022/04/18,Invalid,05:50:00,2022/04/18,03:24:00,2022/04/18,17400,06:00:00,2022/04/18,Invalid,03:36:00,Invalid,Invalid,0:10:00,0:12:00,127382,B788,2067,-618,929,2022/04/18,06:10:00,2022/04/18,03:45:00,-16897,-6,27506,10609,2:05:00,2022/04/18,16897,05:50:00,2022/04/18,03:35:00,2022/04/18,16897,05:50:00,2022/04/18,03:45:00,300,0,0:00:00,0:10:00,128000,2022/04/18,06:10:00,2022/04/18,03:35:00
2769,HS-THB,BKK,MEL,2022/04/18,THA466,58890,53120,9:00:00,58890,2022/04/18,5880,09:15:00,2022/04/18,00:00:01,2022/04/18,5770,09:23:00,2022/04/18,58700,00:15:00,190,110,0:08:00,0:14:59,176421,A359,0,-3633,4270,2022/04/18,09:30:00,2022/04/18,00:15:00,967,-622,59512,54599,8:53:00,2022/04/18,4913,09:08:00,2022/04/18,00:00:00,2022/04/18,4913,09:08:00,2022/04/18,00:15:00,400,0,0:00:00,0:15:00,180054,2022/04/18,09:30:00,2022/04/18,00:00:00
2770,HS-THE,BKK,CAN,2022/04/18,THA679,20500,14180,2:31:00,20540,2022/04/18,6430,16:11:00,2022/04/18,13:20:00,2022/04/18,6360,16:19:00,2022/04/18,19970,13:40:00,570,70,0:08:00,0:20:00,161080,A359,0,-1920,1187,2022/04/18,16:05:00,2022/04/18,13:25:00,1844,816,19684,15098,2:36:00,2022/04/18,4586,16:01:00,2022/04/18,13:05:00,2022/04/18,4586,16:01:00,2022/04/18,13:25:00,500,0,0:00:00,0:20:00,163000,2022/04/18,16:05:00,2022/04/18,13:05:00
2771,HS-THE,CAN,BKK,2022/04/18,THA678,36100,15160,2:24:00,36150,2022/04/18,21250,11:04:00,2022/04/18,08:30:00,2022/04/18,20990,11:18:00,2022/04/18,36070,08:40:00,80,260,0:14:00,0:10:00,178679,A359,0,0,1103,2022/04/18,11:50:00,2022/04/18,09:10:00,1266,42,36058,16074,2:30:00,2022/04/18,19984,11:40:00,2022/04/18,09:00:00,2022/04/18,19984,11:40:00,2022/04/18,09:10:00,400,0,0:00:00,0:10:00,178679,2022/04/18,11:50:00,2022/04/18,09:00:00
