,aircraft_registration,arr,dep,flight_date,flight_number,actual_block_fuel,actual_burn,actual_flt_time,actual_fob,actual_landing_date,actual_landing_fuel,actual_landing_time,actual_off_block_date,actual_off_block_time,actual_on_block_date,actual_on_block_fuel,actual_on_block_time,actual_takeoff_date,actual_takeoff_fuel,actual_takeoff_time,actual_taxi_fuel,actual_taxi_in_fuel,actual_taxi_in_time,actual_taxi_out_time,actual_zfw,aircraft_type,company_fuel,dev_zfw,esad,eta_date,eta_time,etd_date,etd_time,excess_fuel,extra_fuel,plan_block_fuel,plan_burn,plan_flt_time,plan_landing_date,plan_landing_fuel,plan_landing_time,plan_off_block_date,plan_off_block_time,plan_on_block_date,plan_on_block_fuel,plan_on_block_time,plan_takeoff_date,plan_takeoff_time,plan_taxi_fuel,plan_taxi_in_fuel,plan_taxi_in_time,plan_taxi_out_time,plan_zfw,sta_date,sta_time,std_date,std_time
115,HS-TQC,BKK,HKT,2022/05/28,THA919,10200,Invalid,1:09:00,10200,2022/05/29,Invalid,10:25:00,2022/05/29,09:01:00,2022/05/29,Invalid,10:32:00,2022/05/29,Invalid,09:16:00,Invalid,Invalid,0:07:00,0:15:00,129120,B788,0,-80,486,2022/05/29,11:05:00,2022/05/29,09:45:00,-4210,-213,10413,6203,1:11:00,2022/05/29,4210,10:56:00,2022/05/29,09:35:00,2022/05/29,4210,10:56:00,2022/05/29,09:45:00,300,0,0:00:00,0:10:00,129200,2022/05/29,11:05:00,2022/05/29,09:35:00
184,HS-TKV,BKK,HKT,2022/05/27,THA927,14900,Invalid,1:04:00,14900,2022/05/28,8200,07:47:00,2022/05/28,06:32:00,2022/05/28,7800,07:54:00,2022/05/28,Invalid,06:43:00,Invalid,400,0:07:00,0:11:00,190085,B77W,0,0,482,2022/05/28,08:55:00,2022/05/28,07:35:00,1790,-630,15530,9120,1:10:00,2022/05/28,6410,08:45:00,2022/05/28,07:25:00,2022/05/28,6410,08:45:00,2022/05/28,07:35:00,600,0,0:00:00,0:10:00,190085,2022/05/28,08:55:00,2022/05/28,07:25:00
185,HS-TKP,SIN,BKK,2022/05/28,THA403,21000,13500,1:52:00,21100,2022/05/28,7700,03:20:00,2022/05/28,01:10:00,2022/05/28,7600,03:26:00,2022/05/28,20400,01:28:00,700,100,0:06:00,0:18:00,205413,B77W,0,-3091,798,2022/05/28,03:15:00,2022/05/28,01:10:00,598,-11,21111,14009,1:50:00,2022/05/28,7102,03:00:00,2022/05/28,01:00:00,2022/05/28,7102,03:00:00,2022/05/28,01:10:00,600,0,0:00:00,0:10:00,208504,2022/05/28,03:15:00,2022/05/28,01:00:00
186,HS-TKY,BKK,SYD,2022/05/28,THA476,80100,70600,8:49:00,79900,2022/05/28,9600,09:22:00,2022/05/28,00:12:00,2022/05/28,9300,09:29:00,2022/05/28,79400,00:33:00,500,300,0:07:00,0:21:00,221076,B77W,0,76,4268,2022/05/28,09:20:00,2022/05/28,00:16:00,1848,327,79573,71821,8:57:00,2022/05/28,7752,09:13:00,2022/05/28,00:00:00,2022/05/28,7752,09:13:00,2022/05/28,00:16:00,600,0,0:00:00,0:16:00,221000,2022/05/28,09:20:00,2022/05/28,00:00:00
187,HS-TKO,BKK,HAN,2022/05/28,THA561,18300,10600,1:22:00,18300,2022/05/28,8200,05:25:00,2022/05/28,03:50:00,2022/05/28,7700,05:33:00,2022/05/28,17700,04:03:00,600,500,0:08:00,0:13:00,186930,B77W,0,-1070,639,2022/05/28,05:25:00,2022/05/28,03:45:00,1838,739,17561,11199,1:30:00,2022/05/28,6362,05:15:00,2022/05/28,03:35:00,2022/05/28,6362,05:15:00,2022/05/28,03:45:00,600,0,0:00:00,0:10:00,188000,2022/05/28,05:25:00,2022/05/28,03:35:00
188,HS-TKP,BKK,SIN,2022/05/28,THA404,22400,15000,1:55:00,22600,2022/05/28,8000,06:41:00,2022/05/28,04:27:00,2022/05/28,7600,06:50:00,2022/05/28,22100,04:46:00,500,400,0:09:00,0:19:00,217574,B77W,0,-426,867,2022/05/28,06:45:00,2022/05/28,04:41:00,1159,73,22327,15486,1:59:00,2022/05/28,6841,06:40:00,2022/05/28,04:25:00,2022/05/28,6841,06:40:00,2022/05/28,04:41:00,600,0,0:00:00,0:16:00,218000,2022/05/28,06:45:00,2022/05/28,04:25:00
189,HS-TKO,HAN,BKK,2022/05/28,THA560,29000,10300,1:30:00,28900,2022/05/28,18800,02:28:00,2022/05/28,00:48:00,2022/05/28,18600,02:33:00,2022/05/28,28600,00:58:00,300,200,0:05:00,0:10:00,177399,B77W,0,-3601,645,2022/05/28,02:35:00,2022/05/28,00:55:00,939,-517,29517,11656,1:32:00,2022/05/28,17861,02:27:00,2022/05/28,00:45:00,2022/05/28,17861,02:27:00,2022/05/28,00:55:00,600,0,0:00:00,0:10:00,181000,2022/05/28,02:35:00,2022/05/28,00:45:00
190,HS-THK,BKK,KUL,2022/05/28,THA416,15300,Invalid,1:45:00,15300,2022/05/28,5270,07:31:00,2022/05/28,05:31:00,2022/05/28,5150,07:39:00,2022/05/28,14760,05:46:00,Invalid,120,0:08:00,0:15:00,172871,A359,0,-3129,755,2022/05/28,07:30:00,2022/05/28,05:33:00,390,-76,15376,10496,1:43:00,2022/05/28,4880,07:16:00,2022/05/28,05:20:00,2022/05/28,4880,07:16:00,2022/05/28,05:33:00,400,0,0:00:00,0:13:00,176000,2022/05/28,07:30:00,2022/05/28,05:20:00
191,HS-THG,RGN,BKK,2022/05/28,THA303,17100,6000,1:00:00,17010,2022/05/28,10920,02:14:00,2022/05/28,01:03:00,2022/05/28,11010,02:18:00,2022/05/28,16580,01:14:00,430,Invalid,0:04:00,0:11:00,155929,A359,0,-1615,389,2022/05/28,02:15:00,2022/05/28,01:10:00,58,-44,17054,6192,0:57:00,2022/05/28,10862,02:07:00,2022/05/28,01:00:00,2022/05/28,10862,02:07:00,2022/05/28,01:10:00,400,0,0:00:00,0:10:00,157544,2022/05/28,02:15:00,2022/05/28,01:00:00
192,HS-THM,BKK,DAC,2022/05/28,THA322,19525,12440,2:07:00,19480,2022/05/28,7270,10:10:00,2022/05/28,07:48:00,2022/05/28,7040,10:20:00,2022/05/28,18960,08:03:00,520,230,0:10:00,0:15:00,176525,A359,0,3025,907,2022/05/28,10:00:00,2022/05/28,07:56:00,2451,2413,17067,12248,2:02:00,2022/05/28,4819,09:58:00,2022/05/28,07:35:00,2022/05/28,4819,09:58:00,2022/05/28,07:56:00,525,0,0:00:00,0:21:00,173500,2022/05/28,10:00:00,2022/05/28,07:35:00
193,HS-THK,KUL,BKK,2022/05/28,THA415,17800,10330,1:42:00,17830,2022/05/28,7790,03:57:00,2022/05/28,02:00:00,2022/05/28,7500,04:14:00,2022/05/28,17350,02:15:00,480,290,0:17:00,0:15:00,173850,A359,0,450,761,2022/05/28,04:15:00,2022/05/28,02:15:00,667,31,17769,10646,1:44:00,2022/05/28,7123,03:59:00,2022/05/28,02:05:00,2022/05/28,7123,03:59:00,2022/05/28,02:15:00,400,0,0:00:00,0:10:00,173400,2022/05/28,04:15:00,2022/05/28,02:05:00
194,HS-TJV,DPS,BKK,2022/05/28,THA431,57500,25700,3:44:00,57700,2022/05/28,32600,06:36:00,2022/05/28,02:35:01,2022/05/28,32000,06:39:00,2022/05/28,57000,02:52:00,700,600,0:03:00,0:16:59,171021,B772,0,521,1693,2022/05/28,06:55:00,2022/05/28,02:45:00,1438,-27,57527,26365,3:41:00,2022/05/28,31162,06:26:00,2022/05/28,02:35:00,2022/05/28,31162,06:26:00,2022/05/28,02:45:00,400,0,0:00:00,0:10:00,170500,2022/05/28,06:55:00,2022/05/28,02:35:00
195,HS-THG,BKK,RGN,2022/05/28,THA304,10800,5680,1:00:00,10810,2022/05/28,5210,04:26:00,2022/05/28,03:14:00,2022/05/28,5130,04:31:00,2022/05/28,10490,03:26:00,320,80,0:05:00,0:12:00,156591,A359,0,-3949,398,2022/05/28,04:45:00,2022/05/28,03:36:00,988,238,10562,6340,1:00:00,2022/05/28,4222,04:36:00,2022/05/28,03:20:00,2022/05/28,4222,04:36:00,2022/05/28,03:36:00,400,0,0:00:00,0:16:00,160540,2022/05/28,04:45:00,2022/05/28,03:20:00
196,HS-TJV,BKK,DPS,2022/05/28,THA432,31900,23500,3:48:00,31900,2022/05/28,8600,12:45:00,2022/05/28,08:48:00,2022/05/28,8400,12:56:00,2022/05/28,32100,08:57:00,Invalid,200,0:11:00,0:09:00,172139,B772,0,-361,1771,2022/05/28,13:05:00,2022/05/28,09:18:00,2752,1038,30862,25014,3:52:00,2022/05/28,5848,13:10:00,2022/05/28,08:55:00,2022/05/28,5848,13:10:00,2022/05/28,09:18:00,621,0,0:00:00,0:23:00,172500,2022/05/28,13:05:00,2022/05/28,08:55:00
197,HS-TTA,HKG,BKK,2022/05/28,THA600,24500,16000,2:15:00,24200,2022/05/28,8700,03:47:00,2022/05/28,01:15:00,2022/05/28,8200,03:55:00,2022/05/28,23700,01:32:00,500,500,0:08:00,0:17:00,204247,B77W,0,-53,1036,2022/05/28,03:45:00,2022/05/28,01:10:00,1055,19,24481,16836,2:19:00,2022/05/28,7645,03:29:00,2022/05/28,01:00:00,2022/05/28,7645,03:29:00,2022/05/28,01:10:00,600,0,0:00:00,0:10:00,204300,2022/05/28,03:45:00,2022/05/28,01:00:00
198,HS-TTA,BKK,HKG,2022/05/28,THA601,23300,15400,2:10:00,23300,2022/05/28,8300,07:19:00,2022/05/28,04:56:00,2022/05/28,7900,07:27:00,2022/05/28,23000,05:09:00,300,400,0:08:00,0:13:00,202156,B77W,0,-4844,1034,2022/05/28,07:25:00,2022/05/28,05:00:00,1768,-309,23609,17077,2:19:00,2022/05/28,6532,07:19:00,2022/05/28,04:45:00,2022/05/28,6532,07:19:00,2022/05/28,05:00:00,600,0,0:00:00,0:15:00,207000,2022/05/28,07:25:00,2022/05/28,04:45:00
199,HS-THM,DAC,BKK,2022/05/28,THA321,32400,12370,2:04:00,32190,2022/05/28,20040,06:06:00,2022/05/28,03:48:00,2022/05/28,19820,06:12:00,2022/05/28,32000,04:02:00,190,220,0:06:00,0:14:00,169739,A359,2581,-2261,898,2022/05/28,06:10:00,2022/05/28,03:45:00,92,-38,32438,12490,2:00:00,2022/05/28,19948,05:45:00,2022/05/28,03:35:00,2022/05/28,19948,05:45:00,2022/05/28,03:45:00,400,0,0:00:00,0:10:00,172000,2022/05/28,06:10:00,2022/05/28,03:35:00
200,HS-THL,MEL,BKK,2022/05/28,THA465,57500,48170,8:10:00,57310,2022/05/28,9180,10:03:00,2022/05/28,01:40:01,2022/05/28,9140,10:11:00,2022/05/28,57320,01:53:00,Invalid,40,0:08:00,0:12:59,179112,A359,0,112,3888,2022/05/28,10:30:00,2022/05/28,01:50:00,612,34,57276,48708,8:05:00,2022/05/28,8568,09:55:00,2022/05/28,01:40:00,2022/05/28,8568,09:55:00,2022/05/28,01:50:00,400,0,0:00:00,0:10:00,179000,2022/05/28,10:30:00,2022/05/28,01:40:00
201,HS-TKR,BKK,KIX,2022/05/28,THA623,45900,38600,5:11:00,45900,2022/05/28,7800,08:23:00,2022/05/28,02:58:00,2022/05/28,7300,08:31:00,2022/05/28,45300,03:12:00,600,500,0:08:00,0:14:00,210467,B77W,0,559,2498,2022/05/28,08:35:00,2022/05/28,03:01:00,1103,71,45829,39132,5:21:00,2022/05/28,6697,08:22:00,2022/05/28,02:45:00,2022/05/28,6697,08:22:00,2022/05/28,03:01:00,600,0,0:00:00,0:16:00,209908,2022/05/28,08:35:00,2022/05/28,02:45:00
202,HS-THC,BKK,NRT,2022/05/28,THA643,40125,33220,5:57:00,40170,2022/05/28,7330,08:55:00,2022/05/28,02:45:00,2022/05/28,6950,09:10:00,2022/05/28,40020,02:58:00,150,380,0:15:00,0:13:00,169494,A359,0,-406,2927,2022/05/28,09:30:00,2022/05/28,03:17:00,2266,16,40154,35090,6:10:00,2022/05/28,5064,09:27:00,2022/05/28,03:00:00,2022/05/28,5064,09:27:00,2022/05/28,03:17:00,425,0,0:00:00,0:17:00,169900,2022/05/28,09:30:00,2022/05/28,03:00:00
203,HS-TJW,BKK,NRT,2022/05/28,THA641,44505,36700,6:01:00,44500,2022/05/28,8200,07:46:00,2022/05/28,01:31:01,2022/05/28,7800,07:55:00,2022/05/28,44100,01:45:00,400,400,0:09:00,0:13:59,164334,B772,0,-566,2923,2022/05/28,08:20:00,2022/05/28,02:07:00,2430,0,44505,38735,6:16:00,2022/05/28,5770,08:23:00,2022/05/28,01:50:00,2022/05/28,5770,08:23:00,2022/05/28,02:07:00,459,0,0:00:00,0:17:00,164900,2022/05/28,08:20:00,2022/05/28,01:50:00
204,HS-TKN,BKK,ICN,2022/05/28,THA657,45700,38000,4:55:00,45800,2022/05/28,8200,06:37:00,2022/05/28,01:26:00,2022/05/28,7800,06:45:00,2022/05/28,45100,01:42:00,700,400,0:08:00,0:16:00,219934,B77W,0,203,2376,2022/05/28,07:10:00,2022/05/28,01:35:00,1351,-26,45826,38977,5:04:00,2022/05/28,6849,06:39:00,2022/05/28,01:20:00,2022/05/28,6849,06:39:00,2022/05/28,01:35:00,600,0,0:00:00,0:15:00,219731,2022/05/28,07:10:00,2022/05/28,01:20:00
205,HS-THJ,BKK,MEL,2022/05/28,THA466,55425,49050,8:54:00,55260,2022/05/28,6330,09:52:00,2022/05/28,00:40:00,2022/05/28,6210,09:59:00,2022/05/28,55100,00:58:00,160,120,0:07:00,0:18:00,169465,A359,0,-1017,4225,2022/05/28,09:30:00,2022/05/28,00:17:00,887,-28,55453,50010,8:51:00,2022/05/28,5443,09:08:00,2022/05/28,00:00:00,2022/05/28,5443,09:08:00,2022/05/28,00:17:00,425,0,0:00:00,0:17:00,170482,2022/05/28,09:30:00,2022/05/28,00:00:00
206,HS-TQC,LHR,BKK,2022/05/28,THA918,70800,62600,0:00:00,70800,1000/01/01,Invalid,00:00:00,2022/05/28,05:49:00,2022/05/28,8200,18:12:00,1000/01/01,Invalid,00:00:00,Invalid,Invalid,8962218:12:00,Invalid,146506,B788,343,-1494,5851,2022/05/28,18:10:00,2022/05/28,06:00:00,-6588,-71,70871,64283,12:08:00,2022/05/28,6588,18:08:00,2022/05/28,05:50:00,2022/05/28,6588,18:08:00,2022/05/28,06:00:00,300,0,0:00:00,0:10:00,148000,2022/05/28,18:10:00,2022/05/28,05:50:00
207,HS-THE,BKK,HKG,2022/05/28,THA639,15800,Invalid,2:14:00,15800,2022/05/28,4680,13:44:00,2022/05/28,11:14:00,2022/05/28,4330,13:51:00,2022/05/28,15580,11:30:00,Invalid,350,0:07:00,0:16:00,140504,A359,0,1104,1024,2022/05/28,13:45:00,2022/05/28,12:15:00,812,52,15748,11880,2:23:00,2022/05/28,3868,14:38:00,2022/05/28,11:05:00,2022/05/28,3868,14:38:00,2022/05/28,12:15:00,400,0,0:00:00,1:10:00,139400,2022/05/28,13:45:00,2022/05/28,11:05:00
208,HS-THE,HKG,BKK,2022/05/28,THA638,18600,Invalid,2:19:00,18530,2022/05/28,5900,10:07:00,2022/05/28,07:40:00,2022/05/28,Invalid,10:20:00,2022/05/28,18220,07:48:00,310,Invalid,0:13:00,0:08:00,157115,A359,0,-3020,1050,2022/05/28,09:40:00,2022/05/28,08:10:00,296,-125,18725,13121,2:19:00,2022/05/28,5604,10:29:00,2022/05/28,08:00:00,2022/05/28,5604,10:29:00,2022/05/28,08:10:00,400,0,0:00:00,0:10:00,160135,2022/05/28,09:40:00,2022/05/28,06:55:00
209,HS-TKO,BKK,MNL,2022/05/28,THA625,28900,20600,2:34:00,28600,2022/05/28,8400,15:03:00,2022/05/28,12:11:01,2022/05/28,8000,15:13:00,2022/05/28,28400,12:29:00,200,400,0:10:00,0:17:59,214363,B77W,0,-1092,1243,2022/05/28,15:00:00,2022/05/28,12:15:00,1471,-77,28977,22048,2:45:00,2022/05/28,6929,15:00:00,2022/05/28,11:45:00,2022/05/28,6929,15:00:00,2022/05/28,12:15:00,990,0,0:00:00,0:30:00,215455,2022/05/28,15:00:00,2022/05/28,11:45:00
210,HS-TKW,HKT,BKK,2022/05/28,THA477,42800,9100,1:00:00,42600,2022/05/28,34100,11:00:00,2022/05/28,09:44:00,2022/05/28,33500,11:05:00,2022/05/28,42200,10:00:00,400,600,0:05:00,0:16:00,215634,B77W,0,-5366,409,2022/05/28,11:00:00,2022/05/28,09:40:00,5810,4822,37778,9488,1:02:00,2022/05/28,28290,10:42:00,2022/05/28,09:30:00,2022/05/28,28290,10:42:00,2022/05/28,09:40:00,600,0,0:00:00,0:10:00,221000,2022/05/28,11:00:00,2022/05/28,09:30:00
211,HS-TKO,MNL,BKK,2022/05/28,THA624,35500,23400,2:55:00,35300,2022/05/28,12200,10:49:00,2022/05/28,07:39:00,2022/05/28,11900,10:55:00,2022/05/28,35000,07:54:00,300,300,0:06:00,0:15:00,229306,B77W,3911,606,1322,2022/05/28,10:45:00,2022/05/28,07:40:00,875,10,35490,24165,2:52:00,2022/05/28,11325,10:32:00,2022/05/28,07:30:00,2022/05/28,11325,10:32:00,2022/05/28,07:40:00,600,0,0:00:00,0:10:00,228700,2022/05/28,10:45:00,2022/05/28,07:30:00
212,HS-TKM,BKK,CAN,2022/05/28,THA679,26100,15500,2:18:00,26000,2022/05/28,10900,16:25:00,2022/05/28,13:55:00,2022/05/28,10500,16:36:00,2022/05/28,25500,14:07:00,500,400,0:11:00,0:12:00,181143,B77W,0,-3857,1087,2022/05/28,16:05:00,2022/05/28,13:22:00,4586,2546,23454,17140,2:28:00,2022/05/28,6314,15:50:00,2022/05/28,13:05:00,2022/05/28,6314,15:50:00,2022/05/28,13:22:00,600,0,0:00:00,0:17:00,185000,2022/05/28,16:05:00,2022/05/28,13:05:00
213,HS-TKM,CAN,BKK,2022/05/28,THA678,46600,20300,2:25:00,46600,2022/05/28,27400,11:26:00,2022/05/28,08:49:00,2022/05/28,26300,11:41:00,2022/05/28,46100,09:01:00,500,Invalid,0:15:00,0:12:00,214379,B77W,1070,0,1160,2022/05/28,11:50:00,2022/05/28,09:10:00,2576,29,46571,21747,2:36:00,2022/05/28,24824,11:46:00,2022/05/28,09:00:00,2022/05/28,24824,11:46:00,2022/05/28,09:10:00,600,0,0:00:00,0:10:00,214379,2022/05/28,11:50:00,2022/05/28,09:00:00
214,HS-TWB,BKK,CDG,2022/05/28,THA931,65200,58399,10:52:00,65200,2022/05/28,Invalid,23:07:00,2022/05/28,11:54:00,2022/05/28,6900,23:15:00,2022/05/28,Invalid,12:15:00,Invalid,Invalid,0:08:00,0:21:00,158599,B789,0,-1771,5283,2022/05/28,22:55:00,2022/05/28,11:59:00,-4738,-68,65268,60530,11:01:00,2022/05/28,4738,23:00:00,2022/05/28,11:40:00,2022/05/28,4738,23:00:00,2022/05/28,11:59:00,399,0,0:00:00,0:19:00,160370,2022/05/28,22:55:00,2022/05/28,11:40:00
215,HS-TQD,BKK,ZRH,2022/05/28,THA971,57536,Invalid,10:27:00,57536,2022/05/28,Invalid,22:16:00,2022/05/28,11:33:00,2022/05/28,Invalid,22:23:00,2022/05/28,Invalid,11:49:00,Invalid,Invalid,0:07:00,0:16:00,148044,B788,500,703,5022,2022/05/28,22:30:00,2022/05/28,11:46:00,-4934,231,57305,52371,10:32:00,2022/05/28,4934,22:18:00,2022/05/28,11:30:00,2022/05/28,4934,22:18:00,2022/05/28,11:46:00,336,0,0:00:00,0:16:00,147341,2022/05/28,22:30:00,2022/05/28,11:30:00
216,HS-TKW,SYD,HKT,2022/05/28,THA477,76500,63600,7:54:00,76500,2022/05/28,13200,20:37:00,2022/05/28,12:29:00,2022/05/28,12900,20:44:00,2022/05/28,76200,12:43:00,300,300,0:07:00,0:14:00,221375,B77W,0,575,3822,2022/05/28,20:40:00,2022/05/28,12:35:00,594,66,76434,63828,8:01:00,2022/05/28,12606,20:36:00,2022/05/28,12:25:00,2022/05/28,12606,20:36:00,2022/05/28,12:35:00,600,0,0:00:00,0:10:00,220800,2022/05/28,20:40:00,2022/05/28,12:25:00
217,HS-TKP,DEL,BKK,2022/05/28,THA315,39400,27900,3:53:00,39500,2022/05/28,12000,15:00:00,2022/05/28,10:54:00,2022/05/28,11600,15:14:00,2022/05/28,39200,11:07:00,300,400,0:14:00,0:13:00,204235,B77W,2029,-1119,1657,2022/05/28,15:25:00,2022/05/28,11:05:00,-805,66,39334,26529,3:35:00,2022/05/28,12805,14:40:00,2022/05/28,10:55:00,2022/05/28,12805,14:40:00,2022/05/28,11:05:00,600,0,0:00:00,0:10:00,205354,2022/05/28,15:25:00,2022/05/28,10:55:00
218,HS-THD,BKK,MUC,2022/05/28,THA925,67000,60300,10:05:00,67000,2022/05/28,6860,22:58:00,2022/05/28,12:37:00,2022/05/28,6660,23:06:00,2022/05/28,66950,12:53:00,10,200,0:08:00,0:16:00,178400,A359,0,1300,4913,2022/05/28,23:05:00,2022/05/28,12:43:00,1926,641,66359,61425,10:13:00,2022/05/28,4934,22:56:00,2022/05/28,12:25:00,2022/05/28,4934,22:56:00,2022/05/28,12:43:00,450,0,0:00:00,0:18:00,177100,2022/05/28,23:05:00,2022/05/28,12:25:00
219,HS-THM,BOM,BKK,2022/05/28,THA317,30800,21320,3:35:00,30700,2022/05/28,9510,16:01:00,2022/05/28,12:10:00,2022/05/28,9380,16:11:00,2022/05/28,30480,12:26:00,220,130,0:10:00,0:16:00,182241,A359,870,-3529,1660,2022/05/28,16:25:00,2022/05/28,12:05:00,414,-326,31126,22030,3:34:00,2022/05/28,9096,15:39:00,2022/05/28,11:55:00,2022/05/28,9096,15:39:00,2022/05/28,12:05:00,400,0,0:00:00,0:10:00,185770,2022/05/28,16:25:00,2022/05/28,11:55:00
220,HS-TKZ,BKK,CPH,2022/05/28,THA951,92600,83200,10:25:00,92800,2022/05/28,9900,23:12:00,2022/05/28,12:25:00,2022/05/28,9600,23:20:00,2022/05/28,92400,12:47:00,400,300,0:08:00,0:22:00,209738,B77W,0,-1774,5151,2022/05/28,23:00:00,2022/05/28,12:38:00,3051,-95,92695,85846,10:39:00,2022/05/28,6849,23:17:00,2022/05/28,12:25:00,2022/05/28,6849,23:17:00,2022/05/28,12:38:00,600,0,0:00:00,0:13:00,211512,2022/05/28,23:00:00,2022/05/28,12:25:00
221,HS-TKP,BKK,DEL,2022/05/28,THA316,32400,25500,3:31:00,33000,2022/05/28,7800,21:54:00,2022/05/28,18:10:00,2022/05/28,7500,22:02:00,2022/05/28,32500,18:23:00,500,300,0:08:00,0:13:00,205226,B77W,0,2226,1684,2022/05/28,22:25:00,2022/05/28,18:17:00,1185,-111,33111,26496,3:39:00,2022/05/28,6615,21:56:00,2022/05/28,18:00:00,2022/05/28,6615,21:56:00,2022/05/28,18:17:00,600,0,0:00:00,0:17:00,203000,2022/05/28,22:25:00,2022/05/28,18:00:00
222,HS-TKV,SGN,BKK,2022/05/28,THA556,25400,12400,1:50:00,25400,2022/05/28,13200,12:39:00,2022/05/28,10:32:00,2022/05/28,13000,12:49:00,2022/05/28,24800,10:49:00,600,200,0:10:00,0:17:00,187322,B77W,0,-1903,513,2022/05/28,12:20:00,2022/05/28,11:00:00,-2407,-51,25451,9844,1:14:00,2022/05/28,15607,12:14:00,2022/05/28,10:50:00,2022/05/28,15607,12:14:00,2022/05/28,11:00:00,600,0,0:00:00,0:10:00,189225,2022/05/28,12:20:00,2022/05/28,10:50:00
223,HS-TKV,BKK,SGN,2022/05/28,THA557,15300,8000,1:06:00,15400,2022/05/28,7900,15:10:00,2022/05/28,13:50:00,2022/05/28,7400,15:17:00,2022/05/28,15300,14:04:00,100,500,0:07:00,0:14:00,193200,B77W,0,-25,451,2022/05/28,15:00:00,2022/05/28,13:52:00,1416,-7,15307,8823,1:06:00,2022/05/28,6484,14:58:00,2022/05/28,13:35:00,2022/05/28,6484,14:58:00,2022/05/28,13:52:00,600,0,0:00:00,0:17:00,193225,2022/05/28,15:00:00,2022/05/28,13:35:00
224,HS-THM,BKK,BOM,2022/05/28,THA318,27800,22510,3:49:00,27830,2022/05/28,5430,22:13:00,2022/05/28,18:05:01,2022/05/28,5320,22:19:00,2022/05/28,27210,18:24:00,620,110,0:06:00,0:18:59,181430,A359,0,-570,1799,2022/05/28,22:35:00,2022/05/28,18:21:00,460,70,27730,22760,3:51:00,2022/05/28,4970,22:12:00,2022/05/28,18:05:00,2022/05/28,4970,22:12:00,2022/05/28,18:21:00,400,0,0:00:00,0:16:00,182000,2022/05/28,22:35:00,2022/05/28,18:05:00
225,HS-TTB,BKK,LHR,2022/05/28,THA911,93600,84300,11:10:00,93500,2022/05/28,9500,23:21:00,2022/05/28,11:55:00,2022/05/28,9200,23:28:00,2022/05/28,93100,12:11:00,400,300,0:07:00,0:16:00,212805,B77W,0,124,5346,2022/05/28,23:00:00,2022/05/28,11:49:00,1590,-35,93535,85625,11:12:00,2022/05/28,7910,23:01:00,2022/05/28,11:30:00,2022/05/28,7910,23:01:00,2022/05/28,11:49:00,627,0,0:00:00,0:19:00,212681,2022/05/28,23:00:00,2022/05/28,11:30:00
226,HS-TKL,BKK,FRA,2022/05/28,THA921,90400,83000,10:25:00,90700,2022/05/28,8100,23:37:00,2022/05/28,12:56:00,2022/05/28,7700,23:45:00,2022/05/28,90300,13:12:00,400,400,0:08:00,0:16:00,218209,B77W,0,189,5039,2022/05/28,23:25:00,2022/05/28,13:02:00,942,49,90351,83193,10:34:00,2022/05/28,7158,23:36:00,2022/05/28,12:45:00,2022/05/28,7158,23:36:00,2022/05/28,13:02:00,600,0,0:00:00,0:17:00,218020,2022/05/28,23:25:00,2022/05/28,12:45:00
227,HS-THJ,BKK,BLR,2022/05/28,THA326,23775,18340,3:20:00,23780,2022/05/28,5520,22:25:00,2022/05/28,18:54:00,2022/05/28,5440,22:31:00,2022/05/28,23570,19:05:00,210,80,0:06:00,0:11:00,168870,A359,0,-130,1544,2022/05/28,22:55:00,2022/05/28,19:19:00,775,188,23587,18842,3:21:00,2022/05/28,4745,22:40:00,2022/05/28,19:00:00,2022/05/28,4745,22:40:00,2022/05/28,19:19:00,475,0,0:00:00,0:19:00,169000,2022/05/28,22:55:00,2022/05/28,19:00:00
228,HS-THJ,BLR,BKK,2022/05/28,THA325,24200,16790,3:04:00,24020,2022/05/28,7380,17:38:00,2022/05/28,14:23:00,2022/05/28,7230,17:45:00,2022/05/28,23710,14:34:00,310,150,0:07:00,0:11:00,173586,A359,0,-2414,1394,2022/05/28,17:55:00,2022/05/28,14:30:00,836,-81,24281,17737,3:03:00,2022/05/28,6544,17:33:00,2022/05/28,14:20:00,2022/05/28,6544,17:33:00,2022/05/28,14:30:00,400,0,0:00:00,0:10:00,176000,2022/05/28,17:55:00,2022/05/28,14:20:00
229,HS-TQA,MAA,BKK,2022/05/28,THA337,20800,14500,2:42:00,20800,2022/05/28,Invalid,22:08:00,2022/05/28,19:16:00,2022/05/28,6600,22:13:00,2022/05/28,Invalid,19:26:00,Invalid,Invalid,0:05:00,0:10:00,157386,B788,0,-50,1261,2022/05/28,18:31:00,2022/05/28,15:20:00,-6128,-299,21099,14971,2:47:00,2022/05/28,6128,18:07:00,2022/05/28,15:10:00,2022/05/28,6128,18:07:00,2022/05/28,15:20:00,300,0,0:00:00,0:10:00,157436,2022/05/28,18:31:00,2022/05/28,15:10:00
