,departure_aerodrome_icao_code,arrival_aerodrome_icao_code,aircraft_registration,flight_date,flight_number,landing_time,flight_time,onblock_time,onblock_fuel,block_time,pf,pm,pc1,pc2
55,VTBS,ZGGG,HS-THB,2022-06-01T00:00:00.000Z,THA678,1132,0236,1148,20500.0,0310,44186,35309,,
56,VTBS,WSSS,HS-THB,2022-06-01T00:00:00.000Z,THA403,,,,,,,,,
57,ZPPP,VTBS,HS-TKM,2022-05-31T00:00:00.000Z,THA613,1003,0146,1012,8000.0,0214,36050,38388,,
58,VTBS,ZPPP,HS-TKM,2022-05-31T00:00:00.000Z,THA612,0536,0152,0544,22400.0,0215,38388,36050,,
59,VTBS,RJAA,HS-TJW,2022-05-31T00:00:00.000Z,THA640,2114,0549,2117,8500.0,0601,44409,26868,,
60,YSSY,VTSP,HS-TKY,2022-06-01T00:00:00.000Z,THA478,0959,0849,1003,8300.0,0924,40181,43956,43974,
61,VTBS,EDDF,HS-TKX,2022-05-28T00:00:00.000Z,THA920,0427,1111,0437,,1138,43958,39143,43487,
62,VTBS,OPKC,HS-TQA,2022-05-24T00:00:00.000Z,THA341,1726,0443,1725,28200.0,0453,43398,34099,,
63,RJGG,VTBS,HS-THM,2022-06-01T00:00:00.000Z,THA645,0743,0535,0751,5100.0,0558,44268,20826,,
64,VTBS,RJGG,HS-THC,2022-05-28T00:00:00.000Z,THA644,2248,0520,2254,7400.0,0542,20826,44268,,
65,EGLL,VTSP,HS-TQA,2022-05-30T00:00:00.000Z,THA919,0821,1123,0827,8300.0,1150,29440,44814,43116,
66,VTBS,RJBB,HS-TKO,2022-05-31T00:00:00.000Z,THA622,2245,0503,2250,6100.0,0520,44248,37116,,
67,VTBS,VHHH,HS-TTA,2022-06-01T00:00:00.000Z,THA600,0450,0214,0458,7900.0,0233,37131,44285,32093,33864
68,VHHH,VTBS,HS-TTA,2022-06-01T00:00:00.000Z,THA601,0844,0217,0854,6900.0,0245,44285,37131,32093,33864
69,VABB,VTBS,HS-TKL,2022-05-31T00:00:00.000Z,THA318,2225,0350,2236,7300.0,0426,29435,30338,44250,
70,VTBS,VABB,HS-TKL,2022-05-31T00:00:00.000Z,THA317,1609,0341,1618,11200.0,0402,30338,29435,44250,
71,LSZH,VTBS,HS-TQF,2022-05-27T00:00:00.000Z,THA971,2218,1023,2227,6200.0,1047,24868,44152,42318,
72,RKSI,VTBS,HS-TKR,2022-06-01T00:00:00.000Z,THA657,0630,0454,0639,7800.0,0520,43492,33845,,
73,VTBS,LSZH,HS-TQD,2022-05-31T00:00:00.000Z,THA970,0546,1110,0552,6300.0,1137,44797,39151,42575,
74,VTBS,ZSPD,HS-THG,2022-06-01T00:00:00.000Z,THA664,0733,0351,0750,25900.0,0419,37215,43833,44344,
75,ESSA,VTBS,HS-THE,2022-05-31T00:00:00.000Z,THA961,0017,1103,0026,7300.0,1131,42582,33572,44184,
76,VTBS,LFPG,HS-TWA,2022-05-30T00:00:00.000Z,THA930,0458,1134,0515,7500.0,1205,42595,23416,43398,
77,VTBS,VIDP,HS-TKO,2022-06-01T00:00:00.000Z,THA315,,,,,,,,,
78,EGLL,VTBS,HS-TTB,2022-05-28T00:00:00.000Z,THA911,2322,1111,2328,9200.0,1132,40300,44414,44178,
79,VTBS,VIDP,HS-TKN,2022-05-31T00:00:00.000Z,THA315,1519,0349,1531,10900.0,0417,45509,37136,43972,
80,VIDP,VTBS,HS-TKN,2022-05-31T00:00:00.000Z,THA316,2158,0338,2206,7500.0,0403,45509,37136,43972,
81,VTBS,EGLL,HS-TTA,2022-05-30T00:00:00.000Z,THA910,0620,1155,0629,10500.0,1222,44412,39033,41926,
82,VTBS,RJAA,HS-THL,2022-05-31T00:00:00.000Z,THA642,2300,0543,2313,4400.0,0609,40509,39833,,
83,VTBS,YMML,HS-THL,2022-05-28T00:00:00.000Z,THA465,1003,0810,1011,9200.0,0832,36154,44291,44192,
84,OPLA,VTBS,HS-THG,2022-05-31T00:00:00.000Z,THA346,2312,0409,2322,5400.0,0433,40806,36735,42584,
85,VTBS,EDDF,HS-TKZ,2022-05-30T00:00:00.000Z,THA920,0427,1101,0435,9500.0,1120,41924,39856,40294,
86,ZPPP,VTBS,HS-TKM,2022-05-27T00:00:00.000Z,THA613,1011,0143,1019,8200.0,0217,40294,35311,,
87,EKCH,VTBS,HS-TKK,2022-05-22T00:00:00.000Z,THA951,2300,1008,2307,9500.0,1035,43480,40515,43497,
88,VTBS,VHHH,HS-TJV,2022-05-31T00:00:00.000Z,THA606,1125,0222,1135,7600.0,0240,44172,16998,,
89,VIDP,VTBS,HS-TJV,2022-05-22T00:00:00.000Z,THA332,0127,0334,0133,7000.0,0349,44248,32106,44156,
90,LFPG,VTBS,HS-TWA,2022-05-31T00:00:00.000Z,THA931,2314,1058,2324,6300.0,1121,42638,35313,44176,
91,VTBS,OPLA,HS-THG,2022-05-31T00:00:00.000Z,THA345,1703,0401,1711,28700.0,0427,42584,36735,40806,
92,VTBS,RKSI,HS-TKR,2022-05-31T00:00:00.000Z,THA656,2150,0443,2155,7700.0,0505,33622,43476,,
93,EKCH,VTBS,HS-TKW,2022-05-30T00:00:00.000Z,THA951,2326,1035,2334,8200.0,1058,44794,34102,43953,
94,WSSS,VTBS,HS-THG,2022-05-04T00:00:00.000Z,THA410,1452,0152,1459,4600.0,0213,33570,42256,,
95,VTBS,WSSS,HS-THG,2022-05-04T00:00:00.000Z,THA409,1130,0156,1142,5100.0,0225,42256,33570,,
96,VHHH,VTBS,HS-TJV,2022-05-31T00:00:00.000Z,THA607,1445,0213,1453,6500.0,0231,16998,44172,,
97,VTBS,YMML,HS-THF,2022-05-31T00:00:00.000Z,THA465,1011,0809,1020,8100.0,0830,38900,44188,43932,
98,VTBS,LSZH,HS-TQF,2022-05-28T00:00:00.000Z,THA970,0549,1109,0554,5700.0,1130,42594,25320,42579,
99,VTBS,WSSS,HS-THM,2022-05-31T00:00:00.000Z,THA403,0303,0151,0311,5900.0,0210,44295,26310,42618,
100,WSSS,VTBS,HS-THM,2022-05-31T00:00:00.000Z,THA404,0640,0155,0650,5500.0,0225,26310,44295,42618,
101,RJBB,VTBS,HS-TKK,2022-05-31T00:00:00.000Z,THA623,0759,0509,0809,7500.0,0533,40500,43310,,
102,VTBS,EDDF,HS-TKV,2022-05-20T00:00:00.000Z,THA926,1713,1139,1726,9900.0,1203,26108,43412,44266,
103,ZGGG,VTBS,HS-TKP,2022-05-22T00:00:00.000Z,THA679,1650,0224,1705,,0256,44246,26309,,
104,VTBS,ZGGG,HS-TKP,2022-05-22T00:00:00.000Z,THA678,1148,0226,1201,,0251,26309,44246,,
105,RJAA,VTBS,HS-TJW,2022-05-31T00:00:00.000Z,THA641,0805,0606,0810,6500.0,0630,43414,35447,,
106,ZGGG,VTBS,HS-THH,2022-05-30T00:00:00.000Z,THA679,1604,0223,1611,6640.0,0247,36151,40806,,
107,VTBS,ZGGG,HS-THH,2022-05-30T00:00:00.000Z,THA678,1127,0234,1142,20300.0,0303,40806,36151,,
108,YSSY,VTBS,HS-TKX,2022-05-31T00:00:00.000Z,THA476,0939,0857,0947,7400.0,0927,43500,39867,43417,
109,VTBS,YSSY,HS-TKZ,2022-05-29T00:00:00.000Z,THA475,1021,0808,1028,11100.0,0828,43417,39867,43500,
110,VTBS,VOBL,HS-THG,2022-05-29T00:00:00.000Z,THA325,1740,0259,1753,6800.0,0326,44345,30951,42262,
111,VTBS,ESSA,HS-THE,2022-05-30T00:00:00.000Z,THA960,0556,1126,0603,9400.0,1145,33638,42263,44278,
112,WMKK,VTBS,HS-TWB,2022-05-31T00:00:00.000Z,THA416,0717,0138,0726,6300.0,0158,42616,30946,,
113,VTBS,WMKK,HS-TWB,2022-05-31T00:00:00.000Z,THA415,0407,0159,0415,5200.0,0207,30946,42616,,
114,VTSP,VTBS,HS-TQA,2022-05-31T00:00:00.000Z,THA919,1038,0115,1044,4700.0,0134,37224,43970,,
115,RKSI,VTBS,HS-TKY,2022-05-31T00:00:00.000Z,THA657,0627,0459,0633,8900.0,0513,40790,35454,,
116,ZGGG,VTBS,HS-TKR,2022-05-29T00:00:00.000Z,THA679,1718,0217,1726,8300.0,0234,26957,44289,,
117,VTBS,ZGGG,HS-TKR,2022-05-29T00:00:00.000Z,THA678,1206,0233,1223,24700.0,0309,44289,26957,,
118,VTBS,VABB,HS-THM,2022-05-28T00:00:00.000Z,THA317,1601,0348,1611,9400.0,0358,44194,37249,44183,
119,YMML,VTBS,HS-THB,2022-05-31T00:00:00.000Z,THA466,0858,0850,0906,7600.0,0917,24573,44274,43259,
120,EDDF,VTSP,HS-TKY,2022-05-29T00:00:00.000Z,THA927,0610,1059,0613,8600.0,1116,44283,36057,43482,
121,VTBS,EGLL,HS-TTC,2022-05-24T00:00:00.000Z,THA910,0630,1212,0638,11100.0,1235,44286,26953,44285,
122,VTBS,VIDP,HS-TJV,2022-05-30T00:00:00.000Z,THA331,2047,0341,2100,10400.0,0407,32103,37111,43497,
123,VIDP,VTBS,HS-TJV,2022-05-30T00:00:00.000Z,THA332,0207,0341,0213,7200.0,0407,37111,32103,43497,
124,VTBS,WMKK,HS-TWA,2022-05-26T00:00:00.000Z,THA415,0408,0144,0417,5200.0,0206,43969,39151,,
125,EDDM,VTBS,HS-THM,2022-05-30T00:00:00.000Z,THA925,2249,1011,2300,5700.0,1038,44189,33563,43942,
126,LFPG,VTBS,HS-TWB,2022-05-30T00:00:00.000Z,THA931,2253,1044,2300,7700.0,1104,42581,36768,44168,
127,VTBS,RJBB,HS-TKK,2022-05-30T00:00:00.000Z,THA622,2215,0505,2220,7900.0,0524,43966,40187,,
128,VTBS,EDDF,HS-TKW,2022-05-24T00:00:00.000Z,THA920,0424,1126,0433,7500.0,1149,43413,34103,42620,
129,VTBS,VGHS,HS-THH,2022-05-31T00:00:00.000Z,THA321,,,0900,,0100,,,,
130,VTBS,VGHS,HS-THH,2022-05-31T00:00:00.000Z,THA321,,,,,,,,,
131,RKSI,VTBS,HS-TKN,2022-05-26T00:00:00.000Z,THA659,0547,0506,0555,6700.0,0526,39033,43502,,
132,RJAA,VTBS,HS-THF,2022-05-30T00:00:00.000Z,THA643,0852,0545,0905,5800.0,0617,27115,44302,,
133,RCTP,VTBS,HS-TKR,2022-05-30T00:00:00.000Z,THA633,1012,0302,1019,7800.0,0328,33146,44290,,
134,VTBS,RCTP,HS-TKR,2022-05-30T00:00:00.000Z,THA632,0512,0318,0516,10300.0,0341,44290,33146,,
135,VTBS,EDDM,HS-THK,2022-05-28T00:00:00.000Z,THA924,0509,1054,0515,6900.0,1117,43942,33563,44189,
136,VTBS,LFPG,HS-TWB,2022-05-29T00:00:00.000Z,THA930,0511,1140,0522,,1207,35313,44176,42638,
137,VTBS,VABB,HS-TKL,2022-05-30T00:00:00.000Z,THA317,1601,0340,1608,11100.0,0410,39153,26455,44171,
138,VABB,VTBS,HS-TKL,2022-05-30T00:00:00.000Z,THA318,2203,0351,2206,7300.0,0411,26455,39153,44171,
139,VTBS,EGLL,HS-TTB,2022-05-29T00:00:00.000Z,THA910,0605,1149,0614,10600.0,1209,43421,37250,43316,
140,VTBS,RJAA,HS-THC,2022-05-30T00:00:00.000Z,THA642,2241,0544,2253,8100.0,0605,36732,44193,,
141,EDDF,VTBS,HS-TKM,2022-05-30T00:00:00.000Z,THA921,2343,1028,2349,7900.0,1050,43487,39143,43958,
142,VIDP,VTBS,HS-TKN,2022-05-30T00:00:00.000Z,THA316,2149,0334,2156,7700.0,0400,45515,36048,42259,
143,VTBS,VIDP,HS-TKN,2022-05-30T00:00:00.000Z,THA315,1521,0356,1534,10500.0,0424,45515,36048,42259,
144,ESSA,VTBS,HS-THD,2022-05-30T00:00:00.000Z,THA961,2348,1101,2354,7300.0,1124,42780,30944,44619,
145,VTBS,VOMM,HS-TQD,2022-05-30T00:00:00.000Z,THA337,1817,0242,1823,6900.0,0302,42318,33823,43119,
146,VOMM,VTBS,HS-TQD,2022-05-30T00:00:00.000Z,THA338,2300,0256,2305,5400.0,0319,43119,33823,43119,
147,VOBL,VTBS,HS-THG,2022-05-20T00:00:00.000Z,THA326,2230,0337,2236,5700.0,0343,43932,38903,20826,
148,VTBS,VOBL,HS-THG,2022-05-20T00:00:00.000Z,THA325,1744,0323,1753,6200.0,0332,38903,43932,20826,
149,LSZH,VTBS,HS-TQC,2022-05-30T00:00:00.000Z,THA971,2216,1029,2222,6700.0,1049,25320,42579,42594,
150,VTBS,EGLL,HS-TQA,2022-05-30T00:00:00.000Z,THA918,1818,1158,1826,7600.0,1220,43125,27478,43254,
151,VTBS,EDDF,HS-TKV,2022-05-27T00:00:00.000Z,THA926,1702,1113,1710,10000.0,1135,36057,43482,44283,
152,VTBS,EDDM,HS-THM,2022-05-29T00:00:00.000Z,THA924,0519,1055,0528,6600.0,1118,32112,42627,44195,
153,VTBS,YMML,HS-THB,2022-05-30T00:00:00.000Z,THA465,1010,0812,1019,9200.0,0838,42646,27476,44221,
154,VTBS,VGHS,HS-THL,2022-05-30T00:00:00.000Z,THA321,0548,0206,0556,20600.0,0226,44243,35459,,
155,VGHS,VTBS,HS-THL,2022-05-30T00:00:00.000Z,THA322,1010,0207,1016,8100.0,0244,35459,44243,,
156,RJAA,VTBS,HS-TJW,2022-05-27T00:00:00.000Z,THA641,0813,0614,0825,6500.0,0640,36053,43960,,
157,RJGG,VTBS,HS-TKN,2022-05-30T00:00:00.000Z,THA645,0711,0520,0717,7400.0,0538,35311,43493,,
158,VTBS,RJBB,HS-TKK,2022-05-29T00:00:00.000Z,THA622,2222,0503,2229,6700.0,0521,43310,40500,,
159,VTBS,EGLL,HS-TTB,2022-05-20T00:00:00.000Z,THA910,0648,1237,0700,8800.0,1303,44307,40523,44262,
160,YSSY,VTBS,HS-TKZ,2022-05-30T00:00:00.000Z,THA476,0941,0909,0948,9500.0,0929,43834,36146,44262,
161,VTBS,VTSP,HS-TKW,2022-05-28T00:00:00.000Z,THA477,1059,0059,1105,33500.0,0121,36146,43834,44262,
162,ESSA,VTBS,HS-THE,2022-05-29T00:00:00.000Z,THA961,2356,1059,0002,8100.0,1119,44203,36739,43478,
163,RJAA,VTBS,HS-TJV,2022-05-30T00:00:00.000Z,THA641,0743,0550,0753,7700.0,0621,20821,43504,,
164,VOBL,VTBS,HS-THC,2022-05-25T00:00:00.000Z,THA326,2241,0320,2247,6700.0,0340,37994,42310,27115,
165,VTBS,VOBL,HS-THC,2022-05-25T00:00:00.000Z,THA325,1722,0257,1729,7900.0,0317,42310,37994,27115,
166,VTSP,VTBS,HS-TKY,2022-05-30T00:00:00.000Z,THA927,0817,0111,0823,7200.0,0128,33811,44621,,
167,VTSP,VTBS,HS-TQC,2022-05-29T00:00:00.000Z,THA919,1025,0109,1032,5200.0,0131,44159,33816,,
168,LSZH,VTBS,HS-TQF,2022-05-29T00:00:00.000Z,THA971,2223,1033,2231,5700.0,1053,29439,43486,44212,
169,VTBS,YSSY,HS-TKX,2022-05-30T00:00:00.000Z,THA475,1015,0813,1020,10000.0,0832,40181,43974,43956,
170,YMML,VTBS,HS-THJ,2022-05-30T00:00:00.000Z,THA466,0921,0859,0936,5800.0,0939,36154,44192,44291,
171,VTBS,RJGG,HS-TKN,2022-05-29T00:00:00.000Z,THA644,2347,0513,2353,9200.0,0533,26954,41931,,
172,WIII,VTBS,HS-TKM,2022-05-29T00:00:00.000Z,THA434,0858,0258,0907,7300.0,0323,44217,36053,,
173,VTBS,RJAA,HS-TJV,2022-05-29T00:00:00.000Z,THA640,2104,0546,2107,6600.0,0557,35447,43414,,
174,VTBS,VABB,HS-THG,2022-05-19T00:00:00.000Z,THA317,1602,0352,1610,8800.0,0417,42652,36739,44201,
175,VTBS,RPLL,HS-THE,2022-05-30T00:00:00.000Z,THA620,0533,0302,0548,7300.0,0331,44267,30339,,
176,RPLL,VTBS,HS-THE,2022-05-30T00:00:00.000Z,THA621,0949,0249,0954,6200.0,0308,30339,44267,,
177,WMKK,VTBS,HS-TWA,2022-05-30T00:00:00.000Z,THA416,0731,0146,0740,5300.0,0206,33816,42600,,
178,VTBS,WMKK,HS-TWA,2022-05-30T00:00:00.000Z,THA415,0423,0143,0433,4700.0,0209,42600,33816,,
179,RJBB,VTBS,HS-TKK,2022-05-30T00:00:00.000Z,THA623,0826,0515,0834,6900.0,0540,40523,43501,_____,
180,RJAA,VTBS,HS-THB,2022-05-29T00:00:00.000Z,THA643,0908,0555,0915,7300.0,0614,29437,44349,,
181,EDDF,VTBS,HS-TKX,2022-05-29T00:00:00.000Z,THA921,2333,1023,2340,8200.0,1043,42255,37227,41937,
182,EKCH,VTBS,HS-TKZ,2022-05-28T00:00:00.000Z,THA951,2311,1024,2320,9600.0,1055,38014,43420,42597,
183,EGLL,VTBS,HS-TQD,2022-05-29T00:00:00.000Z,THA917,0810,1106,0817,6700.0,1142,32094,44174,42778,
184,VTBS,EGLL,HS-TTC,2022-05-28T00:00:00.000Z,THA910,0629,1153,0638,11400.0,1216,37119,42261,45504,
185,WSSS,VTBS,HS-THH,2022-05-30T00:00:00.000Z,THA404,0655,0202,0703,4700.0,0225,38386,44190,,
186,VTBS,WSSS,HS-THH,2022-05-30T00:00:00.000Z,THA403,0333,0155,0340,4700.0,0227,44190,38386,,
187,VTBS,ESSA,HS-THD,2022-05-29T00:00:00.000Z,THA960,0618,1126,0627,9600.0,1148,44184,33572,42582,
188,VIDP,VTBS,HS-TKO,2022-05-29T00:00:00.000Z,THA316,2146,0336,2152,7500.0,0358,45517,37116,43950,
189,VTBS,YMML,HS-THJ,2022-05-29T00:00:00.000Z,THA465,1024,0808,1038,8400.0,0836,44274,24573,43259,
190,VIDP,VTBS,HS-TKM,2022-05-26T00:00:00.000Z,THA316,2200,0332,2208,7400.0,0357,45143,33146,43503,
191,ZSPD,VTBS,HS-THF,2022-05-29T00:00:00.000Z,THA665,1443,0344,1448,6300.0,0407,30950,44295,44356,
192,VTBS,ZSPD,HS-THF,2022-05-29T00:00:00.000Z,THA664,0710,0349,0720,27200.0,0407,44295,30950,44356,
193,VTBS,LFPG,HS-TWA,2022-05-28T00:00:00.000Z,THA930,0521,1135,0532,6800.0,1203,44168,36768,42581,
194,VABB,VTBS,HS-THB,2022-05-29T00:00:00.000Z,THA318,2212,0352,2221,6600.0,0422,30947,44342,42571,
195,VTBS,RKSI,HS-TKL,2022-05-29T00:00:00.000Z,THA656,2209,0443,2220,7500.0,0505,35454,40790,,
196,VTBS,WSSS,HS-TKP,2022-05-28T00:00:00.000Z,THA403,0127,0000,0326,7600.0,0216,39153,26309,,
197,WSSS,VTBS,HS-TKP,2022-05-28T00:00:00.000Z,THA404,0642,0157,0650,7600.0,0223,39153,26309,,
198,VTSP,VTBS,HS-TKV,2022-05-28T00:00:00.000Z,THA927,0748,0104,0755,7900.0,0123,36466,41926,,
199,VOBL,VTBS,HS-THG,2022-05-29T00:00:00.000Z,THA326,2233,0321,2244,6400.0,0347,30951,44345,42262,
200,VGHS,VTBS,HS-THG,2022-05-29T00:00:00.000Z,THA322,1008,0205,1014,6700.0,0238,28376,44260,,
201,VTBS,VGHS,HS-THG,2022-05-29T00:00:00.000Z,THA321,0610,0205,0617,19600.0,0224,44260,28376,,
202,VTBS,OPLA,HS-THL,2022-05-29T00:00:00.000Z,THA345,1715,0405,1723,29100.0,0430,36733,43829,44215,
203,OPLA,VTBS,HS-THL,2022-05-29T00:00:00.000Z,THA346,2316,0402,2326,5400.0,0431,44215,36733,43829,
204,EKCH,VTBS,HS-TKV,2022-05-29T00:00:00.000Z,THA951,2308,1028,2315,2308.0,1049,33825,44255,43424,
205,EDDM,VTBS,HS-THK,2022-05-29T00:00:00.000Z,THA925,2323,1014,2331,7000.0,1043,40784,36738,44338,
206,VOMM,VTBS,HS-TQA,2022-05-29T00:00:00.000Z,THA338,2254,0300,2303,5400.0,0327,44157,38009,44796,
207,VTBS,OPKC,HS-THC,2022-05-29T00:00:00.000Z,THA341,1728,0422,1738,33500.0,0453,32102,33874,39693,
208,VTBS,RJBB,HS-TKO,2022-05-28T00:00:00.000Z,THA622,2216,0501,2222,11600.0,0522,43501,40523,,
209,LFPG,VTBS,HS-TWA,2022-05-21T00:00:00.000Z,THA931,2303,1033,2310,6400.0,1053,25899,44163,43119,
210,VOMM,VTBS,HS-TQA,2022-05-26T00:00:00.000Z,THA338,2304,0258,2311,5700.0,0322,43964,33823,44163,
211,VTBS,VOMM,HS-TQA,2022-05-26T00:00:00.000Z,THA337,1811,0241,1816,7100.0,0302,44163,33823,43964,
212,EGLL,VTBS,HS-TTC,2022-05-29T00:00:00.000Z,THA911,2346,1116,2353,8600.0,1144,44297,26105,,
213,VTBS,EGLL,HS-TQC,2022-05-28T00:00:00.000Z,THA918,1807,1204,1812,8200.0,1223,43116,29440,44814,
214,VTBS,EGLL,HS-TQD,2022-05-29T00:00:00.000Z,THA916,1804,1155,1809,,1216,32100,44793,43256,
215,WSSS,VTBS,HS-THH,2022-05-29T00:00:00.000Z,THA410,1501,0153,1510,5100.0,0220,28368,44264,,
216,VHHH,VTBS,HS-TTC,2022-05-26T00:00:00.000Z,THA601,0728,0212,0737,6700.0,0230,44621,38737,,
217,VTBS,VHHH,HS-TTC,2022-05-26T00:00:00.000Z,THA600,0346,0218,0352,8300.0,0239,38737,44621,,
218,VTBS,WSSS,HS-THH,2022-05-29T00:00:00.000Z,THA409,1125,0150,1134,4800.0,0212,44264,28368,,
219,RKSI,VTBS,HS-TKW,2022-05-24T00:00:00.000Z,THA657,0637,0502,0643,7300.0,0513,37227,44621,,
220,WSSS,VTBS,HS-THG,2022-05-26T00:00:00.000Z,THA404,0652,0150,0702,5100.0,0216,39833,43479,,
221,VTBS,VABB,HS-THB,2022-05-29T00:00:00.000Z,THA317,1601,0338,1609,9400.0,0410,44342,30947,42571,
222,VTBS,VIDP,HS-TKO,2022-05-29T00:00:00.000Z,THA315,1517,0352,1527,11100.0,0414,45517,37116,43950,
223,VTBS,VOMM,HS-TQA,2022-05-28T00:00:00.000Z,THA337,2208,0241,2213,6600.0,0257,42595,26958,26768,
224,VIDP,VTBS,HS-TKP,2022-05-28T00:00:00.000Z,THA316,2155,0331,2203,7500.0,0352,45521,26457,41945,
225,VHHH,VTBS,HS-TTA,2022-05-29T00:00:00.000Z,THA601,0726,0210,0734,8900.0,0226,44158,39033,,
226,VOMM,VTBS,HS-TQA,2022-05-28T00:00:00.000Z,THA338,0255,0258,0303,5500.0,0323,26958,42595,26768,
227,VTBS,VIDP,HS-TKP,2022-05-28T00:00:00.000Z,THA315,1500,0352,1514,1054.0,0420,45521,26457,41945,
228,VTBS,VHHH,HS-TTA,2022-05-29T00:00:00.000Z,THA600,0339,0218,0345,8000.0,0237,39033,44158,,
229,VIDP,VTBS,HS-TJV,2022-05-28T00:00:00.000Z,THA332,0139,0326,0159,7300.0,0400,43832,31841,39842,
230,VTBS,VIDP,HS-TJV,2022-05-28T00:00:00.000Z,THA331,2015,0342,2027,10400.0,0406,39842,31841,43832,
231,WMKK,VTBS,HS-TWB,2022-05-29T00:00:00.000Z,THA416,0758,0142,0807,5900.0,0204,17305,44173,,
232,VTBS,WMKK,HS-TWB,2022-05-29T00:00:00.000Z,THA415,0430,0145,0439,4900.0,0210,44173,17305,,
233,RJGG,VTBS,HS-THC,2022-05-29T00:00:00.000Z,THA645,0715,0517,0722,6300.0,0535,42265,30952,,
234,VTBS,RJGG,HS-THF,2022-05-26T00:00:00.000Z,THA644,2221,0508,2228,7200.0,0528,30952,42265,,
235,VIDP,VTBS,HS-TKM,2022-05-27T00:00:00.000Z,THA332,0131,0329,0139,7800.0,0351,45596,26954,37805,
236,VTBS,VIDP,HS-TKM,2022-05-27T00:00:00.000Z,THA331,2006,0338,2021,13300.0,0406,37805,26954,45596,
237,VTBS,RJAA,HS-THB,2022-05-28T00:00:00.000Z,THA642,2249,0545,2301,7100.0,0610,44302,27115,,
238,VTBS,RKSI,HS-TKP,2022-05-26T00:00:00.000Z,THA656,2132,0444,2142,8000.0,0505,42629,26948,,
239,EGLL,VTSP,HS-TQC,2022-05-28T00:00:00.000Z,THA919,0809,1118,0814,6800.0,1141,23511,43409,,
240,VTBS,EGLL,HS-TTA,2022-05-23T00:00:00.000Z,THA910,0652,1219,0705,9700.0,1250,30949,45123,44287,
241,VTSP,VTBS,HS-TKW,2022-05-29T00:00:00.000Z,THA478,1129,0109,1134,7000.0,0126,33623,44293,,
242,VTBS,WIII,HS-TKM,2022-05-29T00:00:00.000Z,THA433,0424,0247,0431,21800.0,0311,36053,44217,,
243,RKSI,VTBS,HS-TKR,2022-05-29T00:00:00.000Z,THA657,0636,0457,0643,8000.0,0522,29435,42247,,
244,RJBB,VTBS,HS-TKO,2022-05-29T00:00:00.000Z,THA623,0803,0511,0809,8200.0,0533,37151,42648,,
245,VTBS,RJAA,HS-TKK,2022-05-28T00:00:00.000Z,THA640,2102,0542,2107,9500.0,0601,43504,20821,,
246,YSSY,VTSP,HS-TKW,2022-05-29T00:00:00.000Z,THA478,0911,0856,0916,7100.0,0920,43489,25314,43508,
247,YMML,VTBS,HS-THL,2022-05-29T00:00:00.000Z,THA466,0912,0858,0924,6500.0,0925,44216,38372,44344,
248,VGHS,VTBS,HS-TQA,2022-05-27T00:00:00.000Z,THA322,1003,0158,1008,7600.0,0221,30946,44797,,
249,RJAA,VTBS,HS-TKK,2022-05-29T00:00:00.000Z,THA641,0740,0556,0751,8600.0,0620,26114,44170,,
250,VTBS,EGLL,HS-TQC,2022-05-26T00:00:00.000Z,THA918,1811,1210,1819,8000.0,1229,42575,23511,43409,
251,VTBS,VGHS,HS-TQA,2022-05-27T00:00:00.000Z,THA321,0554,0201,0601,18700.0,0219,44797,30946,,
252,WSSS,VTBS,HS-THH,2022-05-29T00:00:00.000Z,THA404,0653,0155,0702,5200.0,0225,26310,44279,,
253,VTBS,WSSS,HS-THH,2022-05-29T00:00:00.000Z,THA403,0324,0149,0333,5200.0,0213,44279,26310,,
254,VTBS,ESSA,HS-THE,2022-05-28T00:00:00.000Z,THA960,0728,1134,0735,9600.0,1159,30944,44619,42780,
255,RPLL,VTBS,HS-TKO,2022-05-28T00:00:00.000Z,THA625,1504,0235,1513,8100.0,0302,40291,26774,,
256,VTBS,RPLL,HS-TKO,2022-05-28T00:00:00.000Z,THA624,1049,0254,1055,11900.0,0316,40291,26774,,
257,ZGGG,VTBS,HS-THG,2022-05-23T00:00:00.000Z,THA679,1702,0221,1710,6600.0,0243,29445,44342,,
258,VTBS,ZGGG,HS-THG,2022-05-23T00:00:00.000Z,THA678,1132,0229,1143,21000.0,0253,44342,29445,,
259,VOMM,VTBS,HS-TQA,2022-05-25T00:00:00.000Z,THA338,2258,0259,2305,5900.0,0323,42594,37224,42596,
260,VTBS,EGLL,HS-TTB,2022-05-27T00:00:00.000Z,THA910,0623,1211,0634,10500.0,1236,45127,26105,44297,
261,VTBS,EDDF,HS-TKV,2022-05-25T00:00:00.000Z,THA920,0436,1119,0444,9400.0,1138,43491,37131,42628,
262,VTBS,RJAA,HS-THH,2022-05-26T00:00:00.000Z,THA642,2250,0532,2255,7600.0,0553,38387,43477,,
263,VTBS,EDDF,HS-TKL,2022-05-27T00:00:00.000Z,THA920,0428,1110,0440,9200.0,1135,41937,37227,42255,
264,VABB,VTBS,HS-THM,2022-05-28T00:00:00.000Z,THA318,2213,0349,2220,5300.0,0416,44183,37249,44194,
265,RCTP,VTBS,HS-THE,2022-05-27T00:00:00.000Z,THA633,1028,0312,1034,5700.0,0343,28376,44260,,
266,VTBS,VOBL,HS-THJ,2022-05-28T00:00:00.000Z,THA325,1738,0304,1745,7200.0,0322,44352,28382,44267,
