,flight_date,flight_number,aircraft_registration,dep
747,2022/01/21,THA623,HS-TKP,KIX
748,2022/01/21,THA624,HS-THC,BKK
749,2022/01/21,THA625,HS-THC,MNL
750,2022/01/21,THA632,HS-TKM,BKK
751,2022/01/21,THA633,HS-TKM,TPE
752,2022/01/21,THA642,HS-TKL,BKK
753,2022/01/21,THA643,HS-TKO,NRT
754,2022/01/21,THA645,HS-THH,NGO
755,2022/01/21,THA657,HS-THD,ICN
756,2022/01/21,THA8419,HS-TJW,DMK
757,2022/01/21,THA916,HS-TKZ,BKK
758,2022/01/21,THA916,HS-TKZ,HKT
759,2022/01/21,THA917,HS-TKZ,HKT
760,2022/01/21,THA917,HS-TKZ,LHR
761,2022/01/21,THA926,HS-TKN,BKK
762,2022/01/21,THA926,HS-TKN,HKT
763,2022/01/21,THA927,HS-TKV,HKT
764,2022/01/21,THA927,HS-TKV,FRA
765,2022/01/21,THA931,HS-TQF,CDG
766,2022/01/21,THA934,HS-THN,BKK
767,2022/01/21,THA953,HS-THL,HKT
768,2022/01/21,THA953,HS-THL,CPH
769,2022/01/21,THA962,HS-THK,BKK
770,2022/01/21,THA962,HS-THK,HKT
771,2022/01/21,THA971,HS-TQC,ZRH
772,2022/01/22,THA303,HS-THH,BKK
773,2022/01/22,THA304,HS-THH,RGN
774,2022/01/22,THA321,HS-TKQ,BKK
775,2022/01/22,THA322,HS-TKQ,DAC
776,2022/01/22,THA403,HS-TKO,BKK
777,2022/01/22,THA404,HS-TKO,SIN
778,2022/01/22,THA476,HS-TKU,SYD
779,2022/01/22,THA477,HS-TKV,BKK
780,2022/01/22,THA477,HS-TKV,HKT
781,2022/01/22,THA478,HS-TKV,HKT
782,2022/01/22,THA478,HS-TKV,SYD
783,2022/01/22,THA560,HS-THH,BKK
784,2022/01/22,THA561,HS-THH,HAN
785,2022/01/22,THA600,HS-THC,BKK
786,2022/01/22,THA601,HS-THC,HKG
787,2022/01/22,THA612,HS-TKO,BKK
788,2022/01/22,THA613,HS-TKO,KMG
789,2022/01/22,THA622,HS-TKM,BKK
790,2022/01/22,THA623,HS-TKP,KIX
791,2022/01/22,THA624,HS-TKM,BKK
792,2022/01/22,THA625,HS-TKM,MNL
793,2022/01/22,THA640,HS-TJS,BKK
794,2022/01/22,THA642,HS-TKL,BKK
795,2022/01/22,THA643,HS-TKL,NRT
796,2022/01/22,THA644,HS-THM,BKK
797,2022/01/22,THA656,HS-THC,BKK
798,2022/01/22,THA910,HS-TKU,BKK
799,2022/01/22,THA916,HS-TKW,HKT
800,2022/01/22,THA916,HS-TKW,BKK
801,2022/01/22,THA917,HS-TKW,HKT
802,2022/01/22,THA917,HS-TKW,LHR
803,2022/01/22,THA926,HS-TKP,BKK
804,2022/01/22,THA926,HS-TKP,HKT
805,2022/01/22,THA927,HS-TKN,HKT
806,2022/01/22,THA927,HS-TKN,FRA
807,2022/01/22,THA930,HS-TQF,BKK
808,2022/01/22,THA935,HS-THN,BRU
809,2022/01/22,THA950,HS-THD,BKK
810,2022/01/22,THA963,HS-THK,HKT
811,2022/01/22,THA963,HS-THK,ARN
812,2022/01/23,THA323,HS-TKO,BKK
813,2022/01/23,THA324,HS-TKO,DEL
814,2022/01/23,THA435,HS-TKY,BKK
815,2022/01/23,THA436,HS-TKY,CGK
816,2022/01/23,THA475,HS-TKX,BKK
817,2022/01/23,THA600,HS-THL,BKK
818,2022/01/23,THA601,HS-THL,HKG
819,2022/01/23,THA6221,HS-TKL,BKK
820,2022/01/23,THA623,HS-TKM,KIX
821,2022/01/23,THA641,HS-TJS,NRT
822,2022/01/23,THA642,HS-TKV,BKK
823,2022/01/23,THA643,HS-TKL,NRT
824,2022/01/23,THA645,HS-THM,NGO
825,2022/01/23,THA654,HS-TKZ,BKK
826,2022/01/23,THA655,HS-TKZ,ICN
827,2022/01/23,THA656,HS-THK,BKK
828,2022/01/23,THA657,HS-THC,ICN
829,2022/01/23,THA678,HS-TKN,BKK
830,2022/01/23,THA679,HS-TKN,CAN
831,2022/01/23,THA8885,HS-TKY,DMK
832,2022/01/23,THA911,HS-TKU,LHR
833,2022/01/23,THA922,HS-TKW,BKK
834,2022/01/23,THA927,HS-TKP,HKT
835,2022/01/23,THA927,HS-TKP,FRA
836,2022/01/23,THA931,HS-TQF,CDG
837,2022/01/23,THA951,HS-THD,CPH
838,2022/01/23,THA970,HS-TQE,BKK
839,2022/01/24,THA315,HS-TKP,BKK
840,2022/01/24,THA316,HS-TKP,DEL
841,2022/01/24,THA317,HS-TKM,BKK
842,2022/01/24,THA318,HS-TKM,BOM
843,2022/01/24,THA337,HS-TKX,BKK
844,2022/01/24,THA338,HS-TKX,MAA
845,2022/01/24,THA403,HS-TJS,BKK
846,2022/01/24,THA404,HS-TJS,SIN
847,2022/01/24,THA475,HS-TKU,BKK
848,2022/01/24,THA476,HS-TKX,SYD
849,2022/01/24,THA612,HS-TKO,BKK
850,2022/01/24,THA613,HS-TKO,KMG
851,2022/01/24,THA620,HS-TQF,BKK
852,2022/01/24,THA621,HS-TQF,MNL
853,2022/01/24,THA622,HS-THN,BKK
854,2022/01/24,THA6221,HS-THN,BKK
855,2022/01/24,THA623,HS-TKL,KIX
856,2022/01/24,THA624,HS-THL,BKK
857,2022/01/24,THA625,HS-THL,MNL
858,2022/01/24,THA632,HS-TKO,BKK
859,2022/01/24,THA633,HS-TKO,TPE
860,2022/01/24,THA642,HS-TKV,BKK
861,2022/01/24,THA643,HS-TKV,NRT
862,2022/01/24,THA657,HS-THK,ICN
863,2022/01/24,THA910,HS-TKZ,BKK
864,2022/01/24,THA922,HS-TKY,BKK
865,2022/01/24,THA923,HS-TKW,FRA
866,2022/01/24,THA960,HS-THE,BKK
867,2022/01/24,THA971,HS-TQE,ZRH
868,2022/01/24,THA999,HS-THF,BKK
869,2022/01/25,THA315,HS-TKL,BKK
870,2022/01/25,THA316,HS-TKL,DEL
871,2022/01/25,THA317,HS-THH,BKK
872,2022/01/25,THA318,HS-THH,BOM
873,2022/01/25,THA321,HS-TKX,BKK
874,2022/01/25,THA322,HS-TKX,DAC
875,2022/01/25,THA323,HS-TKO,BKK
876,2022/01/25,THA324,HS-TKO,DEL
877,2022/01/25,THA475,HS-TKP,BKK
878,2022/01/25,THA476,HS-TKU,SYD
879,2022/01/25,THA477,HS-THM,HKT
880,2022/01/25,THA477,HS-THM,BKK
881,2022/01/25,THA478,HS-THM,HKT
882,2022/01/25,THA478,HS-THM,SYD
883,2022/01/25,THA600,HS-THC,BKK
884,2022/01/25,THA601,HS-THC,HKG
885,2022/01/25,THA622,HS-TKW,BKK
886,2022/01/25,THA623,HS-THN,KIX
887,2022/01/25,THA624,HS-TKM,BKK
888,2022/01/25,THA625,HS-TKM,MNL
889,2022/01/25,THA640,HS-TJS,BKK
890,2022/01/25,THA642,HS-TKO,BKK
891,2022/01/25,THA643,HS-TKV,NRT
892,2022/01/25,THA644,HS-THG,BKK
893,2022/01/25,THA656,HS-THL,BKK
894,2022/01/25,THA658,HS-TKM,BKK
895,2022/01/25,THA678,HS-TKN,BKK
896,2022/01/25,THA679,HS-TKN,CAN
897,2022/01/25,THA8420,HS-THK,BKK
898,2022/01/25,THA910,HS-TKX,BKK
899,2022/01/25,THA911,HS-TKZ,LHR
900,2022/01/25,THA923,HS-TKY,FRA
901,2022/01/25,THA926,HS-TKV,BKK
902,2022/01/25,THA926,HS-TKV,HKT
903,2022/01/25,THA952,HS-THN,BKK
904,2022/01/25,THA952,HS-THN,HKT
905,2022/01/25,THA961,HS-THE,ARN
906,2022/01/25,THA970,HS-TQF,BKK
907,2022/01/26,THA315,HS-TKL,BKK
908,2022/01/26,THA316,HS-TKL,DEL
909,2022/01/26,THA317,HS-TKM,BKK
910,2022/01/26,THA318,HS-TKM,BOM
911,2022/01/26,THA337,HS-TKP,BKK
912,2022/01/26,THA338,HS-TKP,MAA
913,2022/01/26,THA403,HS-TKL,BKK
914,2022/01/26,THA404,HS-TKL,SIN
915,2022/01/26,THA433,HS-THC,BKK
916,2022/01/26,THA434,HS-THC,CGK
917,2022/01/26,THA475,HS-TKU,BKK
918,2022/01/26,THA476,HS-TKP,SYD
919,2022/01/26,THA600,HS-THH,BKK
920,2022/01/26,THA601,HS-THH,HKG
921,2022/01/26,THA620,HS-TQC,BKK
922,2022/01/26,THA621,HS-TQC,MNL
923,2022/01/26,THA622,HS-TKO,BKK
924,2022/01/26,THA6221,HS-TKO,BKK
925,2022/01/26,THA623,HS-TKW,KIX
926,2022/01/26,THA632,HS-TKY,BKK
927,2022/01/26,THA633,HS-TKY,TPE
928,2022/01/26,THA641,HS-TJS,NRT
929,2022/01/26,THA642,HS-THC,BKK
930,2022/01/26,THA643,HS-TKO,NRT
931,2022/01/26,THA644,HS-TJV,BKK
932,2022/01/26,THA645,HS-THG,NGO
933,2022/01/26,THA656,HS-THL,BKK
934,2022/01/26,THA657,HS-THL,ICN
935,2022/01/26,THA659,HS-TKM,ICN
936,2022/01/26,THA910,HS-TKW,BKK
937,2022/01/26,THA911,HS-TKX,LHR
938,2022/01/26,THA9119,HS-TKZ,LHR
939,2022/01/26,THA922,HS-TKY,BKK
940,2022/01/26,THA927,HS-TKV,HKT
941,2022/01/26,THA927,HS-TKV,FRA
942,2022/01/26,THA934,HS-THE,BKK
943,2022/01/26,THA953,HS-THN,HKT
944,2022/01/26,THA953,HS-THN,CPH
945,2022/01/26,THA962,HS-THD,BKK
946,2022/01/26,THA962,HS-THD,HKT
947,2022/01/26,THA971,HS-TQF,ZRH
948,2022/01/27,THA315,HS-TKM,BKK
949,2022/01/27,THA316,HS-TKM,DEL
950,2022/01/27,THA321,HS-THM,BKK
951,2022/01/27,THA322,HS-THM,DAC
952,2022/01/27,THA337,HS-THL,BKK
953,2022/01/27,THA338,HS-THL,MAA
954,2022/01/27,THA403,HS-TJS,BKK
955,2022/01/27,THA404,HS-TJS,SIN
956,2022/01/27,THA475,HS-TKN,BKK
957,2022/01/27,THA476,HS-TKU,SYD
958,2022/01/27,THA477,HS-TKP,BKK
959,2022/01/27,THA477,HS-TKP,HKT
960,2022/01/27,THA478,HS-TKP,HKT
961,2022/01/27,THA478,HS-TKP,SYD
962,2022/01/27,THA550,HS-THG,BKK
963,2022/01/27,THA551,HS-THG,SGN
964,2022/01/27,THA556,HS-TKV,BKK
965,2022/01/27,THA557,HS-TKV,SGN
966,2022/01/27,THA600,HS-THH,BKK
967,2022/01/27,THA601,HS-THH,HKG
968,2022/01/27,THA612,HS-TKO,BKK
969,2022/01/27,THA613,HS-TKO,KMG
970,2022/01/27,THA622,HS-TKK,BKK
971,2022/01/27,THA623,HS-TKO,KIX
972,2022/01/27,THA624,HS-THN,BKK
973,2022/01/27,THA625,HS-THN,MNL
974,2022/01/27,THA642,HS-THG,BKK
975,2022/01/27,THA643,HS-THC,NRT
976,2022/01/27,THA644,HS-THN,BKK
977,2022/01/27,THA645,HS-TJV,NGO
978,2022/01/27,THA656,HS-TKV,BKK
979,2022/01/27,THA657,HS-THL,ICN
980,2022/01/27,THA668,HS-THH,BKK
981,2022/01/27,THA669,HS-THH,CAN
982,2022/01/27,THA678,HS-TKL,BKK
983,2022/01/27,THA679,HS-TKL,CAN
984,2022/01/27,THA911,HS-TKW,LHR
985,2022/01/27,THA923,HS-TKY,FRA
986,2022/01/27,THA926,HS-TKX,BKK
987,2022/01/27,THA926,HS-TKX,HKT
988,2022/01/27,THA930,HS-TQC,BKK
989,2022/01/27,THA935,HS-THE,BRU
990,2022/01/27,THA952,HS-THM,BKK
991,2022/01/27,THA952,HS-THM,HKT
992,2022/01/27,THA963,HS-THD,HKT
993,2022/01/27,THA963,HS-THD,ARN
994,2022/01/27,THA970,HS-TQE,BKK
995,2022/01/28,THA315,HS-TKO,BKK
996,2022/01/28,THA316,HS-TKO,DEL
997,2022/01/28,THA323,HS-TKO,BKK
998,2022/01/28,THA324,HS-TKO,DEL
999,2022/01/28,THA403,HS-TJV,BKK
1000,2022/01/28,THA404,HS-TJV,SIN
1001,2022/01/28,THA433,HS-TKW,BKK
1002,2022/01/28,THA434,HS-TKW,CGK
1003,2022/01/28,THA475,HS-TKQ,BKK
1004,2022/01/28,THA476,HS-TKN,SYD
1005,2022/01/28,THA600,HS-THL,BKK
1006,2022/01/28,THA601,HS-THL,HKG
1007,2022/01/28,THA620,HS-TQF,BKK
1008,2022/01/28,THA621,HS-TQF,MNL
1009,2022/01/28,THA622,HS-TKK,BKK
1010,2022/01/28,THA623,HS-TKK,KIX
1011,2022/01/28,THA624,HS-THH,BKK
1012,2022/01/28,THA625,HS-THH,MNL
1013,2022/01/28,THA632,HS-TKM,BKK
1014,2022/01/28,THA633,HS-TKM,TPE
1015,2022/01/28,THA642,HS-TKW,BKK
1016,2022/01/28,THA643,HS-THG,NRT
1017,2022/01/28,THA645,HS-THN,NGO
1018,2022/01/28,THA657,HS-TKV,ICN
1019,2022/01/28,THA668,HS-THL,BKK
1020,2022/01/28,THA669,HS-THL,CAN
1021,2022/01/28,THA916,HS-TKY,BKK
1022,2022/01/28,THA916,HS-TKY,HKT
1023,2022/01/28,THA917,HS-TKY,HKT
1024,2022/01/28,THA917,HS-TKY,LHR
1025,2022/01/28,THA926,HS-TKV,HKT
1026,2022/01/28,THA926,HS-TKV,BKK
1027,2022/01/28,THA927,HS-TKX,HKT
1028,2022/01/28,THA927,HS-TKX,FRA
1029,2022/01/28,THA931,HS-TQC,CDG
1030,2022/01/28,THA934,HS-THE,BKK
1031,2022/01/28,THA953,HS-THM,HKT
1032,2022/01/28,THA953,HS-THM,CPH
1033,2022/01/28,THA962,HS-THD,HKT
1034,2022/01/28,THA962,HS-THD,BKK
1035,2022/01/28,THA971,HS-TQE,ZRH
1036,2022/01/29,THA303,HS-THH,BKK
1037,2022/01/29,THA304,HS-THH,RGN
1038,2022/01/29,THA321,HS-THM,BKK
1039,2022/01/29,THA322,HS-THM,DAC
1040,2022/01/29,THA403,HS-TKP,BKK
1041,2022/01/29,THA404,HS-TKP,SIN
1042,2022/01/29,THA475,HS-TKM,BKK
1043,2022/01/29,THA476,HS-TKQ,SYD
1044,2022/01/29,THA477,HS-TKP,HKT
1045,2022/01/29,THA477,HS-TKP,BKK
1046,2022/01/29,THA478,HS-TKP,HKT
1047,2022/01/29,THA478,HS-TKP,SYD
1048,2022/01/29,THA560,HS-THL,BKK
1049,2022/01/29,THA561,HS-THL,HAN
1050,2022/01/29,THA600,HS-THG,BKK
1051,2022/01/29,THA601,HS-THG,HKG
1052,2022/01/29,THA622,HS-TKQ,BKK
1053,2022/01/29,THA623,HS-TKK,KIX
1054,2022/01/29,THA624,HS-TKX,BKK
1055,2022/01/29,THA625,HS-TKX,MNL
1056,2022/01/29,THA640,HS-TJT,BKK
1057,2022/01/29,THA642,HS-TKY,BKK
1058,2022/01/29,THA643,HS-TKW,NRT
1059,2022/01/29,THA644,HS-TKU,BKK
1060,2022/01/29,THA656,HS-THL,BKK
1061,2022/01/29,THA668,HS-THH,BKK
1062,2022/01/29,THA669,HS-THH,CAN
1063,2022/01/29,THA910,HS-TKX,BKK
1064,2022/01/29,THA916,HS-TKN,BKK
1065,2022/01/29,THA916,HS-TKN,HKT
1066,2022/01/29,THA917,HS-TKN,HKT
1067,2022/01/29,THA917,HS-TKN,LHR
1068,2022/01/29,THA926,HS-TKW,HKT
1069,2022/01/29,THA926,HS-TKW,BKK
1070,2022/01/29,THA927,HS-TKV,HKT
1071,2022/01/29,THA927,HS-TKV,FRA
1072,2022/01/29,THA930,HS-TQF,BKK
1073,2022/01/29,THA935,HS-THE,BRU
1074,2022/01/29,THA950,HS-THN,BKK
1075,2022/01/29,THA963,HS-THD,HKT
1076,2022/01/29,THA963,HS-THD,ARN
1077,2022/01/30,THA475,HS-TKK,BKK
1078,2022/01/30,THA476,HS-TKM,SYD
1079,2022/01/30,THA491,HS-THE,BKK
1080,2022/01/30,THA600,HS-THH,BKK
1081,2022/01/30,THA601,HS-THH,HKG
1082,2022/01/30,THA622,HS-TKP,BKK
1083,2022/01/30,THA623,HS-TKQ,KIX
1084,2022/01/30,THA641,HS-TJT,NRT
1085,2022/01/30,THA642,HS-TKU,BKK
1086,2022/01/30,THA643,HS-TKY,NRT
1087,2022/01/30,THA645,HS-TKU,NGO
1088,2022/01/30,THA656,HS-THD,BKK
1089,2022/01/30,THA657,HS-THL,ICN
1090,2022/01/30,THA678,HS-TKL,BKK
1091,2022/01/30,THA679,HS-TKL,CAN
1092,2022/01/30,THA911,HS-TKX,LHR
1093,2022/01/30,THA922,HS-TKV,BKK
1094,2022/01/30,THA927,HS-TKW,HKT
1095,2022/01/30,THA927,HS-TKW,FRA
1096,2022/01/30,THA931,HS-TQF,CDG
1097,2022/01/30,THA951,HS-THN,CPH
1098,2022/01/30,THA970,HS-TQE,BKK
1099,2022/01/31,THA315,HS-TKP,BKK
1100,2022/01/31,THA316,HS-TKP,DEL
1101,2022/01/31,THA317,HS-TKQ,BKK
1102,2022/01/31,THA318,HS-TKQ,BOM
1103,2022/01/31,THA337,HS-TKK,BKK
1104,2022/01/31,THA338,HS-TKK,MAA
1105,2022/01/31,THA403,HS-TJV,BKK
1106,2022/01/31,THA404,HS-TJV,SIN
1107,2022/01/31,THA475,HS-TKY,BKK
1108,2022/01/31,THA476,HS-TKK,SYD
1109,2022/01/31,THA620,HS-TQA,BKK
1110,2022/01/31,THA621,HS-TQA,MNL
1111,2022/01/31,THA622,HS-TJT,BKK
1112,2022/01/31,THA623,HS-TKP,KIX
1113,2022/01/31,THA632,HS-TKN,BKK
1114,2022/01/31,THA633,HS-TKN,TPE
1115,2022/01/31,THA642,HS-TKW,BKK
1116,2022/01/31,THA643,HS-TKU,NRT
1117,2022/01/31,THA657,HS-THD,ICN
1118,2022/01/31,THA8421,HS-TJD,DMK
1119,2022/01/31,THA910,HS-TKX,BKK
1120,2022/01/31,THA922,HS-TKU,BKK
1121,2022/01/31,THA923,HS-TKV,FRA
1122,2022/01/31,THA9319,HS-TQF,CDG
1123,2022/01/31,THA960,HS-THN,BKK
1124,2022/01/31,THA971,HS-TQE,ZRH
1125,2022/02/01,THA315,HS-THL,BKK
1126,2022/02/01,THA316,HS-THL,DEL
1127,2022/02/01,THA317,HS-TKN,BKK
1128,2022/02/01,THA318,HS-TKN,BOM
1129,2022/02/01,THA321,HS-THD,BKK
1130,2022/02/01,THA322,HS-THD,DAC
1131,2022/02/01,THA345,HS-THG,BKK
1132,2022/02/01,THA346,HS-THG,LHE
1133,2022/02/01,THA403,HS-TJV,BKK
1134,2022/02/01,THA404,HS-TJV,SIN
1135,2022/02/01,THA475,HS-TKL,BKK
1136,2022/02/01,THA476,HS-TKY,SYD
1137,2022/02/01,THA477,HS-TKV,BKK
1138,2022/02/01,THA477,HS-TKV,HKT
1139,2022/02/01,THA478,HS-TKV,HKT
1140,2022/02/01,THA478,HS-TKV,SYD
1141,2022/02/01,THA492,HS-THE,AKL
1142,2022/02/01,THA620,HS-THH,BKK
1143,2022/02/01,THA621,HS-THH,MNL
1144,2022/02/01,THA622,HS-TKP,BKK
1145,2022/02/01,THA623,HS-TJT,KIX
1146,2022/02/01,THA624,HS-TKP,BKK
1147,2022/02/01,THA625,HS-TKP,MNL
1148,2022/02/01,THA640,HS-TJT,BKK
1149,2022/02/01,THA642,HS-TKY,BKK
1150,2022/02/01,THA643,HS-TKW,NRT
1151,2022/02/01,THA644,HS-THM,BKK
1152,2022/02/01,THA656,HS-THH,BKK
1153,2022/02/01,THA910,HS-TKW,BKK
1154,2022/02/01,THA911,HS-TKX,LHR
1155,2022/02/01,THA923,HS-TKU,FRA
1156,2022/02/01,THA926,HS-TKQ,BKK
1157,2022/02/01,THA926,HS-TKQ,HKT
1158,2022/02/01,THA934,HS-THE,BKK
1159,2022/02/01,THA952,HS-THD,BKK
1160,2022/02/01,THA952,HS-THD,HKT
1161,2022/02/01,THA961,HS-THN,ARN
1162,2022/02/01,THA970,HS-TQF,BKK
1163,2022/02/02,THA315,HS-TKV,BKK
1164,2022/02/02,THA316,HS-TKV,DEL
1165,2022/02/02,THA3169,HS-THL,DEL
1166,2022/02/02,THA317,HS-THC,BKK
1167,2022/02/02,THA318,HS-THC,BOM
1168,2022/02/02,THA337,HS-TKL,BKK
1169,2022/02/02,THA338,HS-TKL,MAA
1170,2022/02/02,THA403,HS-TKN,BKK
1171,2022/02/02,THA404,HS-TKN,SIN
1172,2022/02/02,THA433,HS-TKU,BKK
1173,2022/02/02,THA434,HS-TKU,CGK
1174,2022/02/02,THA475,HS-TKO,BKK
1175,2022/02/02,THA476,HS-TKL,SYD
1176,2022/02/02,THA600,HS-THC,BKK
1177,2022/02/02,THA601,HS-THC,HKG
1178,2022/02/02,THA620,HS-TQA,BKK
1179,2022/02/02,THA621,HS-TQA,MNL
1180,2022/02/02,THA622,HS-TKP,BKK
1181,2022/02/02,THA623,HS-TKP,KIX
1182,2022/02/02,THA632,HS-THN,BKK
1183,2022/02/02,THA633,HS-THN,TPE
1184,2022/02/02,THA641,HS-TJT,NRT
1185,2022/02/02,THA642,HS-TKX,BKK
1186,2022/02/02,THA643,HS-TKY,NRT
1187,2022/02/02,THA644,HS-TJT,BKK
1188,2022/02/02,THA645,HS-THM,NGO
1189,2022/02/02,THA656,HS-THG,BKK
1190,2022/02/02,THA657,HS-THH,ICN
1191,2022/02/02,THA668,HS-TKM,BKK
1192,2022/02/02,THA669,HS-TKM,CAN
1193,2022/02/02,THA910,HS-TKY,BKK
1194,2022/02/02,THA911,HS-TKW,LHR
1195,2022/02/02,THA922,HS-TKN,BKK
1196,2022/02/02,THA927,HS-TKQ,HKT
1197,2022/02/02,THA927,HS-TKQ,FRA
1198,2022/02/02,THA953,HS-THD,HKT
1199,2022/02/02,THA953,HS-THD,CPH
1200,2022/02/02,THA962,HS-THN,BKK
1201,2022/02/02,THA962,HS-THN,HKT
1202,2022/02/02,THA971,HS-TQF,ZRH
1203,2022/02/03,THA315,HS-TKQ,BKK
1204,2022/02/03,THA316,HS-TKQ,DEL
1205,2022/02/03,THA321,HS-THM,BKK
1206,2022/02/03,THA322,HS-THM,DAC
1207,2022/02/03,THA337,HS-TKX,BKK
1208,2022/02/03,THA338,HS-TKX,MAA
1209,2022/02/03,THA403,HS-TJV,BKK
1210,2022/02/03,THA404,HS-TJV,SIN
1211,2022/02/03,THA475,HS-TKM,BKK
1212,2022/02/03,THA476,HS-TKO,SYD
1213,2022/02/03,THA477,HS-TKW,BKK
1214,2022/02/03,THA477,HS-TKW,HKT
1215,2022/02/03,THA478,HS-TKW,HKT
1216,2022/02/03,THA478,HS-TKW,SYD
1217,2022/02/03,THA622,HS-TKO,BKK
1218,2022/02/03,THA623,HS-TKP,KIX
1219,2022/02/03,THA624,HS-TKL,BKK
1220,2022/02/03,THA625,HS-TKL,MNL
1221,2022/02/03,THA642,HS-TKV,BKK
1222,2022/02/03,THA643,HS-TKX,NRT
1223,2022/02/03,THA644,HS-THC,BKK
1224,2022/02/03,THA645,HS-TJT,NGO
1225,2022/02/03,THA656,HS-THM,BKK
1226,2022/02/03,THA657,HS-THG,ICN
1227,2022/02/03,THA911,HS-TKY,LHR
1228,2022/02/03,THA923,HS-TKN,FRA
1229,2022/02/03,THA926,HS-TKP,BKK
1230,2022/02/03,THA926,HS-TKP,HKT
1231,2022/02/03,THA930,HS-TQE,BKK
1232,2022/02/03,THA934,HS-THH,BKK
1233,2022/02/03,THA935,HS-THE,BRU
1234,2022/02/03,THA952,HS-THD,HKT
1235,2022/02/03,THA952,HS-THD,BKK
1236,2022/02/03,THA963,HS-THN,HKT
1237,2022/02/03,THA963,HS-THN,ARN
1238,2022/02/03,THA970,HS-TQF,BKK
1239,2022/02/04,THA315,HS-TKV,BKK
1240,2022/02/04,THA316,HS-TKV,DEL
1241,2022/02/04,THA403,HS-TJV,BKK
1242,2022/02/04,THA404,HS-TJV,SIN
1243,2022/02/04,THA433,HS-TKQ,BKK
1244,2022/02/04,THA434,HS-TKQ,CGK
1245,2022/02/04,THA475,HS-TKY,BKK
1246,2022/02/04,THA476,HS-TKM,SYD
1247,2022/02/04,THA600,HS-THL,BKK
1248,2022/02/04,THA601,HS-THL,HKG
1249,2022/02/04,THA620,HS-TQA,BKK
1250,2022/02/04,THA621,HS-TQA,MNL
1251,2022/02/04,THA622,HS-TKM,BKK
1252,2022/02/04,THA6229,HS-TKN,BKK
1253,2022/02/04,THA623,HS-TKN,KIX
1254,2022/02/04,THA624,HS-THF,BKK
1255,2022/02/04,THA625,HS-THF,MNL
1256,2022/02/04,THA632,HS-THE,BKK
1257,2022/02/04,THA633,HS-THE,TPE
1258,2022/02/04,THA638,HS-THN,BKK
1259,2022/02/04,THA639,HS-THN,HKG
1260,2022/02/04,THA642,HS-TKU,BKK
1261,2022/02/04,THA643,HS-TKV,NRT
1262,2022/02/04,THA645,HS-THC,NGO
1263,2022/02/04,THA657,HS-THM,ICN
1264,2022/02/04,THA668,HS-TKL,BKK
1265,2022/02/04,THA669,HS-TKL,CAN
1266,2022/02/04,THA916,HS-TKX,HKT
1267,2022/02/04,THA916,HS-TKX,BKK
1268,2022/02/04,THA917,HS-TKX,HKT
1269,2022/02/04,THA917,HS-TKX,LHR
1270,2022/02/04,THA926,HS-TKQ,BKK
1271,2022/02/04,THA926,HS-TKQ,HKT
1272,2022/02/04,THA927,HS-TKP,HKT
1273,2022/02/04,THA927,HS-TKP,FRA
1274,2022/02/04,THA931,HS-TQE,CDG
1275,2022/02/04,THA953,HS-THD,HKT
1276,2022/02/04,THA953,HS-THD,CPH
1277,2022/02/04,THA962,HS-THE,BKK
1278,2022/02/04,THA962,HS-THE,HKT
1279,2022/02/04,THA971,HS-TQF,ZRH
1280,2022/02/05,THA303,HS-THF,BKK
1281,2022/02/05,THA304,HS-THF,RGN
1282,2022/02/05,THA321,HS-THM,BKK
1283,2022/02/05,THA322,HS-THM,DAC
1284,2022/02/05,THA403,HS-TKO,BKK
1285,2022/02/05,THA404,HS-TKO,SIN
1286,2022/02/05,THA475,HS-TKL,BKK
1287,2022/02/05,THA476,HS-TKY,SYD
1288,2022/02/05,THA477,HS-TKW,HKT
1289,2022/02/05,THA477,HS-TKW,BKK
1290,2022/02/05,THA478,HS-TKW,HKT
1291,2022/02/05,THA478,HS-TKW,SYD
1292,2022/02/05,THA600,HS-THL,BKK
1293,2022/02/05,THA601,HS-THL,HKG
1294,2022/02/05,THA622,HS-TKP,BKK
1295,2022/02/05,THA623,HS-TKM,KIX
1296,2022/02/05,THA624,HS-TKP,BKK
1297,2022/02/05,THA625,HS-TKP,MNL
1298,2022/02/05,THA640,HS-TJT,BKK
1299,2022/02/05,THA642,HS-TKN,BKK
1300,2022/02/05,THA643,HS-TKU,NRT
1301,2022/02/05,THA644,HS-THL,BKK
1302,2022/02/05,THA656,HS-THC,BKK
1303,2022/02/05,THA910,HS-TKU,BKK
1304,2022/02/05,THA916,HS-TKV,BKK
1305,2022/02/05,THA916,HS-TKV,HKT
1306,2022/02/05,THA917,HS-TKV,HKT
1307,2022/02/05,THA917,HS-TKV,LHR
1308,2022/02/05,THA926,HS-TKO,HKT
1309,2022/02/05,THA926,HS-TKO,BKK
1310,2022/02/05,THA927,HS-TKQ,HKT
1311,2022/02/05,THA927,HS-TKQ,FRA
1312,2022/02/05,THA930,HS-TQA,BKK
1313,2022/02/05,THA935,HS-THH,BRU
1314,2022/02/05,THA950,HS-THD,BKK
1315,2022/02/05,THA963,HS-THE,HKT
1316,2022/02/05,THA963,HS-THE,ARN
1317,2022/02/06,THA403,HS-TJV,BKK
1318,2022/02/06,THA404,HS-TJV,SIN
1319,2022/02/06,THA475,HS-TKX,BKK
1320,2022/02/06,THA476,HS-TKL,SYD
